epoch,time_s
0,2.1690239906311035
1,2.0164546966552734
2,1.8573644161224365
3,1.7748782634735107
4,1.6012983322143555
5,1.4470653533935547
6,1.5888919830322266
7,1.4924101829528809
8,1.6298091411590576
9,1.5135095119476318
10,1.5001473426818848
11,1.531930685043335
12,1.5449512004852295
13,1.7893428802490234
14,1.8180596828460693
15,1.7739837169647217
16,1.7816061973571777
17,1.7539947032928467
18,1.6989145278930664
19,1.7793171405792236
20,1.560020923614502
21,1.5512199401855469
22,1.490959882736206
23,1.4810457229614258
24,1.506406545639038
25,1.433070182800293
26,1.4537642002105713
27,1.85345458984375
28,1.7852599620819092
29,1.814699649810791
