epoch,train_seconds
1,41.086879608919844
2,41.384235348086804
3,41.623498518019915
4,41.64958772412501
5,41.261883290018886
6,41.33093625004403
7,42.292431503068656
8,41.43600722798146
9,41.39471921417862
10,41.848232307005674
11,41.952514067990705
12,42.086688035866246
13,42.04543343000114
14,41.89862835989334
15,41.54064223309979
16,41.80564710381441
17,41.51985744293779
18,41.4381263628602
19,42.478797391057014
20,41.9597077020444
21,42.03551904298365
22,41.39336289395578
23,41.17655382002704
24,41.55264426302165
25,42.00751975085586
26,41.38025031494908
27,42.74393738619983
28,41.60345838801004
29,41.40670995810069
30,41.729660806944594
31,41.3825220731087
32,41.46472904086113
33,41.07043778686784
34,41.91990772099234
35,41.28037144290283
36,41.37092521903105
37,42.079137013992295
38,41.32218810613267
39,41.31301789986901
40,41.03696915204637
41,41.668527429923415
42,41.07535142893903
43,40.876066302880645
44,40.818980240030214
45,40.9966238879133
46,40.96668101497926
47,41.8527061000932
48,41.394675882998854
49,41.145507093984634
50,41.092354386113584
51,41.1148501818534
52,40.65401208703406
53,41.220372712938115
54,40.82832320709713
55,41.65995865711011
56,40.858533557038754
57,41.05583289801143
58,40.550367683172226
59,41.133878835942596
60,41.371172019978985
61,41.43977545388043
62,41.75423209997825
63,41.102712985128164
64,41.630329735111445
65,42.05607679183595
66,42.226554720895365
67,41.433928391197696
68,41.33200892806053
69,41.60542551497929
70,41.56849310384132
71,41.62735028099269
72,41.27917778980918
73,41.41730834986083
74,41.61528159910813
75,41.75358067592606
76,41.36535235401243
77,40.98624436883256
78,40.96089062211104
79,41.31742393691093
80,41.95103585999459
81,40.81281523802318
82,40.920281721046194
83,41.21574134705588
84,41.41117733391002
85,41.39601780008525
86,41.41407755203545
87,41.21767626400106
88,41.364499868126586
89,40.94978644116782
90,41.122699056053534
91,40.152962259948254
92,41.75693202903494
93,41.725283516105264
94,40.91541886306368
95,41.574098146054894
96,41.66703291097656
97,41.2201970780734
98,41.558730294927955
99,41.540518149966374
100,41.732692677062005
