ratio,n,best_validation_auroc_mean,best_validation_auroc_std,best_validation_auroc_min,best_validation_auroc_max,auroc_mean,auroc_std,auroc_min,auroc_max,auprc_mean,auprc_std,auprc_min,auprc_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,fraud_f1_mean,fraud_f1_std,fraud_f1_min,fraud_f1_max,fraud_precision_mean,fraud_precision_std,fraud_precision_min,fraud_precision_max,fraud_recall_mean,fraud_recall_std,fraud_recall_min,fraud_recall_max,gmean_mean,gmean_std,gmean_min,gmean_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,mean_epoch_seconds_mean,mean_epoch_seconds_std,mean_epoch_seconds_min,mean_epoch_seconds_max,fit_wall_seconds_mean,fit_wall_seconds_std,fit_wall_seconds_min,fit_wall_seconds_max,inference_seconds_mean,inference_seconds_std,inference_seconds_min,inference_seconds_max,peak_gpu_memory_mb_mean,peak_gpu_memory_mb_std,peak_gpu_memory_mb_min,peak_gpu_memory_mb_max
TR40,3,0.9573027779510532,0.002468910277018997,0.9545762896887281,0.9593872808932694,0.9701854845320476,0.0006933403894877736,0.9694075426985088,0.9707382412034414,0.8817070369550302,0.006474948355892348,0.8744968339320092,0.8870252308419215,0.8329926204760209,0.006820171076346826,0.8281470967297542,0.8407917573573649,0.7071903681672062,0.011358714804414959,0.6987104337631888,0.7200956937799043,0.5760844539051065,0.015311401470818857,0.5658627087198516,0.5936883629191322,0.9159067882472138,0.010674421228827566,0.9057750759878419,0.9270516717325228,0.9224173873500506,0.005032624770899343,0.916684961858044,0.9261093031713865,0.9277584876543209,0.003928513089200667,0.9253472222222222,0.9322916666666666,2.00045185936602,0.061732157330415115,1.9293977976077596,2.040913409411908,137.95305150233312,4.275228122757312,133.03387292300067,140.7715796169996,6.402640468665292,0.2140417911276674,6.161759354999958,6.570998716997565,45.437825520833336,0.3211852797885363,45.173828125,45.79541015625
TR30,3,0.9487568357141373,0.006166601721824967,0.9425332168922712,0.9548647932131495,0.9604030522795705,0.006961938540602863,0.953340986388772,0.9672603454761597,0.8675314759691473,0.009247789886328971,0.8582311424571147,0.8767258109884888,0.8514516002540646,0.03736349614831824,0.8141840595783305,0.8889103182256509,0.7369171578136342,0.0627793626255501,0.6744457409568262,0.8,0.6485544503203783,0.10934920949963259,0.5473484848484849,0.7645429362880887,0.8652482269503546,0.022813232521170602,0.8389057750759878,0.878419452887538,0.9053216528165432,0.005826251530076025,0.9007113310064402,0.9118699147688454,0.9398148148148149,0.020400844603092962,0.9192708333333334,0.9600694444444444,1.508870766267969,0.007716936281926723,1.4999611603530045,1.513449251921652,114.00247069699981,0.6503209123209297,113.25850449599966,114.46278843300024,6.534579552000044,0.07306039453119845,6.464801513995553,6.610530601008577,45.086751302083336,0.373194587050336,44.783203125,45.50341796875
TR20,3,0.9371946021250493,0.00043737279355166394,0.9366929698708751,0.9374961013037241,0.9470098812545179,0.0030420131647377223,0.9437004693895602,0.9496842385614849,0.8621012740459619,0.0016683956326044819,0.8609988209824622,0.8640207081346923,0.8066937432149114,0.027947812450129974,0.7775192128133305,0.8332273594331909,0.6626617423647126,0.044920363284318074,0.6158730158730159,0.7054455445544554,0.534478840427096,0.06130847487091088,0.4724025974025974,0.5949895615866388,0.8774062816616008,0.009770669464025295,0.8662613981762918,0.8844984802431611,0.897351170455423,0.0061585018756893355,0.8902637097302102,0.9013979621505654,0.9140625,0.018169361037545868,0.8949652777777778,0.9311342592592593,1.0409279495685706,0.00937543946606629,1.0302952076077667,1.0480071205881412,92.48979927999972,0.7508889137645623,91.68251346999932,93.16739724800027,6.693181207668506,0.08402974281021039,6.599161501995695,6.760956871003145,44.818522135416664,0.31073926168615207,44.63232421875,45.17724609375
TR10,3,0.9294037074002454,0.005638345630890791,0.9254647245960952,0.9358625475640945,0.9413381312353204,0.007631834195305145,0.9356647611789853,0.9500147261375819,0.8570705177021911,0.010282044984753363,0.8497437243611679,0.8688245894725906,0.8437271143762809,0.028511413990738546,0.8136801027369329,0.870403239919002,0.7228143914025532,0.04807180474962952,0.6722689075630253,0.7679558011049724,0.6319055534245407,0.07422143932305672,0.5555555555555556,0.7037974683544304,0.8490374873353597,0.0035097280801801444,0.8449848024316109,0.851063829787234,0.8964547149474017,0.006762453599203312,0.8888749024582301,0.901869616777559,0.9373070987654321,0.015311972173465827,0.9210069444444444,0.9513888888888888,0.5172799508430876,0.014223464604980543,0.5008602116470096,0.5258077338235393,64.7637570746665,0.7432900167795405,63.90776892899885,65.24600305900094,7.556078495666952,0.12986766557398163,7.407579752996753,7.64840279800228,44.339518229166664,0.20849342552937392,44.11328125,44.52392578125
