epoch,time_s
0,4.958675384521484
1,4.569568872451782
2,4.214443683624268
3,4.533539533615112
4,4.372640371322632
5,4.393113136291504
6,4.511692523956299
7,4.707433462142944
8,4.847781658172607
9,4.498093366622925
10,4.502679109573364
11,4.289637804031372
12,4.625424861907959
13,4.557290315628052
14,4.494961738586426
15,4.361560106277466
16,4.5369391441345215
17,4.656631231307983
18,4.675422430038452
19,4.521324872970581
20,4.661259174346924
21,4.696982383728027
22,4.6637163162231445
23,4.441345691680908
24,4.475483179092407
25,4.581174850463867
26,4.500301361083984
27,4.427655935287476
28,4.611269235610962
29,4.584955215454102
30,4.406169176101685
31,4.558776378631592
32,4.455390930175781
33,4.454550504684448
34,4.472808361053467
35,4.590389251708984
36,4.644967794418335
37,4.502593278884888
38,4.392423152923584
39,4.606200218200684
40,4.598094463348389
41,4.27404522895813
42,4.461695194244385
43,4.465487003326416
