epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
1,0.8187116622924805,0.6316317619930487,0.5109623440075666,0.1225697019878456,0.5448726365546218,0.1225697019878456,1,0,149.37841796875
2,0.7746715545654297,0.6749608130048728,0.45087058300850913,0.12293375358433695,0.5456510729291717,0.12293375358433695,2,0,149.37939453125
3,0.7333134651184082,0.5619408589991508,0.44031404799898155,0.12125401012892675,0.5434892707082833,0.12293375358433695,2,1,149.37939453125
4,0.6965397357940674,0.5362068160029594,0.4330588449956849,0.11991632585948248,0.5432219762905163,0.12293375358433695,2,2,149.37939453125
5,0.661724853515625,0.5694091839977773,0.5148190889885882,0.11887561295792032,0.5420590111044417,0.12293375358433695,2,3,149.37939453125
6,0.629976749420166,0.576646058994811,0.4672817259997828,0.11695152149668464,0.5414165666266506,0.12293375358433695,2,4,149.3818359375
7,0.5972129821777343,0.5487557629967341,0.519623269996373,0.11533854487821239,0.5405818577430973,0.12293375358433695,2,5,149.3828125
8,0.5722261428833008,0.5575175209960435,0.4378442440065555,0.11528918919388738,0.5408819777911164,0.12293375358433695,2,6,149.3828125
9,0.5416717052459716,0.5007714109960943,0.6050699480110779,0.11530823296770781,0.5415994522809123,0.12293375358433695,2,7,149.3828125
10,0.5184584617614746,1.7872169309994206,0.7497887750068912,0.11542363867813343,0.5420121173469388,0.12293375358433695,2,8,149.3828125
11,0.49657559394836426,1.5631390060007107,1.910281593009131,0.11544131443488967,0.5426264255702282,0.12293375358433695,2,9,149.38330078125
12,0.47752685546875,2.067712258998654,0.4133325959992362,0.11554067833562914,0.542828068727491,0.12293375358433695,2,10,149.38330078125
13,0.4590251922607422,0.5374269099993398,0.41533259399875533,0.11537454146471604,0.5430390906362544,0.12293375358433695,2,11,149.38330078125
14,0.4457356929779053,0.641879404996871,0.4365365859994199,0.11539666510013781,0.5436768457382953,0.12293375358433695,2,12,149.38330078125
15,0.4104573726654053,0.5526729050034191,0.4401061789976666,0.11528750930587743,0.5439769657863145,0.12293375358433695,2,13,149.38330078125
16,0.4085812568664551,0.5643739799998002,0.4573991959914565,0.11520813414381208,0.5443568052220888,0.12293375358433695,2,14,149.38330078125
17,0.38234672546386717,0.5629018999898108,0.44369054200069513,0.11502074882535128,0.544750712785114,0.12293375358433695,2,15,149.38330078125
18,0.36846673488616943,0.5708599389909068,0.44254046901187394,0.11495646830408321,0.545421293517407,0.12293375358433695,2,16,149.38330078125
19,0.36651885509490967,0.5169210489984835,0.42980911399354227,0.11503715455258451,0.5462278661464586,0.12293375358433695,2,17,149.38330078125
20,0.3598461627960205,0.6037586289894534,0.422837364996667,0.11519118323356596,0.5471938775510204,0.12293375358433695,2,18,149.38330078125
21,0.35398168563842775,0.5387541429954581,0.41291397900204174,0.11531482188149507,0.5478972839135654,0.12293375358433695,2,19,149.38330078125
22,0.3433384895324707,0.5176766040094662,0.4264152420073515,0.11552252555905276,0.5485444177671068,0.12293375358433695,2,20,149.38330078125
