epoch,train_seconds
1,22.38024786580354
2,22.543231070041656
3,22.559599864063784
4,22.68145469110459
5,23.497819646028802
6,22.16532453522086
7,22.148702905047685
8,22.329442340880632
9,22.47158513404429
10,23.125241066794842
11,22.861636159941554
12,22.060700594913214
13,22.404436453944072
14,22.404966379050165
15,22.883676692843437
16,22.586633762111887
17,22.659913796931505
18,23.04069482604973
19,23.276706642936915
20,23.61069494392723
21,22.379431521054357
22,22.59673354984261
23,22.705930670024827
24,23.044906641123816
25,22.714656572788954
26,22.054066637996584
27,23.201525756856427
28,22.489989947061986
29,22.570100406883284
30,23.02712210500613
31,23.500988716026768
32,22.551039582118392
33,22.95935546606779
34,22.677467142930254
35,22.877859789179638
36,22.636685594916344
37,22.62057354580611
38,22.435332086868584
39,23.729410927044228
40,22.353720132960007
41,22.6728287988808
42,23.015925087966025
43,23.019632413052022
44,22.76161104394123
45,22.895848660962656
46,22.555277886101976
47,22.43413409590721
48,23.17211414896883
49,22.85784654202871
50,23.393066997872666
51,22.823832517955452
52,23.500544965965673
53,22.619701832998544
54,22.320159988943487
55,22.602679579053074
56,23.119899862911552
57,22.919382303021848
58,22.043100038077682
59,22.894148215884343
60,22.136133017018437
61,23.35719599504955
62,22.370679558021948
63,23.33624730608426
64,22.45034794602543
65,22.668904200196266
66,22.762272791936994
67,22.584772618021816
68,22.814317682990804
69,22.23044726299122
70,22.69125739391893
71,22.28334202012047
72,22.380549856927246
73,22.498946556122974
74,23.073000619886443
75,24.40027920412831
76,23.466102863894776
77,23.84814963210374
78,24.01203491585329
79,23.679921810049564
80,23.68970860191621
81,24.013716307934374
82,24.392555635189638
83,24.00082200183533
84,23.909517243970186
85,23.602488995995373
86,22.68081355607137
87,23.355718044098467
88,23.3879062498454
89,22.290803704876453
90,22.60340207302943
91,22.078969954978675
92,23.169899014988914
93,22.505562058882788
94,22.12213162984699
95,22.686054717050865
96,23.471101759001613
97,22.52378117106855
98,23.664338800124824
99,22.717547966865823
100,22.42205413314514
