threshold,macro_f1,fraud_recall
0.59,0.8559905317936194,0.7273408239700374
0.5800000000000001,0.8556418231719478,0.7288389513108614
0.64,0.8553565502104244,0.7123595505617978
0.61,0.8553135864068588,0.7191011235955056
0.5700000000000001,0.85520107446648,0.7295880149812735
0.6,0.8549852012023065,0.7235955056179775
0.62,0.8549217072862736,0.7146067415730337
0.63,0.8549103716293325,0.7131086142322097
0.55,0.8547708422742804,0.7318352059925094
0.65,0.8547060806531563,0.7101123595505618
0.47000000000000003,0.8546849907661209,0.748314606741573
0.67,0.8546686478469574,0.7056179775280899
0.54,0.8546030246047575,0.7333333333333333
0.44,0.8545320289959415,0.7528089887640449
0.68,0.8544467610600744,0.701123595505618
0.48000000000000004,0.8544119050722402,0.7460674157303371
0.56,0.8544069192751236,0.7303370786516854
0.49,0.8544039559489196,0.7445692883895131
0.52,0.8542685533411729,0.7363295880149813
0.53,0.8542591652924014,0.7348314606741573
0.66,0.8542214797069165,0.7063670411985019
0.45,0.8541699548135547,0.749812734082397
0.46,0.8541621501750201,0.748314606741573
0.51,0.8540187062974198,0.7385767790262172
0.5,0.8539448653821262,0.7408239700374532
0.43,0.8538459909935654,0.7543071161048689
0.41000000000000003,0.8537708215546951,0.7565543071161048
0.42000000000000004,0.8536730440728749,0.7543071161048689
0.4,0.8530894124034064,0.7580524344569288
0.38,0.8526725575163083,0.7602996254681648
0.39,0.8525739154326984,0.7580524344569288
0.6900000000000001,0.8521969640110315,0.6951310861423221
0.7100000000000001,0.8518775181305398,0.6913857677902622
0.37,0.8517361246371223,0.7610486891385768
0.72,0.85165616809128,0.6883895131086142
0.7000000000000001,0.8515320047736878,0.6928838951310862
0.73,0.8514328404664817,0.6853932584269663
0.36000000000000004,0.8513244024860619,0.7632958801498128
0.34,0.8511832602907051,0.7677902621722846
0.35000000000000003,0.8509144701521445,0.7655430711610487
0.33,0.8508445937883338,0.7677902621722846
0.74,0.8508401651258795,0.6823970037453183
0.32,0.8505958750007936,0.7685393258426966
0.27,0.8504230567810683,0.7812734082397004
0.31,0.849920672222921,0.7685393258426966
0.26,0.8495985156597146,0.7827715355805244
0.28,0.8495486651314764,0.7752808988764045
0.75,0.8494858664102233,0.6779026217228464
0.3,0.8494266648193847,0.7700374531835206
0.25,0.8491097404152295,0.7842696629213484
0.76,0.848779695247732,0.6741573033707865
0.29000000000000004,0.8486892171854048,0.7722846441947565
0.77,0.84854251170949,0.6711610486891386
0.8,0.8484037881427295,0.6636704119850187
0.21000000000000002,0.8482753786816801,0.7955056179775281
0.22,0.848091729824979,0.7925093632958802
0.24000000000000002,0.8478735894908226,0.7850187265917603
0.78,0.8478276616396483,0.6674157303370787
0.23,0.8478188939072849,0.7887640449438202
0.79,0.8477988089637021,0.6659176029962547
0.2,0.8477172253951389,0.797752808988764
0.19,0.847314339387474,0.798501872659176
0.81,0.8472780023614201,0.6584269662921348
0.8200000000000001,0.8472152244701728,0.6554307116104869
0.18000000000000002,0.8469990357164454,0.8
0.17,0.8467813771565459,0.80374531835206
0.8300000000000001,0.8467774184849032,0.652434456928839
0.16,0.845994185747793,0.8067415730337079
0.86,0.8455212783914148,0.6426966292134831
0.85,0.8453310720180809,0.6464419475655431
0.8400000000000001,0.8452917004207435,0.648689138576779
0.15000000000000002,0.8452006154070902,0.8082397003745319
0.87,0.8444676671505185,0.6382022471910113
0.88,0.8438971625682713,0.6344569288389513
0.14,0.8432194649008808,0.8104868913857678
0.13,0.8431002534936787,0.8149812734082397
0.89,0.8429440204287935,0.6307116104868914
0.12,0.8419473617317548,0.8187265917602996
0.9,0.8417503541995234,0.6254681647940075
0.91,0.8409235565924014,0.6202247191011236
0.11,0.8407184591008121,0.8217228464419476
0.92,0.8397758151433733,0.6142322097378277
0.09999999999999999,0.838549113640763,0.8232209737827715
0.93,0.838367661894385,0.6067415730337079
0.09,0.8370350879489237,0.8262172284644195
0.08,0.8338732077944515,0.8307116104868913
0.9400000000000001,0.8335699391194527,0.5940074906367041
0.06999999999999999,0.8304365245217862,0.8337078651685393
0.9500000000000001,0.8292634067088269,0.5812734082397004
0.9600000000000001,0.8275416006561724,0.5737827715355805
0.060000000000000005,0.8266856494820555,0.8411985018726592
0.05,0.8230687739040563,0.851685393258427
0.97,0.8178578368354882,0.547565543071161
0.04,0.816429200601847,0.8599250936329588
0.03,0.8119234627110645,0.8741573033707866
0.98,0.809401548090052,0.5235955056179775
0.02,0.7998549993258973,0.8868913857677903
0.99,0.792353960567094,0.4779026217228464
0.01,0.7773766737722387,0.9056179775280899
