epoch,time_s
0,7.174026727676392
1,6.860998630523682
2,6.887691974639893
3,6.950335264205933
4,7.116999387741089
5,6.951881647109985
6,6.856532096862793
7,7.135738372802734
8,6.654794692993164
9,7.095118045806885
10,6.713221788406372
11,6.805251836776733
12,6.739187955856323
13,6.724087238311768
14,7.1147613525390625
15,7.200805425643921
16,6.880346775054932
17,7.2504637241363525
18,7.30862832069397
19,6.987434148788452
20,6.929781675338745
21,6.80134654045105
22,6.834450006484985
23,6.854986906051636
24,7.0165815353393555
25,6.856319189071655
26,6.812272071838379
27,7.018452882766724
28,6.732439756393433
29,6.860058784484863
30,6.841716766357422
31,6.811813592910767
32,6.920506954193115
33,6.945398569107056
34,6.9618401527404785
35,6.692502737045288
36,6.880451440811157
37,6.951674938201904
38,6.904290437698364
39,6.826208829879761
40,6.86487603187561
41,6.884701251983643
42,7.135786771774292
43,6.81751275062561
44,6.991675615310669
45,6.725422382354736
46,7.194488525390625
47,7.088526725769043
48,7.105948448181152
49,6.799990177154541
50,7.078597784042358
51,6.72316312789917
