epoch,loss,train_seconds,validation_seconds,validation_auroc,validation_auprc,validation_macro_f1,validation_threshold,timestamp_utc
0,8.281803131103516,0.8073911889999863,0.12630271299997275,0.5499444876821671,0.04732793243899539,0.4733355637336902,0.95,2026-09-09T15:24:31.085997+00:00
1,106.8089599609375,0.2608827059999612,,,,,,2026-09-09T15:24:31.586922+00:00
2,65.7988052368164,0.26879613599999175,,,,,,2026-09-09T15:24:31.856239+00:00
3,28.23379135131836,0.2678272080000852,,,,,,2026-09-09T15:24:32.124543+00:00
4,4.488245964050293,0.26952458199991725,0.13498519899997063,0.6706389633766243,0.06769333441149064,0.3093493676570294,0.95,2026-09-09T15:24:32.394563+00:00
5,8.794303894042969,0.26282172000003357,,,,,,2026-09-09T15:24:32.884582+00:00
6,7.966031551361084,0.26947962400004144,,,,,,2026-09-09T15:24:33.154561+00:00
7,4.129076957702637,0.2698379079999995,,,,,,2026-09-09T15:24:33.424925+00:00
8,1.3587614297866821,0.2706366029999572,,,,,,2026-09-09T15:24:33.696038+00:00
9,1.5055772066116333,0.2683187389999375,0.1350974629999655,0.8993548767847857,0.48474005652585894,0.7225642568110575,0.2,2026-09-09T15:24:33.964845+00:00
10,1.7594393491744995,0.2590286089999836,,,,,,2026-09-09T15:24:34.468156+00:00
11,1.3654390573501587,0.2709727289999364,,,,,,2026-09-09T15:24:34.739567+00:00
12,0.8276588916778564,0.26978422000001956,,,,,,2026-09-09T15:24:35.009825+00:00
13,0.6215577721595764,0.26785514499999863,,,,,,2026-09-09T15:24:35.278163+00:00
14,0.47775545716285706,0.27214389499999925,0.13493353699993804,0.9284470198553361,0.3279940152321967,0.713103699653727,0.7,2026-09-09T15:24:35.550797+00:00
15,0.4419412314891815,0.2604062299999441,,,,,,2026-09-09T15:24:36.049662+00:00
16,0.4925301969051361,0.270533253999929,,,,,,2026-09-09T15:24:36.320682+00:00
17,0.5147257447242737,0.2689772940000239,,,,,,2026-09-09T15:24:36.590140+00:00
18,0.4920056164264679,0.27175003799993647,,,,,,2026-09-09T15:24:36.862375+00:00
19,0.4553512930870056,0.26920261299994763,0.13473424699998304,0.9158997606146559,0.5306712293055709,0.7658260489196285,0.7999999999999999,2026-09-09T15:24:37.132058+00:00
20,0.45567476749420166,0.25909065600001213,,,,,,2026-09-09T15:24:37.638746+00:00
21,0.44470909237861633,0.2723402740000438,,,,,,2026-09-09T15:24:37.911624+00:00
22,0.39862367510795593,0.27009692899991933,,,,,,2026-09-09T15:24:38.182211+00:00
23,0.3712324798107147,0.27136584000004405,,,,,,2026-09-09T15:24:38.454069+00:00
24,0.3737303912639618,0.2709450529999913,0.13511778300005517,0.9492123152509488,0.5801354477784637,0.785526924619292,0.85,2026-09-09T15:24:38.725486+00:00
25,0.37271901965141296,0.2625228760000482,,,,,,2026-09-09T15:24:39.226992+00:00
26,0.35080674290657043,0.2703271519999362,,,,,,2026-09-09T15:24:39.497794+00:00
27,0.32251596450805664,0.271962024000004,,,,,,2026-09-09T15:24:39.770242+00:00
28,0.314630389213562,0.27029554899991126,,,,,,2026-09-09T15:24:40.041048+00:00
29,0.314240038394928,0.27280425100002503,0.13519875000008597,0.959218548860061,0.7962310718424833,0.8792565433151658,0.7999999999999999,2026-09-09T15:24:40.314302+00:00
30,0.3060324788093567,0.26485632100002476,,,,,,2026-09-09T15:24:40.826901+00:00
31,0.2926960289478302,0.2711378380000724,,,,,,2026-09-09T15:24:41.098513+00:00
32,0.2860807180404663,0.2715448840000363,,,,,,2026-09-09T15:24:41.370566+00:00
33,0.28826192021369934,0.2712053170000672,,,,,,2026-09-09T15:24:41.642271+00:00
34,0.28917548060417175,0.2737955879999845,0.13536351999994167,0.9592676062572156,0.7741885918051095,0.8538134683674212,0.95,2026-09-09T15:24:41.916453+00:00
35,0.2814605236053467,0.26074196299998675,,,,,,2026-09-09T15:24:42.427658+00:00
36,0.27840456366539,0.2739548100000775,,,,,,2026-09-09T15:24:42.702004+00:00
37,0.28069227933883667,0.27206113199997617,,,,,,2026-09-09T15:24:42.974521+00:00
38,0.2796344757080078,0.2736760850000337,,,,,,2026-09-09T15:24:43.248701+00:00
39,0.2763437032699585,0.2718293039999935,0.1358048140000392,0.9583794091718889,0.7856293866807231,0.8603464499136857,0.95,2026-09-09T15:24:43.520925+00:00
40,0.27271053194999695,0.26541069099994274,,,,,,2026-09-09T15:24:44.034609+00:00
41,0.27393215894699097,0.27302743900008863,,,,,,2026-09-09T15:24:44.308137+00:00
42,0.2677604556083679,0.27469578500006264,,,,,,2026-09-09T15:24:44.583289+00:00
43,0.2664962708950043,0.2723803249999719,,,,,,2026-09-09T15:24:44.856140+00:00
44,0.26575803756713867,0.27456785399999717,0.13555746899999122,0.9595313358734983,0.79557172257849,0.8630171787941563,0.95,2026-09-09T15:24:45.131160+00:00
45,0.2644079029560089,0.2631358360000604,,,,,,2026-09-09T15:24:45.642331+00:00
46,0.26212090253829956,0.2760541349999812,,,,,,2026-09-09T15:24:45.918882+00:00
47,0.26034054160118103,0.2732066590000386,,,,,,2026-09-09T15:24:46.192588+00:00
48,0.25924158096313477,0.27505188800000724,,,,,,2026-09-09T15:24:46.468144+00:00
49,0.25838765501976013,0.2758530349999546,0.1358566349999819,0.9634621981402453,0.8161937301608242,0.8668642267034176,0.95,2026-09-09T15:24:46.744460+00:00
50,0.25734254717826843,0.26519817299993065,,,,,,2026-09-09T15:24:47.260314+00:00
51,0.2559928596019745,0.2758947040000521,,,,,,2026-09-09T15:24:47.536648+00:00
52,0.25452834367752075,0.27576205899993056,,,,,,2026-09-09T15:24:47.812899+00:00
53,0.2529993951320648,0.2752645760000405,,,,,,2026-09-09T15:24:48.088652+00:00
54,0.250968873500824,0.27651872299998104,0.1378351500000008,0.9641375672694948,0.8257769683806201,0.8705485758277927,0.95,2026-09-09T15:24:48.365668+00:00
55,0.24933525919914246,0.26578956400010156,,,,,,2026-09-09T15:24:48.881185+00:00
56,0.24789664149284363,0.2753017699999418,,,,,,2026-09-09T15:24:49.156978+00:00
57,0.24662180244922638,0.2768366000000242,,,,,,2026-09-09T15:24:49.434302+00:00
58,0.24560265243053436,0.2741999050000459,,,,,,2026-09-09T15:24:49.708989+00:00
59,0.2445726841688156,0.27516020200005187,0.13734394999994493,0.9651076496342827,0.8302420858551285,0.8726121437778247,0.95,2026-09-09T15:24:49.984625+00:00
60,0.24339574575424194,0.2680990940000356,,,,,,2026-09-09T15:24:50.502839+00:00
61,0.24218307435512543,0.27573389999997744,,,,,,2026-09-09T15:24:50.779074+00:00
62,0.24265168607234955,0.27668592899999567,,,,,,2026-09-09T15:24:51.056302+00:00
63,0.2414599061012268,0.27669815499996275,,,,,,2026-09-09T15:24:51.333470+00:00
