epoch,time_s
0,3.4237258434295654
1,3.459665298461914
2,3.2650530338287354
3,3.338778495788574
4,3.2473068237304688
5,3.1697707176208496
6,3.4153366088867188
7,3.322136878967285
8,3.3848636150360107
9,3.397108554840088
10,3.398024320602417
11,3.3826937675476074
12,3.405820369720459
13,3.4994499683380127
14,3.250849962234497
15,3.393310785293579
16,3.3588836193084717
17,3.310884475708008
18,3.4968810081481934
19,3.5749218463897705
20,3.459202766418457
21,3.2420830726623535
22,3.2675838470458984
23,3.3337295055389404
24,3.4249629974365234
25,3.4407219886779785
26,3.277172565460205
27,3.1369056701660156
28,3.1995768547058105
29,3.415468215942383
30,3.4838414192199707
31,3.5332999229431152
32,3.6016156673431396
33,3.6582462787628174
34,3.447415590286255
35,3.4253578186035156
36,3.453636407852173
37,3.517590045928955
38,3.500401496887207
39,3.353722095489502
40,3.5408077239990234
41,3.4518802165985107
42,3.4166836738586426
43,3.46712589263916
44,3.4103965759277344
45,3.909031629562378
46,3.4192700386047363
47,3.290179967880249
48,3.4510445594787598
49,3.405792474746704
50,3.5234293937683105
51,3.5099101066589355
52,3.2523105144500732
53,3.3915107250213623
54,3.2842559814453125
55,3.470791816711426
56,3.2878658771514893
57,3.3551723957061768
58,3.5014100074768066
59,3.550793409347534
60,3.4164443016052246
61,3.562795877456665
62,3.5478339195251465
63,3.327836036682129
64,3.307163715362549
