epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
1,0.8172932624816894,0.5242707930010511,0.4164435830025468,0.12255609918136655,0.5449054621848739,0.12255609918136655,1,0,149.37939453125
2,0.774758243560791,0.5322459289891412,0.44702771000447683,0.12287903609022102,0.5454353616446579,0.12287903609022102,2,0,149.37939453125
3,0.7337906360626221,0.6185893159999978,0.5139285030018073,0.12112181567090693,0.5430859843937574,0.12287903609022102,2,1,149.37939453125
4,0.696252965927124,0.7481590629904531,0.5404996349971043,0.1199058241398149,0.543203218787515,0.12287903609022102,2,2,149.380859375
5,0.6611907482147217,0.5882296549971215,0.41225216499879025,0.11888645507081355,0.5421340411164466,0.12287903609022102,2,3,149.380859375
6,0.6280431270599365,0.5600604159990326,0.4794864200084703,0.11707883832697435,0.5412852641056423,0.12287903609022102,2,4,149.380859375
7,0.5979273319244385,1.1210452949890168,0.5416322150122141,0.1153901344082315,0.5407225390156062,0.12287903609022102,2,5,149.380859375
8,0.5669811248779297,0.5335873340081889,0.4470794950029813,0.11531929728818695,0.5409241821728692,0.12287903609022102,2,6,149.380859375
9,0.5444380760192871,1.5324360259983223,0.4687551139941206,0.1155025246786451,0.5414822178871549,0.12287903609022102,2,7,149.380859375
10,0.5162001609802246,1.5451111739967018,1.3414379859896144,0.11543037008218733,0.5418855042016807,0.12287903609022102,2,8,149.380859375
11,0.49568977355957033,0.5842999559972668,0.41621112800203264,0.11546586141070815,0.5424576080432173,0.12287903609022102,2,9,149.380859375
12,0.47278575897216796,0.5268353850115091,0.45320476999040693,0.11549046100206932,0.542626425570228,0.12287903609022102,2,10,149.380859375
13,0.4584327220916748,0.5940902649890631,0.4582653709949227,0.11541491045985716,0.5427249024609845,0.12287903609022102,2,11,149.380859375
14,0.4477417469024658,0.5182711289962754,0.4337275579891866,0.11540769277278798,0.5431516356542617,0.12287903609022102,2,12,149.380859375
15,0.4237618923187256,0.5002974289964186,0.37665808100427967,0.11547016247797826,0.5437565651260503,0.12287903609022102,2,13,149.380859375
16,0.4061882495880127,0.5249855169968214,0.4104788659897167,0.11533482238172622,0.5440707533013206,0.12287903609022102,2,14,149.380859375
17,0.3899658679962158,0.5447516519925557,0.386853678006446,0.11517766659106886,0.5444177671068428,0.12287903609022102,2,15,149.380859375
18,0.37641746997833253,0.553373760994873,0.41468415899726097,0.11517938298252875,0.5452618547418968,0.12287903609022102,2,16,149.380859375
19,0.37125673294067385,0.4960179389890982,0.43560281000100076,0.11516786414116707,0.5461340786314526,0.12287903609022102,2,17,149.380859375
20,0.35898475646972655,0.5090818169992417,0.43997870400198735,0.11523689523130544,0.5468374849939976,0.12287903609022102,2,18,149.3828125
21,0.35516109466552737,0.4915842550108209,0.4371508129988797,0.11533929441077868,0.5474564825930373,0.12287903609022102,2,19,149.3828125
22,0.35532231330871583,0.5260309400036931,0.44645502099592704,0.115420962120628,0.547953556422569,0.12287903609022102,2,20,149.3828125
