epoch,time_s
0,0.19396042823791504
1,0.16986560821533203
2,0.10481739044189453
3,0.1624007225036621
4,0.17169713973999023
5,0.1659553050994873
6,0.17126750946044922
7,0.21196460723876953
8,0.17173171043395996
9,0.16497373580932617
10,0.16678857803344727
11,0.15527963638305664
12,0.17040801048278809
13,0.17337322235107422
14,0.16989827156066895
15,0.20595216751098633
16,0.1611166000366211
17,0.16984963417053223
18,0.17055749893188477
19,0.19863367080688477
20,0.16144824028015137
21,0.16879844665527344
22,0.171905517578125
23,0.19587969779968262
