epoch,train_start_utc,train_end_utc,train_seconds,validation_seconds,mean_batch_loss,validation_macro_f1,validation_fraud_f1,validation_auroc,validation_auprc,validation_gmean,validation_fraud_precision,validation_fraud_recall,is_best_checkpoint
0,2026-09-08T12:22:16.093619+00:00,2026-09-08T12:22:28.865613+00:00,12.771972944000481,11.431940625999232,2.0630404551823935,0.12699996890683848,0.25374280230326296,0.7311764567422812,0.33218148780057866,0.011339501179510877,0.14530666080457244,1.0,True
1,2026-09-08T12:22:40.307444+00:00,2026-09-08T12:22:52.625762+00:00,12.318296223000289,0.0,2.0499256451924643,,,,,,,,False
2,2026-09-08T12:22:52.626187+00:00,2026-09-08T12:23:04.342805+00:00,11.716600114000357,0.0,2.016288240750631,,,,,,,,False
3,2026-09-08T12:23:04.343264+00:00,2026-09-08T12:23:16.667002+00:00,12.323717313000088,0.0,1.9720301032066345,,,,,,,,False
4,2026-09-08T12:23:16.667538+00:00,2026-09-08T12:23:28.457132+00:00,11.789569404999384,0.0,1.9457112153371174,,,,,,,,False
5,2026-09-08T12:23:28.457571+00:00,2026-09-08T12:23:40.865745+00:00,12.40815650299919,11.83731359399917,1.9359639088312786,0.6327901897635018,0.4135297326786688,0.7568275630242948,0.3831212800338303,0.6756055798547922,0.32337883959044367,0.573373676248109,True
6,2026-09-08T12:23:52.713011+00:00,2026-09-08T12:24:04.406672+00:00,11.693641548999949,0.0,1.9241275986035664,,,,,,,,False
7,2026-09-08T12:24:04.407279+00:00,2026-09-08T12:24:16.113474+00:00,11.70617581299939,0.0,1.9125775694847107,,,,,,,,False
8,2026-09-08T12:24:16.114146+00:00,2026-09-08T12:24:28.394504+00:00,12.280300006999823,0.0,1.912660300731659,,,,,,,,False
9,2026-09-08T12:24:28.395021+00:00,2026-09-08T12:24:40.152839+00:00,11.757781436000187,0.0,1.9042707880338032,,,,,,,,False
10,2026-09-08T12:24:40.153342+00:00,2026-09-08T12:24:52.391426+00:00,12.238064395000038,11.95150957900023,1.9064710140228271,0.6260494588835201,0.4194499017681729,0.7628353769027216,0.4155040601497033,0.6989284968795921,0.31054545454545457,0.6459909228441755,True
11,2026-09-08T12:25:04.355881+00:00,2026-09-08T12:25:16.084317+00:00,11.728415636000136,0.0,1.8990519444147747,,,,,,,,False
12,2026-09-08T12:25:16.084819+00:00,2026-09-08T12:25:28.435832+00:00,12.350996223000038,0.0,1.8949897686640422,,,,,,,,False
13,2026-09-08T12:25:28.436503+00:00,2026-09-08T12:25:40.227669+00:00,11.791146013999423,0.0,1.8943206071853638,,,,,,,,False
14,2026-09-08T12:25:40.228569+00:00,2026-09-08T12:25:52.419797+00:00,12.191205843999342,0.0,1.891897181669871,,,,,,,,False
15,2026-09-08T12:25:52.420402+00:00,2026-09-08T12:26:04.099800+00:00,11.679378570999688,11.999736197999482,1.8906326095263164,0.639748268101973,0.4317295188556567,0.771697625781597,0.4317272351106196,0.7008286891608388,0.3289734443123266,0.6278366111951589,True
