epoch,train_start_utc,train_end_utc,train_seconds,validation_seconds,mean_batch_loss,validation_macro_f1,validation_fraud_f1,validation_auroc,validation_auprc,validation_gmean,validation_fraud_precision,validation_fraud_recall,is_best_checkpoint
0,2026-09-09T09:23:26.991219+00:00,2026-09-09T09:23:29.982440+00:00,2.991201569999248,11.05532204499832,2.067966103553772,0.1268592265617503,0.2537184531235006,0.7076837573534747,0.31476960534950094,0.0,0.14529069128475658,1.0,True
1,2026-09-09T09:23:41.048527+00:00,2026-09-09T09:23:43.608983+00:00,2.5604340779973427,0.0,2.053699493408203,,,,,,,,False
2,2026-09-09T09:23:43.609576+00:00,2026-09-09T09:23:46.188168+00:00,2.5785672230013006,0.0,2.0542941093444824,,,,,,,,False
3,2026-09-09T09:23:46.188853+00:00,2026-09-09T09:23:48.729524+00:00,2.5406516719995125,0.0,2.05626118183136,,,,,,,,False
4,2026-09-09T09:23:48.729939+00:00,2026-09-09T09:23:51.237802+00:00,2.5078445140024996,0.0,2.0524858236312866,,,,,,,,False
5,2026-09-09T09:23:51.238534+00:00,2026-09-09T09:23:54.383758+00:00,3.1451994689996354,10.607481918999838,2.001014828681946,0.21010823776535326,0.2654067378800329,0.7354857324937163,0.3569488301794482,0.2868997235520236,0.15355360114095554,0.9773071104387292,True
6,2026-09-09T09:24:05.003980+00:00,2026-09-09T09:24:08.073204+00:00,3.069170197002677,0.0,2.018786311149597,,,,,,,,False
7,2026-09-09T09:24:08.074007+00:00,2026-09-09T09:24:10.643382+00:00,2.5693545210015145,0.0,2.037925362586975,,,,,,,,False
8,2026-09-09T09:24:10.644128+00:00,2026-09-09T09:24:13.257534+00:00,2.6133828530000756,0.0,1.9913156628608704,,,,,,,,False
9,2026-09-09T09:24:13.258191+00:00,2026-09-09T09:24:15.858812+00:00,2.6006022740002663,0.0,1.9736288785934448,,,,,,,,False
10,2026-09-09T09:24:15.859620+00:00,2026-09-09T09:24:18.455674+00:00,2.596034227000928,11.107533672999125,1.9977036714553833,0.6217760828331784,0.3971861471861472,0.7409358290486494,0.3608151342053638,0.6619181878095244,0.3091828138163437,0.5552193645990923,True
11,2026-09-09T09:24:29.574801+00:00,2026-09-09T09:24:32.137986+00:00,2.5631574649996764,0.0,1.9611166715621948,,,,,,,,False
12,2026-09-09T09:24:32.138630+00:00,2026-09-09T09:24:34.710921+00:00,2.5722669040005712,0.0,1.9807339906692505,,,,,,,,False
13,2026-09-09T09:24:34.711871+00:00,2026-09-09T09:24:37.214397+00:00,2.5025022640002135,0.0,1.9487819075584412,,,,,,,,False
14,2026-09-09T09:24:37.215060+00:00,2026-09-09T09:24:39.747909+00:00,2.532830535998073,0.0,1.963790237903595,,,,,,,,False
15,2026-09-09T09:24:39.748842+00:00,2026-09-09T09:24:42.291069+00:00,2.542205797999486,11.105522273999668,1.9858736395835876,0.5297531885283686,0.35755158661349057,0.7450303923843865,0.3686692449971657,0.6614547843451762,0.23194600674915636,0.7798789712556732,True
16,2026-09-09T09:24:53.408063+00:00,2026-09-09T09:24:56.015324+00:00,2.607233732000168,0.0,1.9192622900009155,,,,,,,,False
17,2026-09-09T09:24:56.015987+00:00,2026-09-09T09:24:58.615657+00:00,2.5996358929987764,0.0,1.9674890637397766,,,,,,,,False
18,2026-09-09T09:24:58.616560+00:00,2026-09-09T09:25:01.212968+00:00,2.5963772510003764,0.0,1.9350684881210327,,,,,,,,False
19,2026-09-09T09:25:01.213860+00:00,2026-09-09T09:25:03.789812+00:00,2.5759306360014307,0.0,1.9463586211204529,,,,,,,,False
20,2026-09-09T09:25:03.790764+00:00,2026-09-09T09:25:06.898737+00:00,3.107951622001565,10.666193083998223,1.9294669032096863,0.5881914314698513,0.3915878023133544,0.7517612253985286,0.3861084121452689,0.6911372417162496,0.27119137780367025,0.7042360060514372,True
21,2026-09-09T09:25:17.579798+00:00,2026-09-09T09:25:20.686309+00:00,3.106489175999741,0.0,1.9040033221244812,,,,,,,,False
22,2026-09-09T09:25:20.687716+00:00,2026-09-09T09:25:23.270117+00:00,2.582381231000909,0.0,1.8824049830436707,,,,,,,,False
23,2026-09-09T09:25:23.271324+00:00,2026-09-09T09:25:25.875929+00:00,2.604586068999197,0.0,1.9177878499031067,,,,,,,,False
24,2026-09-09T09:25:25.877202+00:00,2026-09-09T09:25:28.459369+00:00,2.582144508000056,0.0,1.8965033888816833,,,,,,,,False
25,2026-09-09T09:25:28.460546+00:00,2026-09-09T09:25:31.044248+00:00,2.5836785079991387,11.141632303999359,1.8685590624809265,0.5922784622257347,0.39610252065240414,0.7540847882065059,0.3958406285491312,0.6951106401107502,0.2750809061488673,0.7072617246596067,True
26,2026-09-09T09:25:42.197155+00:00,2026-09-09T09:25:44.844333+00:00,2.6471580789984728,0.0,1.9250838160514832,,,,,,,,False
27,2026-09-09T09:25:44.845357+00:00,2026-09-09T09:25:47.440098+00:00,2.594714509003097,0.0,1.9050726890563965,,,,,,,,False
28,2026-09-09T09:25:47.441461+00:00,2026-09-09T09:25:50.072852+00:00,2.6313646429989603,0.0,1.9239625930786133,,,,,,,,False
