epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
1,0.6810555458068848,0.7903877479984658,1.878453030003584,0.11546444452414019,0.5413040216086434,0.11546444452414019,1,0,149.37353515625
2,0.4226684093475342,0.5525950480005122,0.42597467199811945,0.11510863726087169,0.5441739195678271,0.11546444452414019,1,1,149.38232421875
3,0.3368769645690918,0.5625388579937862,0.5090782860061154,0.1157677156427303,0.5476815726290516,0.1157677156427303,3,0,149.38232421875
4,0.30774869918823244,0.542937764999806,0.4361149730029865,0.11668837375969976,0.5522302671068428,0.11668837375969976,4,0,149.38232421875
5,0.3512918949127197,0.530388668004889,0.45907605799584417,0.11719199824492176,0.5535339135654262,0.11719199824492176,5,0,149.38232421875
6,0.3403629302978516,2.7071063379989937,0.4924734960004571,0.11802207339607328,0.555344012605042,0.11802207339607328,6,0,149.38232421875
7,0.314622163772583,0.521785300996271,2.594367873003648,0.11914121546336612,0.5581482593037215,0.11914121546336612,7,0,149.38232421875
8,0.29674501419067384,2.714786265998555,0.5221743830043124,0.12091845461787262,0.5607461734693877,0.12091845461787262,8,0,149.38232421875
9,0.2781437158584595,0.6293479809974087,0.46213305999845034,0.12483502892418634,0.5667298169267707,0.12483502892418634,9,0,149.38232421875
10,0.2868874311447144,0.490388077996613,0.4348617239957093,0.12951936364877176,0.5717099339735894,0.12951936364877176,10,0,149.38232421875
11,0.2686110258102417,0.5729354810027871,0.4388340139994398,0.1330605657108606,0.5719162665066027,0.1330605657108606,11,0,149.38232421875
12,0.2613229274749756,0.5594183419962064,0.5331598259945167,0.14163320852899608,0.5828987845138055,0.14163320852899608,12,0,149.38232421875
13,0.22669408321380616,0.6143748730028165,0.4340324779986986,0.15108199692453667,0.5781765831332533,0.15108199692453667,13,0,149.38232421875
14,0.19368335008621215,0.5716912670031888,0.45084147199668223,0.15110919520635985,0.5881977791116447,0.15110919520635985,14,0,149.38232421875
15,0.16072003841400145,0.604267096001422,0.39964454099390423,0.14475196057901762,0.5946972539015607,0.15110919520635985,14,1,149.38232421875
16,0.12322744131088256,0.531654348000302,0.4288552779980819,0.1365141149066773,0.582218825030012,0.15110919520635985,14,2,149.38232421875
17,0.09864392280578613,0.5439049100023112,0.4522615429959842,0.13115982279620358,0.5759397509003601,0.15110919520635985,14,3,149.38232421875
18,0.07395074963569641,0.5591944229963701,0.4232636939996155,0.12605215887875454,0.5662421218487396,0.15110919520635985,14,4,149.38232421875
19,0.05616105794906616,0.560173185003805,0.39636500599590363,0.12548973406750683,0.5662139855942376,0.15110919520635985,14,5,149.38232421875
20,0.048770612478256224,0.5656122310028877,0.44295308400614886,0.12476708120235167,0.5658763505402161,0.15110919520635985,14,6,149.38232421875
21,0.04021737575531006,0.5393254999944475,0.4310826459986856,0.12152231096305849,0.560483568427371,0.15110919520635985,14,7,149.3837890625
22,0.04524364471435547,0.6269321580039104,0.41613021599914646,0.12169263063843828,0.5608212034813925,0.15110919520635985,14,8,149.3837890625
23,0.03900700509548187,0.693068441003561,0.4225753430000623,0.12274765709913697,0.5636254501800719,0.15110919520635985,14,9,149.3837890625
24,0.0341607928276062,0.550607894998393,0.4463938890112331,0.12400157323454633,0.5681647659063626,0.15110919520635985,14,10,149.3837890625
25,0.037886697053909305,0.5640493429964408,0.45107482599269133,0.12598657927938478,0.5727040816326531,0.15110919520635985,14,11,149.3837890625
26,0.0403178870677948,2.271109552006237,0.5832544960139785,0.1259338380837393,0.5720194327731093,0.15110919520635985,14,12,149.3837890625
27,0.033037641644477846,0.6063522039912641,0.4138811650045682,0.12481858874727297,0.5691213985594238,0.15110919520635985,14,13,149.3837890625
28,0.03339627385139465,0.5590894089982612,0.3973359020019416,0.12443384794025339,0.5675082533013205,0.15110919520635985,14,14,149.3837890625
29,0.030212631821632384,0.6360051090014167,1.971990595004172,0.12431895083614787,0.5665422418967586,0.15110919520635985,14,15,149.3837890625
30,0.029962798953056334,0.5605984949943377,0.3975918039941462,0.12373856016528315,0.5647977941176471,0.15110919520635985,14,16,149.3837890625
31,0.03038843274116516,2.674945584993111,2.311076828002115,0.12331726987314086,0.5637473739495799,0.15110919520635985,14,17,149.3837890625
32,0.03980897665023804,0.7469196960009867,0.48539058399910573,0.12326866033785977,0.5639443277310924,0.15110919520635985,14,18,149.3837890625
33,0.03473798930644989,0.5477709919941844,0.4133954540011473,0.12340420887871983,0.5657638055222088,0.15110919520635985,14,19,149.3837890625
34,0.035416784882545474,0.6669791150052333,0.4992932860041037,0.12507046287018406,0.5705563475390156,0.15110919520635985,14,20,149.3837890625
