epoch,time_s
0,4.364560604095459
1,4.465152978897095
2,4.444643259048462
3,4.50584602355957
4,4.637986183166504
5,4.525160789489746
6,4.496568918228149
7,4.300594806671143
8,4.583079814910889
9,4.626194477081299
10,4.538869857788086
11,4.510030508041382
12,4.512974739074707
13,4.493313312530518
14,4.5346879959106445
15,4.586531639099121
16,4.318023681640625
17,4.497253656387329
18,4.507971286773682
19,4.590588331222534
20,4.429298639297485
21,4.449431419372559
22,4.444864988327026
23,4.622862339019775
24,4.615923166275024
25,4.395050525665283
26,4.472381591796875
27,4.530741930007935
28,4.552359580993652
29,4.591049671173096
30,4.484690189361572
31,4.54662823677063
32,4.6251490116119385
33,4.596660375595093
34,4.541599750518799
35,4.471493244171143
