epoch,time_s
0,0.13074994087219238
1,0.10075664520263672
2,0.09919404983520508
3,0.09951043128967285
4,0.0991523265838623
5,0.09422874450683594
6,0.10816264152526855
7,0.09552550315856934
8,0.09162688255310059
9,0.10677361488342285
10,0.08315610885620117
11,0.10792827606201172
12,0.09851717948913574
13,0.09983515739440918
14,0.1334371566772461
15,0.08043694496154785
16,0.0649113655090332
17,0.06780719757080078
18,0.09775424003601074
19,0.08934497833251953
20,0.10597538948059082
21,0.09669160842895508
22,0.10577225685119629
23,0.10221290588378906
24,0.10423946380615234
25,0.10521245002746582
26,0.10471153259277344
27,0.10407161712646484
28,0.11404299736022949
29,0.10482406616210938
30,0.10602068901062012
31,0.10529041290283203
32,0.10399127006530762
33,0.09656810760498047
34,0.10531878471374512
35,0.08371472358703613
36,0.11117362976074219
37,0.10526061058044434
38,0.09579133987426758
39,0.10469222068786621
40,0.13277387619018555
41,0.10470843315124512
42,0.1048116683959961
43,0.1108100414276123
44,0.10528779029846191
45,0.12929201126098633
46,0.10564613342285156
47,0.10527300834655762
48,0.10555696487426758
49,0.11050224304199219
50,0.11957049369812012
