TRIAL_CONFIG | trial=04/12 | hidden=40 | bins=32 | lr=0.002
===== GAAP × YELPCHI — UNIFIED 2-EPOCH SMOKE =====
RATIO=TR40 | TRAIN_SEED=2 | SPLIT_SEED=2
AUTHOR_ARCHITECTURE_CHANGED=NO
TEST_USED_FOR_SELECTION=NO
MAX_EPOCHS=100 | PATIENCE=20
CANONICAL_NODES=45954
CANONICAL_FEATURES=32
RELATION_EDGE_ENTRIES=8051348
HOMOGENEOUS_WITH_SELF_LOOPS=8097302
SHARED_YELP_VIEW_GATE=PASS
EXACT_FROZEN_SPLIT_GATE=PASS
The shape of bin-encoded feature is torch.Size([45954, 32])
Processing dataset done!

GAAP_NATIVE_NORM_TYPE=norm01
GAAP_NATIVE_PREPROCESS=None
GAAP_AUTHOR_DATALOADER_GATE=PASS
TEST_LABELS_HIDDEN_DURING_FIT=PASS
GPU available: True (cuda), used: True
TPU available: False, using: 0 TPU cores
HPU available: False, using: 0 HPUs
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
trial=04/12 | TR40 seed=2 | epoch=001 | loss=0.426193 | valAUPRC=0.496626 | valAUROC=0.826238 | best=0.496626@1 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=002 | loss=0.385543 | valAUPRC=0.467755 | valAUROC=0.800110 | best=0.496626@1 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=003 | loss=0.371762 | valAUPRC=0.512448 | valAUROC=0.825404 | best=0.512448@3 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=004 | loss=0.343876 | valAUPRC=0.477336 | valAUROC=0.807850 | best=0.512448@3 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=005 | loss=0.334693 | valAUPRC=0.553338 | valAUROC=0.843119 | best=0.553338@5 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=006 | loss=0.323854 | valAUPRC=0.479472 | valAUROC=0.826680 | best=0.553338@5 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=007 | loss=0.349020 | valAUPRC=0.560698 | valAUROC=0.855699 | best=0.560698@7 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=008 | loss=0.348797 | valAUPRC=0.618750 | valAUROC=0.879006 | best=0.618750@8 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=009 | loss=0.333346 | valAUPRC=0.619892 | valAUROC=0.882270 | best=0.619892@9 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=010 | loss=0.282374 | valAUPRC=0.655791 | valAUROC=0.894604 | best=0.655791@10 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=011 | loss=0.270476 | valAUPRC=0.655595 | valAUROC=0.897935 | best=0.655791@10 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=012 | loss=0.262089 | valAUPRC=0.699611 | valAUROC=0.904427 | best=0.699611@12 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=013 | loss=0.254563 | valAUPRC=0.701849 | valAUROC=0.906305 | best=0.701849@13 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=014 | loss=0.246590 | valAUPRC=0.723192 | valAUROC=0.913924 | best=0.723192@14 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=015 | loss=0.233999 | valAUPRC=0.743861 | valAUROC=0.923152 | best=0.743861@15 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=016 | loss=0.228997 | valAUPRC=0.740836 | valAUROC=0.924755 | best=0.743861@15 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=017 | loss=0.222389 | valAUPRC=0.765871 | valAUROC=0.931110 | best=0.765871@17 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=018 | loss=0.214218 | valAUPRC=0.765826 | valAUROC=0.931549 | best=0.765871@17 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=019 | loss=0.209564 | valAUPRC=0.783127 | valAUROC=0.939287 | best=0.783127@19 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=020 | loss=0.202801 | valAUPRC=0.760194 | valAUROC=0.923565 | best=0.783127@19 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=021 | loss=0.198031 | valAUPRC=0.806616 | valAUROC=0.944610 | best=0.806616@21 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=022 | loss=0.201348 | valAUPRC=0.802058 | valAUROC=0.943079 | best=0.806616@21 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=023 | loss=0.186363 | valAUPRC=0.820535 | valAUROC=0.950048 | best=0.820535@23 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=024 | loss=0.182633 | valAUPRC=0.787554 | valAUROC=0.937819 | best=0.820535@23 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=025 | loss=0.176614 | valAUPRC=0.793512 | valAUROC=0.937964 | best=0.820535@23 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=026 | loss=0.237182 | valAUPRC=0.803800 | valAUROC=0.943442 | best=0.820535@23 | patience=3/20
trial=04/12 | TR40 seed=2 | epoch=027 | loss=0.183889 | valAUPRC=0.830279 | valAUROC=0.954078 | best=0.830279@27 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=028 | loss=0.171767 | valAUPRC=0.818295 | valAUROC=0.947060 | best=0.830279@27 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=029 | loss=0.167687 | valAUPRC=0.826971 | valAUROC=0.951683 | best=0.830279@27 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=030 | loss=0.167058 | valAUPRC=0.846947 | valAUROC=0.955465 | best=0.846947@30 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=031 | loss=0.159324 | valAUPRC=0.822089 | valAUROC=0.951923 | best=0.846947@30 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=032 | loss=0.158641 | valAUPRC=0.840832 | valAUROC=0.955487 | best=0.846947@30 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=033 | loss=0.155938 | valAUPRC=0.860773 | valAUROC=0.957895 | best=0.860773@33 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=034 | loss=0.152276 | valAUPRC=0.845694 | valAUROC=0.955315 | best=0.860773@33 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=035 | loss=0.147318 | valAUPRC=0.833545 | valAUROC=0.949760 | best=0.860773@33 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=036 | loss=0.142377 | valAUPRC=0.863954 | valAUROC=0.958777 | best=0.863954@36 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=037 | loss=0.142026 | valAUPRC=0.850705 | valAUROC=0.957012 | best=0.863954@36 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=038 | loss=0.139199 | valAUPRC=0.851832 | valAUROC=0.955342 | best=0.863954@36 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=039 | loss=0.137932 | valAUPRC=0.861059 | valAUROC=0.958019 | best=0.863954@36 | patience=3/20
trial=04/12 | TR40 seed=2 | epoch=040 | loss=0.137904 | valAUPRC=0.850622 | valAUROC=0.958000 | best=0.863954@36 | patience=4/20
trial=04/12 | TR40 seed=2 | epoch=041 | loss=0.141342 | valAUPRC=0.864896 | valAUROC=0.961557 | best=0.864896@41 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=042 | loss=0.131464 | valAUPRC=0.868456 | valAUROC=0.961845 | best=0.868456@42 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=043 | loss=0.124933 | valAUPRC=0.868587 | valAUROC=0.962400 | best=0.868587@43 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=044 | loss=0.126299 | valAUPRC=0.858813 | valAUROC=0.955526 | best=0.868587@43 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=045 | loss=0.125446 | valAUPRC=0.863853 | valAUROC=0.962481 | best=0.868587@43 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=046 | loss=0.126395 | valAUPRC=0.858320 | valAUROC=0.958262 | best=0.868587@43 | patience=3/20
trial=04/12 | TR40 seed=2 | epoch=047 | loss=0.128416 | valAUPRC=0.855900 | valAUROC=0.956649 | best=0.868587@43 | patience=4/20
trial=04/12 | TR40 seed=2 | epoch=048 | loss=0.120188 | valAUPRC=0.874978 | valAUROC=0.964704 | best=0.874978@48 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=049 | loss=0.118071 | valAUPRC=0.871870 | valAUROC=0.963083 | best=0.874978@48 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=050 | loss=0.117088 | valAUPRC=0.865146 | valAUROC=0.961676 | best=0.874978@48 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=051 | loss=0.109206 | valAUPRC=0.874724 | valAUROC=0.963352 | best=0.874978@48 | patience=3/20
trial=04/12 | TR40 seed=2 | epoch=052 | loss=0.114065 | valAUPRC=0.874552 | valAUROC=0.964930 | best=0.874978@48 | patience=4/20
trial=04/12 | TR40 seed=2 | epoch=053 | loss=0.122778 | valAUPRC=0.875881 | valAUROC=0.963502 | best=0.875881@53 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=054 | loss=0.109749 | valAUPRC=0.879215 | valAUROC=0.966488 | best=0.879215@54 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=055 | loss=0.109687 | valAUPRC=0.869446 | valAUROC=0.962556 | best=0.879215@54 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=056 | loss=0.108879 | valAUPRC=0.878861 | valAUROC=0.962600 | best=0.879215@54 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=057 | loss=0.105966 | valAUPRC=0.871008 | valAUROC=0.963979 | best=0.879215@54 | patience=3/20
trial=04/12 | TR40 seed=2 | epoch=058 | loss=0.103142 | valAUPRC=0.867190 | valAUROC=0.960388 | best=0.879215@54 | patience=4/20
trial=04/12 | TR40 seed=2 | epoch=059 | loss=0.104550 | valAUPRC=0.876308 | valAUROC=0.965540 | best=0.879215@54 | patience=5/20
trial=04/12 | TR40 seed=2 | epoch=060 | loss=0.099719 | valAUPRC=0.880612 | valAUROC=0.963302 | best=0.880612@60 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=061 | loss=0.099934 | valAUPRC=0.879647 | valAUROC=0.966901 | best=0.880612@60 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=062 | loss=0.098532 | valAUPRC=0.882606 | valAUROC=0.968436 | best=0.882606@62 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=063 | loss=0.101622 | valAUPRC=0.876577 | valAUROC=0.964799 | best=0.882606@62 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=064 | loss=0.096930 | valAUPRC=0.876994 | valAUROC=0.964229 | best=0.882606@62 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=065 | loss=0.091135 | valAUPRC=0.877888 | valAUROC=0.964487 | best=0.882606@62 | patience=3/20
trial=04/12 | TR40 seed=2 | epoch=066 | loss=0.093481 | valAUPRC=0.881693 | valAUROC=0.965887 | best=0.882606@62 | patience=4/20
trial=04/12 | TR40 seed=2 | epoch=067 | loss=0.092456 | valAUPRC=0.876236 | valAUROC=0.964835 | best=0.882606@62 | patience=5/20
trial=04/12 | TR40 seed=2 | epoch=068 | loss=0.095192 | valAUPRC=0.828991 | valAUROC=0.958452 | best=0.882606@62 | patience=6/20
trial=04/12 | TR40 seed=2 | epoch=069 | loss=0.096221 | valAUPRC=0.860696 | valAUROC=0.964824 | best=0.882606@62 | patience=7/20
trial=04/12 | TR40 seed=2 | epoch=070 | loss=0.092988 | valAUPRC=0.864342 | valAUROC=0.965581 | best=0.882606@62 | patience=8/20
trial=04/12 | TR40 seed=2 | epoch=071 | loss=0.086725 | valAUPRC=0.864009 | valAUROC=0.961233 | best=0.882606@62 | patience=9/20
trial=04/12 | TR40 seed=2 | epoch=072 | loss=0.115589 | valAUPRC=0.849930 | valAUROC=0.959039 | best=0.882606@62 | patience=10/20
trial=04/12 | TR40 seed=2 | epoch=073 | loss=0.110468 | valAUPRC=0.877415 | valAUROC=0.963519 | best=0.882606@62 | patience=11/20
trial=04/12 | TR40 seed=2 | epoch=074 | loss=0.101975 | valAUPRC=0.883461 | valAUROC=0.965210 | best=0.883461@74 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=075 | loss=0.086557 | valAUPRC=0.888207 | valAUROC=0.965998 | best=0.888207@75 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=076 | loss=0.082593 | valAUPRC=0.891397 | valAUROC=0.968734 | best=0.891397@76 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=077 | loss=0.081790 | valAUPRC=0.891036 | valAUROC=0.968828 | best=0.891397@76 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=078 | loss=0.078049 | valAUPRC=0.897236 | valAUROC=0.970305 | best=0.897236@78 | patience=0/20
trial=04/12 | TR40 seed=2 | epoch=079 | loss=0.078601 | valAUPRC=0.891285 | valAUROC=0.969703 | best=0.897236@78 | patience=1/20
trial=04/12 | TR40 seed=2 | epoch=080 | loss=0.076803 | valAUPRC=0.890008 | valAUROC=0.966929 | best=0.897236@78 | patience=2/20
trial=04/12 | TR40 seed=2 | epoch=081 | loss=0.075688 | valAUPRC=0.885713 | valAUROC=0.966176 | best=0.897236@78 | patience=3/20
trial=04/12 | TR40 seed=2 | epoch=082 | loss=0.074647 | valAUPRC=0.886099 | valAUROC=0.965782 | best=0.897236@78 | patience=4/20
trial=04/12 | TR40 seed=2 | epoch=083 | loss=0.072808 | valAUPRC=0.883072 | valAUROC=0.968415 | best=0.897236@78 | patience=5/20
trial=04/12 | TR40 seed=2 | epoch=084 | loss=0.072916 | valAUPRC=0.888813 | valAUROC=0.968204 | best=0.897236@78 | patience=6/20
trial=04/12 | TR40 seed=2 | epoch=085 | loss=0.073353 | valAUPRC=0.883084 | valAUROC=0.968856 | best=0.897236@78 | patience=7/20
trial=04/12 | TR40 seed=2 | epoch=086 | loss=0.067194 | valAUPRC=0.887205 | valAUROC=0.968287 | best=0.897236@78 | patience=8/20
trial=04/12 | TR40 seed=2 | epoch=087 | loss=0.069193 | valAUPRC=0.887891 | valAUROC=0.967389 | best=0.897236@78 | patience=9/20
trial=04/12 | TR40 seed=2 | epoch=088 | loss=0.069754 | valAUPRC=0.883155 | valAUROC=0.968814 | best=0.897236@78 | patience=10/20
trial=04/12 | TR40 seed=2 | epoch=089 | loss=0.070290 | valAUPRC=0.883760 | valAUROC=0.966076 | best=0.897236@78 | patience=11/20
trial=04/12 | TR40 seed=2 | epoch=090 | loss=0.067451 | valAUPRC=0.887255 | valAUROC=0.968469 | best=0.897236@78 | patience=12/20
trial=04/12 | TR40 seed=2 | epoch=091 | loss=0.060933 | valAUPRC=0.890983 | valAUROC=0.968590 | best=0.897236@78 | patience=13/20
trial=04/12 | TR40 seed=2 | epoch=092 | loss=0.064650 | valAUPRC=0.890135 | valAUROC=0.969405 | best=0.897236@78 | patience=14/20
trial=04/12 | TR40 seed=2 | epoch=093 | loss=0.058451 | valAUPRC=0.890319 | valAUROC=0.968734 | best=0.897236@78 | patience=15/20
trial=04/12 | TR40 seed=2 | epoch=094 | loss=0.060518 | valAUPRC=0.884961 | valAUROC=0.967004 | best=0.897236@78 | patience=16/20
trial=04/12 | TR40 seed=2 | epoch=095 | loss=0.058747 | valAUPRC=0.885114 | valAUROC=0.967589 | best=0.897236@78 | patience=17/20
trial=04/12 | TR40 seed=2 | epoch=096 | loss=0.060766 | valAUPRC=0.896241 | valAUROC=0.970979 | best=0.897236@78 | patience=18/20
trial=04/12 | TR40 seed=2 | epoch=097 | loss=0.058656 | valAUPRC=0.886949 | valAUROC=0.968046 | best=0.897236@78 | patience=19/20
trial=04/12 | TR40 seed=2 | epoch=098 | loss=0.058896 | valAUPRC=0.889369 | valAUROC=0.966721 | best=0.897236@78 | patience=20/20

===== TRIAL 04/12 FINAL GATE =====
BEST_VAL_AUPRC=0.897236
TRAINING_WALL_SECONDS=2531.096
PEAK_GPU_MEMORY_MB=13192.17
TEST_EVALUATED=NO
TEST_LABEL_ISOLATION=PASS
GAAP_AUTHOR_ARCHITECTURE_CHANGED=NO
GAAP_YELP_TUNING_TRIAL_04=PASS
