epoch,train_start_utc,train_end_utc,train_seconds,validation_seconds,mean_batch_loss,validation_macro_f1,validation_fraud_f1,validation_auroc,validation_auprc,validation_gmean,validation_fraud_precision,validation_fraud_recall,is_best_checkpoint
0,2026-09-09T12:08:16.611064+00:00,2026-09-09T12:08:17.651634+00:00,1.0405341730001965,3.534538017998784,2.0140154361724854,0.08668076109936575,0.1733615221987315,0.8624656914727715,0.6050108186888733,0.0,0.09490740740740741,1.0,True
1,2026-09-09T12:08:21.190954+00:00,2026-09-09T12:08:21.685283+00:00,0.49429509900073754,0.0,1.896432876586914,,,,,,,,False
2,2026-09-09T12:08:21.685715+00:00,2026-09-09T12:08:22.152430+00:00,0.4666968130004534,0.0,1.8221133947372437,,,,,,,,False
3,2026-09-09T12:08:22.152842+00:00,2026-09-09T12:08:22.629891+00:00,0.4770315109999501,0.0,1.7986830472946167,,,,,,,,False
4,2026-09-09T12:08:22.630445+00:00,2026-09-09T12:08:23.144660+00:00,0.5141953639995336,0.0,1.7352067232131958,,,,,,,,False
5,2026-09-09T12:08:23.145202+00:00,2026-09-09T12:08:23.630708+00:00,0.4854857699992863,4.139000115001181,1.6137430667877197,0.8410697230181471,0.7111111111111111,0.8702903748986339,0.7401731241411765,0.8160253206456747,0.7417218543046358,0.6829268292682927,True
6,2026-09-09T12:08:27.773416+00:00,2026-09-09T12:08:28.255723+00:00,0.48228657800063957,0.0,1.6490869522094727,,,,,,,,False
7,2026-09-09T12:08:28.256353+00:00,2026-09-09T12:08:28.753175+00:00,0.49678745299934235,0.0,1.6714463233947754,,,,,,,,False
8,2026-09-09T12:08:28.753737+00:00,2026-09-09T12:08:29.238473+00:00,0.4847087529997225,0.0,1.7181001901626587,,,,,,,,False
9,2026-09-09T12:08:29.239057+00:00,2026-09-09T12:08:29.679930+00:00,0.4408284029996139,0.0,1.5910041332244873,,,,,,,,False
10,2026-09-09T12:08:29.680604+00:00,2026-09-09T12:08:30.133953+00:00,0.45331943000019237,3.401437202001034,1.539868712425232,0.7880155301435312,0.6243654822335025,0.9005520553926768,0.7668994951263665,0.835876341519498,0.5347826086956522,0.75,True
11,2026-09-09T12:08:33.539809+00:00,2026-09-09T12:08:34.005042+00:00,0.4652079160005087,0.0,1.4870399236679077,,,,,,,,False
12,2026-09-09T12:08:34.005605+00:00,2026-09-09T12:08:34.507457+00:00,0.5018332550007472,0.0,1.4707072973251343,,,,,,,,False
13,2026-09-09T12:08:34.508031+00:00,2026-09-09T12:08:34.994806+00:00,0.48675548899882415,0.0,1.4571599960327148,,,,,,,,False
14,2026-09-09T12:08:34.995425+00:00,2026-09-09T12:08:35.445876+00:00,0.45043283100130793,0.0,1.5240709781646729,,,,,,,,False
15,2026-09-09T12:08:35.446530+00:00,2026-09-09T12:08:35.899615+00:00,0.45305618199927267,3.3935144139995828,1.391412615776062,0.7994741501357727,0.6446700507614214,0.907273407772441,0.7854541672567537,0.8505241900831139,0.5521739130434783,0.774390243902439,True
16,2026-09-09T12:08:39.297166+00:00,2026-09-09T12:08:39.767279+00:00,0.47009159499975794,0.0,1.4711544513702393,,,,,,,,False
17,2026-09-09T12:08:39.767947+00:00,2026-09-09T12:08:40.301757+00:00,0.5337903580002603,0.0,1.402620792388916,,,,,,,,False
18,2026-09-09T12:08:40.302506+00:00,2026-09-09T12:08:40.774220+00:00,0.47169056399980036,0.0,1.4471588134765625,,,,,,,,False
19,2026-09-09T12:08:40.774820+00:00,2026-09-09T12:08:41.277651+00:00,0.5028117439997004,0.0,1.3527880907058716,,,,,,,,False
20,2026-09-09T12:08:41.278396+00:00,2026-09-09T12:08:41.762532+00:00,0.48410560299998906,3.383561083999666,1.2598867416381836,0.7984872983512461,0.6430379746835443,0.9098582434034059,0.7928326748517389,0.8502330642179761,0.5497835497835498,0.774390243902439,True
21,2026-09-09T12:08:45.150426+00:00,2026-09-09T12:08:45.644953+00:00,0.4945070109988592,0.0,1.371492624282837,,,,,,,,False
22,2026-09-09T12:08:45.645719+00:00,2026-09-09T12:08:46.138998+00:00,0.49325904000033916,0.0,1.4555144309997559,,,,,,,,False
23,2026-09-09T12:08:46.139942+00:00,2026-09-09T12:08:46.653680+00:00,0.5137176640000689,0.0,1.4813978672027588,,,,,,,,False
24,2026-09-09T12:08:46.654475+00:00,2026-09-09T12:08:47.102257+00:00,0.44776261700098985,0.0,1.304042935371399,,,,,,,,False
25,2026-09-09T12:08:47.103035+00:00,2026-09-09T12:08:47.581050+00:00,0.477985452998837,3.4223029229997337,1.353050947189331,0.7431232596101527,0.5562632696390658,0.9118582745929762,0.8007067179302676,0.8419573305496079,0.42671009771986973,0.7987804878048781,True
26,2026-09-09T12:08:51.008209+00:00,2026-09-09T12:08:51.494345+00:00,0.4861142839999957,0.0,1.3540723323822021,,,,,,,,False
27,2026-09-09T12:08:51.495336+00:00,2026-09-09T12:08:52.011897+00:00,0.5165347429992835,0.0,1.3818433284759521,,,,,,,,False
28,2026-09-09T12:08:52.012843+00:00,2026-09-09T12:08:52.504972+00:00,0.4921100159990601,0.0,1.2145898342132568,,,,,,,,False
29,2026-09-09T12:08:52.505840+00:00,2026-09-09T12:08:52.987655+00:00,0.48177605500131904,0.0,1.2263469696044922,,,,,,,,False
30,2026-09-09T12:08:52.988596+00:00,2026-09-09T12:08:53.480869+00:00,0.49225231600030384,3.3785033189997193,1.3026254177093506,0.8745643316855725,0.7717041800643086,0.9165601023017903,0.807236792961814,0.8479832198452061,0.8163265306122449,0.7317073170731707,True
31,2026-09-09T12:08:56.863702+00:00,2026-09-09T12:08:57.385625+00:00,0.5219027940001979,0.0,1.2152196168899536,,,,,,,,False
32,2026-09-09T12:08:57.386623+00:00,2026-09-09T12:08:57.885385+00:00,0.4987380660004419,0.0,1.3786394596099854,,,,,,,,False
33,2026-09-09T12:08:57.886420+00:00,2026-09-09T12:08:58.402134+00:00,0.5156924270013405,0.0,1.2485476732254028,,,,,,,,False
34,2026-09-09T12:08:58.403133+00:00,2026-09-09T12:08:58.892064+00:00,0.48890414299967233,0.0,1.1539167165756226,,,,,,,,False
35,2026-09-09T12:08:58.893052+00:00,2026-09-09T12:08:59.390995+00:00,0.49792005399831396,3.458955889000208,1.2269747257232666,0.7848989819720841,0.6229508196721312,0.9185757282764644,0.8108233126718108,0.8623033985463917,0.5057034220532319,0.8109756097560976,True
36,2026-09-09T12:09:02.855163+00:00,2026-09-09T12:09:03.414990+00:00,0.5597995400003128,0.0,1.2803235054016113,,,,,,,,False
37,2026-09-09T12:09:03.416000+00:00,2026-09-09T12:09:03.927645+00:00,0.5116183999998611,0.0,1.1649271249771118,,,,,,,,False
38,2026-09-09T12:09:03.928571+00:00,2026-09-09T12:09:04.390008+00:00,0.4614188209998247,0.0,1.1707682609558105,,,,,,,,False
39,2026-09-09T12:09:04.390992+00:00,2026-09-09T12:09:04.883738+00:00,0.4927191189999576,0.0,1.2177008390426636,,,,,,,,False
40,2026-09-09T12:09:04.884721+00:00,2026-09-09T12:09:05.413419+00:00,0.5286776109987841,3.415172466999138,1.1163774728775024,0.8449612403100775,0.7222222222222222,0.9191020522737197,0.8119411651854089,0.8713392638814608,0.6632653061224489,0.7926829268292683,True
41,2026-09-09T12:09:08.833172+00:00,2026-09-09T12:09:09.353788+00:00,0.5205937179998728,0.0,1.5431766510009766,,,,,,,,False
42,2026-09-09T12:09:09.354809+00:00,2026-09-09T12:09:09.857962+00:00,0.5031196159998217,0.0,1.2003378868103027,,,,,,,,False
43,2026-09-09T12:09:09.859160+00:00,2026-09-09T12:09:10.341977+00:00,0.48278953800036106,0.0,1.1181312799453735,,,,,,,,False
44,2026-09-09T12:09:10.343007+00:00,2026-09-09T12:09:10.828031+00:00,0.48500438100018073,0.0,1.2802519798278809,,,,,,,,False
45,2026-09-09T12:09:10.829165+00:00,2026-09-09T12:09:11.365006+00:00,0.5358175180008402,3.3490292909991695,1.3516743183135986,0.7226261149290831,0.5295238095238095,0.9238857526043291,0.8184538112471984,0.8527924752986615,0.3850415512465374,0.8475609756097561,True
46,2026-09-09T12:09:14.719682+00:00,2026-09-09T12:09:15.181822+00:00,0.4621179919995484,0.0,1.1709336042404175,,,,,,,,False
47,2026-09-09T12:09:15.183034+00:00,2026-09-09T12:09:15.663060+00:00,0.4799961879998591,0.0,1.324918508529663,,,,,,,,False
48,2026-09-09T12:09:15.664192+00:00,2026-09-09T12:09:16.106891+00:00,0.442674062000151,0.0,1.1807786226272583,,,,,,,,False
