threshold,macro_f1,fraud_recall
0.59,0.8743498546623129,0.7722846441947565
0.61,0.8743152434631718,0.7685393258426966
0.5800000000000001,0.8742246748313082,0.7745318352059926
0.64,0.8741179825117222,0.7632958801498128
0.63,0.8740153839759937,0.7640449438202247
0.67,0.8739986647230926,0.7588014981273409
0.65,0.8739773577966197,0.7602996254681648
0.6,0.873927931384125,0.7700374531835206
0.62,0.8738106127522088,0.7655430711610487
0.7000000000000001,0.8737948620020651,0.753558052434457
0.6900000000000001,0.8737742710769041,0.755056179775281
0.68,0.873671639727861,0.7558052434456929
0.66,0.8736303810321412,0.7588014981273409
0.73,0.8735674645391451,0.749812734082397
0.72,0.8735475136542444,0.751310861423221
0.7100000000000001,0.87352747222261,0.7528089887640449
0.55,0.8731947864319543,0.7767790262172285
0.5700000000000001,0.8731363748729111,0.7745318352059926
0.74,0.8731326026515662,0.7475655430711611
0.56,0.8731151056966961,0.7760299625468164
0.54,0.8730937511686174,0.7775280898876404
0.75,0.8730680509856442,0.7453183520599251
0.53,0.8729714982023179,0.7797752808988764
0.52,0.8729500602889213,0.7812734082397004
0.5,0.8728852394504361,0.7857677902621722
0.49,0.8725846195823608,0.7880149812734082
0.76,0.872546067614544,0.7423220973782771
0.51,0.8723902604126963,0.7827715355805244
0.48000000000000004,0.871594159628362,0.7887640449438202
0.46,0.8714549086532213,0.7925093632958802
0.47000000000000003,0.8713964214111841,0.7902621722846442
0.45,0.8711793104109987,0.7932584269662921
0.42000000000000004,0.8710210076761515,0.798501872659176
0.77,0.8709342908453823,0.7363295880149813
0.44,0.8709042861835108,0.7940074906367042
0.43,0.8707866600734575,0.7962546816479401
0.41000000000000003,0.8706495330960333,0.8
0.78,0.8704897606511355,0.7340823970037453
0.4,0.8704544927710455,0.8014981273408239
0.8,0.8704305784659595,0.7303370786516854
0.38,0.8703179541561726,0.8052434456928839
0.37,0.8702012156543746,0.8074906367041198
0.39,0.8701628401362915,0.80374531835206
0.79,0.8700435850368943,0.7318352059925094
0.36000000000000004,0.8697565201748085,0.8082397003745319
0.8200000000000001,0.8697431197847459,0.7228464419475655
0.35000000000000003,0.8695827590446424,0.8082397003745319
0.81,0.8691684695032706,0.7243445692883895
0.8300000000000001,0.8686461009836863,0.7183520599250937
0.34,0.8685246299429026,0.8097378277153559
0.33,0.8678170103898061,0.8112359550561797
0.3,0.8675775329652431,0.8172284644194756
0.29000000000000004,0.8675604692016425,0.8187265917602996
0.31,0.8670965547815397,0.8142322097378277
0.32,0.8669409984982303,0.8127340823970037
0.8400000000000001,0.8667043740573153,0.7116104868913857
0.88,0.8664631027996325,0.698876404494382
0.28,0.8664426478519061,0.8194756554307117
0.85,0.8664353259434758,0.7078651685393258
0.86,0.8663528235684685,0.704119850187266
0.87,0.8660747444341115,0.7018726591760299
0.27,0.8653301444713781,0.8202247191011236
0.25,0.8650260091539319,0.8254681647940075
0.26,0.8647164379152686,0.8224719101123595
0.89,0.8640898972391585,0.6891385767790262
0.24000000000000002,0.8637435691014981,0.8277153558052435
0.23,0.8629835285846885,0.8284644194756554
0.9,0.86264625369612,0.6823970037453183
0.22,0.8624589809496497,0.8314606741573034
0.21000000000000002,0.8623581518463191,0.8337078651685393
0.19,0.8614840881014942,0.8397003745318352
0.2,0.8614291283471135,0.8359550561797753
0.91,0.8608023002342278,0.6756554307116105
0.18000000000000002,0.8607268972357974,0.8419475655430712
0.17,0.8598968830317827,0.8434456928838951
0.9400000000000001,0.8595509020481948,0.6606741573033708
0.92,0.8594246292939623,0.6696629213483146
0.93,0.8591993005443532,0.6651685393258427
0.16,0.8582565447044762,0.8449438202247191
0.15000000000000002,0.8575921660273425,0.847940074906367
0.14,0.8565319699829155,0.850187265917603
0.9500000000000001,0.8563085288599155,0.647191011235955
0.13,0.8549930710624573,0.8539325842696629
0.9600000000000001,0.8527940301629742,0.6337078651685393
0.12,0.8526792175534794,0.8561797752808988
0.11,0.8516467631419522,0.8599250936329588
0.09999999999999999,0.8510133203312469,0.8644194756554308
0.09,0.8492164820137782,0.8666666666666667
0.97,0.8484177791382227,0.6202247191011236
0.08,0.8455071855715712,0.8681647940074907
0.98,0.8432770851747564,0.6037453183520599
0.06999999999999999,0.8423892701919686,0.8719101123595505
0.060000000000000005,0.8386462146959346,0.8764044943820225
0.05,0.8333467117921403,0.8808988764044944
0.04,0.8298978082333448,0.8921348314606742
0.99,0.8290093911325123,0.5617977528089888
0.03,0.8225517733002459,0.90187265917603
0.02,0.812116714337054,0.9123595505617977
0.01,0.7921045099333346,0.9280898876404494
