epoch,train_seconds
1,23.538958063116297
2,23.804052370833233
3,23.019751922925934
4,22.310781641164795
5,22.796429220121354
6,22.120847266167402
7,22.757152742007747
8,23.028773627942428
9,23.48951971088536
10,23.124573908979073
11,22.683512123068795
12,23.055273992940784
13,22.75458978395909
14,22.789028321160004
15,22.661764388205484
16,23.321449982002378
17,22.54407472210005
18,23.083113269880414
19,22.432297687977552
20,23.07791788992472
21,22.75972445611842
22,22.79893523012288
23,23.3889601258561
24,22.269453610060737
25,23.2070505770389
26,23.33074629190378
27,23.010974429082125
28,23.011189779965207
29,23.316661574179307
30,22.39341494301334
31,23.11689647100866
32,22.6033323102165
33,23.03480168688111
34,23.239432171918452
35,22.820919162826613
36,22.671588911209255
37,23.221726016839966
38,23.138378611998633
39,22.779328535078093
40,23.057565015973523
41,22.961788506945595
42,22.645014579873532
43,23.04317592899315
44,22.944612252060324
45,23.054682655027136
46,23.189434182131663
47,23.17100069881417
48,23.471297284122556
49,22.90459245000966
50,23.07756440108642
51,22.661692233057693
52,22.78911209315993
53,22.819239385891706
54,23.125890829134732
55,22.39781588409096
56,22.898256519110873
57,23.014321124879643
58,23.245208053849638
59,22.13096158998087
60,23.156533600063995
61,22.269018199061975
62,22.70713936793618
63,23.272505800938234
64,22.379515493055806
65,22.8966517560184
66,23.15139480889775
67,23.162407687865198
68,22.284755788976327
69,22.313070809002966
70,23.0933714651037
71,22.23798324703239
72,23.0328146929387
73,22.674645352875814
74,23.19717996707186
75,23.01546833314933
76,22.759863327024505
77,22.265799748012796
78,23.541448093019426
79,22.984203814994544
80,22.479061346966773
81,22.966731935972348
82,22.571056840009987
83,21.99955642200075
84,22.896137054776773
85,22.38039372791536
86,22.479969720123336
87,22.603745725937188
88,22.53462637704797
89,23.50307951006107
