threshold,macro_f1,fraud_recall
0.72,0.8008210289780795,0.6127340823970038
0.7100000000000001,0.8003432045400729,0.6164794007490637
0.68,0.8003156206547845,0.6292134831460674
0.67,0.7997402573129788,0.6314606741573033
0.6900000000000001,0.7995569798560557,0.6239700374531835
0.73,0.7994357387261422,0.6059925093632959
0.7000000000000001,0.7990844510344144,0.6194756554307116
0.74,0.7986929472643758,0.599250936329588
0.66,0.7983389725486516,0.6344569288389513
0.75,0.7981892282378142,0.5947565543071162
0.65,0.7980913093077471,0.6367041198501873
0.76,0.7979862426786533,0.5910112359550562
0.64,0.797110045026139,0.6374531835205992
0.77,0.7969937980791965,0.5857677902621723
0.56,0.7968885140009254,0.6704119850187266
0.63,0.7968372723572077,0.6404494382022472
0.5700000000000001,0.7968264291717094,0.6644194756554307
0.62,0.7966223980614697,0.6419475655430712
0.78,0.7963009710753062,0.5812734082397004
0.55,0.7962143871399168,0.6719101123595506
0.61,0.795752439706888,0.6441947565543071
0.5800000000000001,0.7956755387285095,0.6584269662921348
0.79,0.7955999443236262,0.5767790262172284
0.59,0.7953843873909916,0.6539325842696629
0.54,0.7950569786966153,0.6741573033707865
0.8,0.7950160054575987,0.5737827715355805
0.6,0.7949885405191424,0.6479400749063671
0.53,0.7930600209763276,0.6749063670411986
0.81,0.7930337758203789,0.5662921348314607
0.52,0.7920457301194884,0.6779026217228464
0.51,0.7919342065836223,0.6808988764044944
0.8200000000000001,0.791478548903056,0.5610486891385768
0.5,0.7911056444134317,0.6831460674157304
0.48000000000000004,0.7905334649670537,0.6906367041198502
0.47000000000000003,0.7899540506708764,0.6943820224719102
0.49,0.7897171423929503,0.6846441947565544
0.46,0.7894596089365622,0.695880149812734
0.45,0.788410610362996,0.6966292134831461
0.44,0.7882500698663216,0.701123595505618
0.8300000000000001,0.7881585960612427,0.550561797752809
0.43,0.7876817505930185,0.7048689138576779
0.8400000000000001,0.7872111187307456,0.5468164794007491
0.42000000000000004,0.7870784128083502,0.7056179775280899
0.41000000000000003,0.7867757834259405,0.7101123595505618
0.85,0.7859680204537693,0.5393258426966292
0.4,0.7854370322495354,0.7116104868913857
0.86,0.7853610486605952,0.5333333333333333
0.87,0.7837373585866311,0.5250936329588015
0.39,0.7836821682965991,0.7131086142322097
0.38,0.7836487967526619,0.7183520599250937
0.37,0.7832668293915235,0.7213483146067415
0.36000000000000004,0.7824911192395316,0.7235955056179775
0.88,0.782233793426454,0.5205992509363296
0.35000000000000003,0.7816701939890598,0.7273408239700374
0.89,0.7815734824103749,0.5146067415730337
0.34,0.7806017601568658,0.7303370786516854
0.9,0.7803836696687085,0.5078651685393258
0.33,0.7787628488294863,0.7318352059925094
0.91,0.7783015222716598,0.49887640449438203
0.32,0.7774393536265382,0.7348314606741573
0.31,0.7763971693570337,0.7378277153558053
0.92,0.7756401865077734,0.4883895131086142
0.3,0.7749569885864223,0.7408239700374532
0.29000000000000004,0.7744017630417221,0.7460674157303371
0.28,0.7733578826900276,0.749812734082397
0.27,0.7728297459897524,0.7543071161048689
0.93,0.7723804878048781,0.4771535580524345
0.26,0.7712902782278093,0.7573033707865169
0.9400000000000001,0.7706480604417261,0.4681647940074906
0.25,0.7703075923186711,0.7595505617977528
0.24000000000000002,0.7698115518453791,0.7632958801498128
0.23,0.7677786756174583,0.7662921348314606
0.22,0.7665175117608382,0.7700374531835206
0.9500000000000001,0.7662567589774087,0.45318352059925093
0.21000000000000002,0.7638601019244604,0.7737827715355805
0.2,0.7613424519828419,0.7782771535580524
0.19,0.7587292115194276,0.7827715355805244
0.9600000000000001,0.7575487795359781,0.4307116104868914
0.18000000000000002,0.7546045891713484,0.7842696629213484
0.17,0.7521864275762878,0.7887640449438202
0.97,0.7498909110520209,0.40898876404494383
0.16,0.7495794116292456,0.7917602996254681
0.15000000000000002,0.7460164469918837,0.7962546816479401
0.14,0.7423004552997468,0.798501872659176
0.13,0.7388971252770109,0.8067415730337079
0.12,0.7332960245408946,0.8112359550561797
0.98,0.7297306705644562,0.36329588014981273
0.11,0.7297073745186309,0.8164794007490637
0.09999999999999999,0.7254784438899962,0.8232209737827715
0.09,0.7185491471667713,0.8322097378277153
0.08,0.7103966706823212,0.8389513108614233
0.06999999999999999,0.7018854886475814,0.849438202247191
0.99,0.7003415441590586,0.3056179775280899
0.060000000000000005,0.6904233825210551,0.8576779026217228
0.05,0.6763149166337012,0.8621722846441947
0.04,0.6609744214569541,0.8734082397003745
0.03,0.637256422089597,0.8898876404494382
0.02,0.6049935808159652,0.9138576779026217
0.01,0.5463021869114839,0.9408239700374532
