threshold,macro_f1,fraud_recall
0.6900000000000001,0.8982820443520623,0.7925093632958802
0.68,0.898088786831887,0.7925093632958802
0.67,0.8980287148751315,0.7940074906367042
0.7000000000000001,0.8980221884308424,0.7917602996254681
0.79,0.8979003052674834,0.7752808988764045
0.78,0.8977725213367838,0.7760299625468164
0.66,0.8977097402465788,0.7947565543071161
0.73,0.897544568170817,0.7842696629213484
0.74,0.8975358647168269,0.7820224719101123
0.77,0.8975175829747404,0.7775280898876404
0.65,0.8975172471653583,0.7947565543071161
0.62,0.8973989127030897,0.797752808988764
0.64,0.8973248741053318,0.7947565543071161
0.6,0.8972808404084132,0.800749063670412
0.7100000000000001,0.8972328609292257,0.7872659176029962
0.59,0.8972219012438636,0.802247191011236
0.61,0.897148384662898,0.799250936329588
0.56,0.897045465390045,0.8067415730337079
0.63,0.8970073130354993,0.7955056179775281
0.5800000000000001,0.8969064396445809,0.8029962546816479
0.75,0.8968734010945116,0.7790262172284644
0.8,0.8967014764324095,0.7707865168539326
0.5700000000000001,0.8966578117129839,0.8044943820224719
0.53,0.8966150716331271,0.8104868913857678
0.52,0.8965569779924949,0.8119850187265918
0.55,0.8965417974101456,0.8074906367041198
0.76,0.8965411087845092,0.7775280898876404
0.72,0.8964487477380458,0.7850187265917603
0.51,0.8963757714671006,0.8142322097378277
0.81,0.8962959828736935,0.7685393258426966
0.54,0.8962288083603055,0.8082397003745319
0.8200000000000001,0.8961559444374502,0.7670411985018727
0.5,0.8959993503804803,0.8142322097378277
0.49,0.8958113098936689,0.8142322097378277
0.8400000000000001,0.8957330437254081,0.7625468164794007
0.8300000000000001,0.8955512264798013,0.7647940074906368
0.47000000000000003,0.8954447214160349,0.8164794007490637
0.45,0.8953228940380327,0.8172284644194756
0.48000000000000004,0.8953135875672474,0.8149812734082397
0.46,0.8952573935574423,0.8164794007490637
0.85,0.8949820197700261,0.7588014981273409
0.87,0.8948925948183633,0.7558052434456929
0.43,0.8946510707573936,0.8202247191011236
0.44,0.8946407917014865,0.8179775280898877
0.88,0.8946224063193078,0.755056179775281
0.42000000000000004,0.8945303490268073,0.8209737827715355
0.86,0.8942989071472043,0.7558052434456929
0.41000000000000003,0.8942239686629836,0.8217228464419476
0.37,0.8940599652874925,0.8262172284644195
0.36000000000000004,0.8939402767441604,0.8269662921348314
0.38,0.893929418353179,0.8247191011235955
0.39,0.8938639939590916,0.8239700374531835
0.35000000000000003,0.8938207634837845,0.8277153558052435
0.4,0.8937328421985946,0.8224719101123595
0.34,0.8937014248704663,0.8284644194756554
0.32,0.8934852293830227,0.8344569288389513
0.33,0.8934743953373039,0.8322097378277153
0.91,0.8933999369473717,0.7445692883895131
0.89,0.8933932824529207,0.750561797752809
0.29000000000000004,0.8932798949680579,0.8426966292134831
0.28,0.8932260198489239,0.8441947565543071
0.31,0.8931946684301987,0.8374531835205993
0.9,0.8930988845450307,0.7475655430711611
0.3,0.8927765131682714,0.8389513108614233
0.92,0.8926287289583708,0.7408239700374532
0.9400000000000001,0.8926013576949297,0.7325842696629213
0.27,0.8925004093663009,0.8441947565543071
0.93,0.8920527474756255,0.7370786516853932
0.26,0.8919572856504216,0.8441947565543071
0.25,0.8903985401743248,0.8449438202247191
0.24000000000000002,0.8895657377779349,0.8456928838951311
0.23,0.8890457668060732,0.847940074906367
0.9500000000000001,0.8890245210425912,0.7213483146067415
0.22,0.8883503401360544,0.850187265917603
0.19,0.8874738809629037,0.8584269662921349
0.21000000000000002,0.887415956918751,0.851685393258427
0.2,0.8873242331520407,0.854681647940075
0.18000000000000002,0.8862632914479445,0.8606741573033708
0.17,0.8851701636470639,0.8621722846441947
0.9600000000000001,0.8851159901471348,0.7093632958801498
0.16,0.8844307785606081,0.8636704119850187
0.15000000000000002,0.8836947513923719,0.8651685393258427
0.14,0.8822326365914921,0.8681647940074907
0.13,0.8806878748145112,0.8681647940074907
0.12,0.8799670039126217,0.8696629213483146
0.11,0.8787395083733784,0.8711610486891386
0.09,0.8782888738438406,0.8831460674157303
0.97,0.8782018028993871,0.6876404494382022
0.09999999999999999,0.878126753874714,0.8756554307116104
0.08,0.877715959359501,0.8861423220973783
0.06999999999999999,0.8767116305024361,0.8936329588014982
0.98,0.8739726825422828,0.6711610486891386
0.060000000000000005,0.8720149640910456,0.89812734082397
0.05,0.8693667650859562,0.9011235955056179
0.04,0.8652737736425982,0.9071161048689138
0.99,0.8592543027397717,0.6292134831460674
0.03,0.8582525027540413,0.9108614232209737
0.02,0.849724735121185,0.9205992509363295
0.01,0.8331735981348447,0.9333333333333333
