epoch,loss,train_seconds,validation_seconds,validation_auroc,validation_auprc,validation_macro_f1,validation_threshold,timestamp_utc
0,8.202043533325195,0.7634940839999445,0.11770425800000339,0.5524307387011225,0.047821236087432425,0.4748465439017881,0.95,2026-09-09T15:20:58.122993+00:00
1,104.17353057861328,0.24250643099998115,,,,,,2026-09-09T15:20:58.598258+00:00
2,64.29776763916016,0.2535000190000005,,,,,,2026-09-09T15:20:58.852196+00:00
3,27.59581184387207,0.2498013960000094,,,,,,2026-09-09T15:20:59.102495+00:00
4,4.542764186859131,0.25357451500002526,0.12566647699998157,0.6803812829431488,0.06914903932867567,0.32844826814473865,0.95,2026-09-09T15:20:59.356583+00:00
5,7.730027675628662,0.24555915199999845,,,,,,2026-09-09T15:20:59.823322+00:00
6,7.033806324005127,0.2514880620000213,,,,,,2026-09-09T15:21:00.075297+00:00
7,3.16290020942688,0.25470505300000923,,,,,,2026-09-09T15:21:00.330533+00:00
8,1.1525640487670898,0.25413961099997096,,,,,,2026-09-09T15:21:00.585195+00:00
9,1.4434473514556885,0.25232474499995305,0.12858029599999554,0.9106454551825636,0.5435290031273236,0.747713797542545,0.3,2026-09-09T15:21:00.838025+00:00
10,1.5461548566818237,0.2434296309999695,,,,,,2026-09-09T15:21:01.323724+00:00
11,1.1480319499969482,0.25487958200000094,,,,,,2026-09-09T15:21:01.579086+00:00
12,0.7225163578987122,0.2517336070000056,,,,,,2026-09-09T15:21:01.831318+00:00
13,0.4805540144443512,0.2545426510000084,,,,,,2026-09-09T15:21:02.086329+00:00
14,0.39169371128082275,0.25549261599996953,0.1259060919999797,0.9168630192061554,0.27317908760242726,0.6958807598040949,0.65,2026-09-09T15:21:02.342273+00:00
15,0.4395226836204529,0.24496533600000703,,,,,,2026-09-09T15:21:02.817927+00:00
16,0.48279377818107605,0.2543203030000427,,,,,,2026-09-09T15:21:03.072726+00:00
17,0.5040862560272217,0.25305572899998197,,,,,,2026-09-09T15:21:03.326278+00:00
18,0.5109603404998779,0.25434377400000585,,,,,,2026-09-09T15:21:03.581109+00:00
19,0.4838365912437439,0.25624902700002394,0.12571459599996615,0.9266975519252263,0.3912087460649249,0.7073729292361557,0.7999999999999999,2026-09-09T15:21:03.837843+00:00
20,0.4477841854095459,0.24753103399996235,,,,,,2026-09-09T15:21:04.305479+00:00
21,0.4191564917564392,0.25591967500002966,,,,,,2026-09-09T15:21:04.561890+00:00
22,0.3985537588596344,0.25380313699997714,,,,,,2026-09-09T15:21:04.816184+00:00
23,0.38807982206344604,0.2566882130000181,,,,,,2026-09-09T15:21:05.073328+00:00
24,0.38272860646247864,0.25687459599998874,0.1265597169999637,0.9601561721951526,0.7658272508455956,0.8543989640886785,0.7,2026-09-09T15:21:05.330682+00:00
25,0.37714558839797974,0.244812507000006,,,,,,2026-09-09T15:21:05.803746+00:00
26,0.36818498373031616,0.2581082169999718,,,,,,2026-09-09T15:21:06.062252+00:00
27,0.35636788606643677,0.2566779040000142,,,,,,2026-09-09T15:21:06.319313+00:00
28,0.34462928771972656,0.25429252700001825,,,,,,2026-09-09T15:21:06.574018+00:00
29,0.3359595537185669,0.25644208800002843,0.12968664599998192,0.960692115037752,0.7174737064569273,0.8494160649756777,0.7,2026-09-09T15:21:06.830890+00:00
30,0.3301856517791748,0.2476596170000107,,,,,,2026-09-09T15:21:07.315731+00:00
31,0.32486188411712646,0.258470616000011,,,,,,2026-09-09T15:21:07.574599+00:00
32,0.31738781929016113,0.2582698229999778,,,,,,2026-09-09T15:21:07.833304+00:00
33,0.30887123942375183,0.2588119030000371,,,,,,2026-09-09T15:21:08.092502+00:00
34,0.29992637038230896,0.25778917600001705,0.12841716499997347,0.9592074832817554,0.8047169285028827,0.8700861541998619,0.85,2026-09-09T15:21:08.350678+00:00
35,0.2909577786922455,0.24912318599996297,,,,,,2026-09-09T15:21:08.834286+00:00
36,0.2823128402233124,0.25785505999999714,,,,,,2026-09-09T15:21:09.092548+00:00
37,0.27473846077919006,0.25897499400002744,,,,,,2026-09-09T15:21:09.352007+00:00
38,0.2887619137763977,0.258275943000001,,,,,,2026-09-09T15:21:09.610673+00:00
39,0.27802160382270813,0.25807067800002415,0.1276242669999874,0.9573484661264204,0.8363963666051035,0.8827469323958252,0.85,2026-09-09T15:21:09.869140+00:00
40,0.2682969570159912,0.2503439309999749,,,,,,2026-09-09T15:21:10.351925+00:00
41,0.2676951289176941,0.2594347570000082,,,,,,2026-09-09T15:21:10.611754+00:00
42,0.26689639687538147,0.25807165200001236,,,,,,2026-09-09T15:21:10.870251+00:00
43,0.26607826352119446,0.25860092400000667,,,,,,2026-09-09T15:21:11.129256+00:00
44,0.26499995589256287,0.2595664159999842,0.130263173000003,0.9584542862517567,0.8288885210889408,0.8806524504800367,0.9,2026-09-09T15:21:11.389251+00:00
