epoch,time_s
0,0.23604273796081543
1,0.12526202201843262
2,0.17628121376037598
3,0.2323455810546875
4,0.23421239852905273
5,0.23039555549621582
6,0.23201417922973633
7,0.23392176628112793
8,0.2321310043334961
9,0.2621440887451172
10,0.2335186004638672
11,0.22246193885803223
12,0.2609574794769287
13,0.22884392738342285
14,0.2296891212463379
15,0.2638857364654541
16,0.23110151290893555
17,0.22177553176879883
18,0.2537722587585449
19,0.2231426239013672
20,0.23096609115600586
21,0.22460126876831055
22,0.22148990631103516
23,0.23174619674682617
24,0.22965049743652344
25,0.24045920372009277
26,0.23767423629760742
27,0.22259521484375
28,0.2537059783935547
29,0.23479938507080078
30,0.2317342758178711
31,0.25392770767211914
32,0.2035207748413086
33,0.231337308883667
34,0.15306353569030762
35,0.21788525581359863
36,0.21657752990722656
37,0.23531413078308105
38,0.25795912742614746
39,0.18712234497070312
40,0.22967052459716797
41,0.2067427635192871
42,0.23345398902893066
