epoch,time_s
0,2.3317666053771973
1,2.3742973804473877
2,2.2432971000671387
3,2.303493022918701
4,2.2828752994537354
5,2.255589008331299
6,2.3289315700531006
7,2.207552671432495
8,2.2774274349212646
9,2.357774019241333
10,2.236361265182495
11,2.255499839782715
12,2.3261806964874268
13,2.4325623512268066
14,2.1602604389190674
15,2.2415759563446045
16,2.1604857444763184
17,2.157412052154541
18,2.340144395828247
19,2.4119606018066406
20,2.2115297317504883
21,2.1414859294891357
22,2.3801422119140625
23,2.2689836025238037
24,2.4244441986083984
25,2.33284854888916
26,2.1904146671295166
27,2.136337995529175
28,2.446887969970703
29,2.141396999359131
30,2.224717140197754
31,2.250690221786499
32,2.2713634967803955
33,2.1850438117980957
34,2.354013681411743
35,2.2329916954040527
36,2.303864002227783
37,2.412828207015991
38,2.279484987258911
39,2.3034934997558594
40,2.2583041191101074
41,2.3073627948760986
42,2.3047780990600586
43,2.2792701721191406
44,2.2471585273742676
45,2.2495675086975098
46,2.226572036743164
47,2.2127301692962646
48,2.2156002521514893
49,2.2726004123687744
50,2.2795398235321045
51,2.129038095474243
52,2.172558307647705
53,2.236192226409912
54,2.1726458072662354
55,2.133976936340332
56,2.220322370529175
57,2.229766845703125
58,2.36604905128479
59,2.400754451751709
60,2.249338388442993
61,2.251063346862793
62,2.3192899227142334
63,2.3054914474487305
64,2.254530668258667
65,2.250405788421631
66,2.3031933307647705
67,2.186572313308716
68,2.1448285579681396
69,2.1684887409210205
70,2.3810200691223145
71,2.2322206497192383
72,2.2971749305725098
73,2.2118148803710938
74,2.2118542194366455
75,2.22196888923645
76,2.2328543663024902
77,2.249971628189087
78,2.239774703979492
79,2.2857799530029297
80,2.332796096801758
81,2.2242350578308105
82,2.421935558319092
83,2.3287105560302734
84,2.2800488471984863
85,2.256910800933838
86,2.2557485103607178
87,2.1648271083831787
88,2.291288375854492
89,2.2510321140289307
90,2.151095151901245
91,2.25685715675354
92,2.2189993858337402
93,2.180752992630005
94,2.1438941955566406
95,2.1996564865112305
96,2.135566473007202
97,2.185929536819458
98,2.224013328552246
99,2.215790271759033
