==============================================================================
GHRN | elliptic | unified | TR40 | seed 72
==============================================================================
Run ID: ghrn_elliptic_unified_tr40_seed72_a6000_20260913T194346Z
Device: cuda:0
Protocol: vast-v4.4  selection=auprc
Deletion ratio: 0.03 (post_aggregation)
/venv/main/lib/python3.12/site-packages/scipy/sparse/_index.py:145: SparseEfficiencyWarning: Changing the sparsity structure of a csr_matrix is expensive. lil_matrix is more efficient.
  self._set_arrayXarray(i, j, x)
Loaded elliptic: 203,769 nodes, 166 features, 1 relation(s)
Split: train 18,626 | valid 9,313 | test 18,625
Graph: 203,769 nodes, 672,479 stored directed edges (backend: dgl)
Training fraud/normal: 1,669/16,957 | fraud weight 10.1600
Parameters: 27,330 trainable
[protocol] WARNING unset identity fields: model_source_commit
------------------------------------------------------------------------------
STAGE 1: training on the unrefined graph (del_ratio = 0)
[stage1_unrefined] epoch   1/100 | loss 0.700502 | train 0.382s | val AUPRC 0.426430 | val AUROC 0.780982 | thr 0.51 | best epoch 1
[stage1_unrefined] epoch   2/100 | loss 0.615686 | train 0.026s | val AUPRC 0.496067 | val AUROC 0.796186 | thr 0.59 | best epoch 2
[stage1_unrefined] epoch   3/100 | loss 0.510065 | train 0.026s | val AUPRC 0.494818 | val AUROC 0.800574 | thr 0.71 | best epoch 2
[stage1_unrefined] epoch   4/100 | loss 0.391509 | train 0.026s | val AUPRC 0.502649 | val AUROC 0.805429 | thr 0.86 | best epoch 4
[stage1_unrefined] epoch   5/100 | loss 0.297624 | train 0.026s | val AUPRC 0.530788 | val AUROC 0.812362 | thr 0.95 | best epoch 5
[stage1_unrefined] epoch   6/100 | loss 0.256886 | train 0.026s | val AUPRC 0.548837 | val AUROC 0.817013 | thr 0.98 | best epoch 6
[stage1_unrefined] epoch   7/100 | loss 0.247553 | train 0.026s | val AUPRC 0.573343 | val AUROC 0.820621 | thr 0.98 | best epoch 7
[stage1_unrefined] epoch   8/100 | loss 0.233941 | train 0.026s | val AUPRC 0.591495 | val AUROC 0.822578 | thr 0.97 | best epoch 8
[stage1_unrefined] epoch   9/100 | loss 0.211179 | train 0.026s | val AUPRC 0.602313 | val AUROC 0.824059 | thr 0.96 | best epoch 9
[stage1_unrefined] epoch  10/100 | loss 0.191985 | train 0.026s | val AUPRC 0.601831 | val AUROC 0.822823 | thr 0.84 | best epoch 9
[stage1_unrefined] epoch  11/100 | loss 0.182274 | train 0.026s | val AUPRC 0.622928 | val AUROC 0.829161 | thr 0.97 | best epoch 11
[stage1_unrefined] epoch  12/100 | loss 0.181916 | train 0.026s | val AUPRC 0.626002 | val AUROC 0.827558 | thr 0.82 | best epoch 12
[stage1_unrefined] epoch  13/100 | loss 0.161002 | train 0.026s | val AUPRC 0.641468 | val AUROC 0.832143 | thr 0.92 | best epoch 13
[stage1_unrefined] epoch  14/100 | loss 0.142537 | train 0.026s | val AUPRC 0.644537 | val AUROC 0.835729 | thr 0.97 | best epoch 14
[stage1_unrefined] epoch  15/100 | loss 0.141101 | train 0.026s | val AUPRC 0.641449 | val AUROC 0.834715 | thr 0.93 | best epoch 14
[stage1_unrefined] epoch  16/100 | loss 0.130367 | train 0.026s | val AUPRC 0.636633 | val AUROC 0.834474 | thr 0.89 | best epoch 14
[stage1_unrefined] epoch  17/100 | loss 0.129789 | train 0.026s | val AUPRC 0.635172 | val AUROC 0.836189 | thr 0.97 | best epoch 14
[stage1_unrefined] epoch  18/100 | loss 0.121256 | train 0.026s | val AUPRC 0.643813 | val AUROC 0.836557 | thr 0.97 | best epoch 14
[stage1_unrefined] epoch  19/100 | loss 0.113129 | train 0.026s | val AUPRC 0.656289 | val AUROC 0.836380 | thr 0.93 | best epoch 19
[stage1_unrefined] epoch  20/100 | loss 0.107651 | train 0.026s | val AUPRC 0.662924 | val AUROC 0.837096 | thr 0.95 | best epoch 20
[stage1_unrefined] epoch  21/100 | loss 0.100810 | train 0.026s | val AUPRC 0.665529 | val AUROC 0.838361 | thr 0.98 | best epoch 21
[stage1_unrefined] epoch  22/100 | loss 0.098471 | train 0.026s | val AUPRC 0.672325 | val AUROC 0.838901 | thr 0.97 | best epoch 22
[stage1_unrefined] epoch  23/100 | loss 0.092241 | train 0.026s | val AUPRC 0.677027 | val AUROC 0.839291 | thr 0.94 | best epoch 23
[stage1_unrefined] epoch  24/100 | loss 0.089850 | train 0.026s | val AUPRC 0.673706 | val AUROC 0.840367 | thr 0.96 | best epoch 23
[stage1_unrefined] epoch  25/100 | loss 0.083900 | train 0.026s | val AUPRC 0.669424 | val AUROC 0.841456 | thr 0.97 | best epoch 23
[stage1_unrefined] epoch  26/100 | loss 0.082219 | train 0.026s | val AUPRC 0.668745 | val AUROC 0.841881 | thr 0.95 | best epoch 23
[stage1_unrefined] epoch  27/100 | loss 0.076846 | train 0.026s | val AUPRC 0.666838 | val AUROC 0.842281 | thr 0.91 | best epoch 23
[stage1_unrefined] epoch  28/100 | loss 0.075187 | train 0.026s | val AUPRC 0.660635 | val AUROC 0.843295 | thr 0.97 | best epoch 23
[stage1_unrefined] epoch  29/100 | loss 0.070770 | train 0.026s | val AUPRC 0.660125 | val AUROC 0.843638 | thr 0.97 | best epoch 23
[stage1_unrefined] epoch  30/100 | loss 0.067851 | train 0.026s | val AUPRC 0.662047 | val AUROC 0.843537 | thr 0.91 | best epoch 23
[stage1_unrefined] epoch  31/100 | loss 0.065680 | train 0.026s | val AUPRC 0.666298 | val AUROC 0.844076 | thr 0.96 | best epoch 23
[stage1_unrefined] epoch  32/100 | loss 0.061175 | train 0.026s | val AUPRC 0.670575 | val AUROC 0.844413 | thr 0.97 | best epoch 23
[stage1_unrefined] epoch  33/100 | loss 0.058686 | train 0.026s | val AUPRC 0.675470 | val AUROC 0.844435 | thr 0.94 | best epoch 23
[stage1_unrefined] epoch  34/100 | loss 0.055614 | train 0.026s | val AUPRC 0.676946 | val AUROC 0.844512 | thr 0.96 | best epoch 23
[stage1_unrefined] epoch  35/100 | loss 0.052389 | train 0.026s | val AUPRC 0.674515 | val AUROC 0.844421 | thr 0.97 | best epoch 23
[stage1_unrefined] epoch  36/100 | loss 0.050587 | train 0.026s | val AUPRC 0.672431 | val AUROC 0.844114 | thr 0.94 | best epoch 23
[stage1_unrefined] epoch  37/100 | loss 0.047683 | train 0.026s | val AUPRC 0.668301 | val AUROC 0.844044 | thr 0.94 | best epoch 23
