epoch,time_s
0,4.242904901504517
1,4.270079851150513
2,4.468566656112671
3,4.337501049041748
4,4.390578746795654
5,4.375330209732056
6,4.423063039779663
7,5.0370917320251465
8,4.889041185379028
9,4.3418896198272705
10,4.71468186378479
11,4.354315519332886
12,4.470134496688843
13,4.638104438781738
14,4.7476935386657715
15,4.453410625457764
16,4.762829780578613
17,4.546054840087891
18,4.692440986633301
19,4.5854315757751465
20,4.612557888031006
21,4.625473737716675
22,4.69781494140625
23,4.58116340637207
24,4.512491941452026
25,4.490019798278809
26,4.561899900436401
27,4.768397331237793
28,4.914016008377075
29,4.685049057006836
30,4.669991493225098
31,4.7409772872924805
32,4.689300298690796
33,4.4435038566589355
34,4.826576232910156
35,4.456411838531494
36,4.573550224304199
37,4.552062273025513
38,4.746655464172363
39,4.722086668014526
40,4.5866124629974365
41,4.691468954086304
42,4.745636940002441
43,4.673573017120361
44,4.6397130489349365
45,4.825805425643921
46,4.281009912490845
47,4.497741222381592
48,4.890124082565308
49,4.632333755493164
50,4.876580476760864
51,4.605605125427246
52,4.610599756240845
