trial,model,dataset,ratio,seed,validation_auprc,training_duration_seconds,status,error,hyperparameters
0,CARE-GNN,tsocial,TR40,2,0.08592878522475503,4258.586622476578,COMPLETE,,"{""emb_size"": 64, ""lambda_2"": 0.001, ""lr"": 0.01, ""step_size"": 0.02}"
1,CARE-GNN,tsocial,TR40,2,0.05197708652394932,4272.575133800507,COMPLETE,,"{""emb_size"": 32, ""lambda_2"": 0.0, ""lr"": 0.0005, ""step_size"": 0.02}"
