epoch,time_s
0,2.5192525386810303
1,2.423372745513916
2,2.1470627784729004
3,2.135070562362671
4,2.2298593521118164
5,2.3196322917938232
6,2.310269355773926
7,2.405900478363037
8,2.237687826156616
9,2.259115695953369
10,2.222492218017578
11,2.3429296016693115
12,2.3331620693206787
13,2.215181350708008
14,2.3177642822265625
15,2.392200469970703
16,2.333024740219116
17,2.3622896671295166
18,2.304475784301758
19,2.2717814445495605
20,2.372493267059326
21,2.367553234100342
22,2.2281932830810547
23,2.2867796421051025
24,2.2326812744140625
25,2.349123954772949
26,2.2033169269561768
27,2.2479796409606934
28,2.3078038692474365
29,2.226663112640381
30,2.2451608180999756
31,2.1761934757232666
32,2.3070456981658936
33,2.333536148071289
34,2.413530111312866
35,2.309689521789551
