epoch,train_seconds,validation_seconds,cumulative_seconds,train_loss,validation_auroc,validation_auprc,validation_macro_f1,validation_threshold,is_best_checkpoint,timestamp_utc,notes
0,1.558962173992768,3.3465667240088806,4.9055288980016485,43.522926330566406,0.6811665678996943,0.2224940627180298,0.5748518584089228,0.99,True,2026-09-13T23:08:43.420532+00:00,
1,1.1630004289909266,3.2871997989714146,9.35572912596399,35.20289993286133,0.7104672197617117,0.31744563488981303,0.6959161599461989,0.59,True,2026-09-13T23:08:48.276882+00:00,
2,1.8212332100374624,3.343502792995423,14.520465128996875,40.14434051513672,0.7134594691535151,0.4075658323231444,0.7077346049179811,0.16,True,2026-09-13T23:08:53.845829+00:00,
3,1.1725409560021944,3.296303066017572,18.98930915101664,39.749534606933594,0.7260912450876427,0.4592307225791735,0.7291866937986744,0.92,True,2026-09-13T23:08:58.719593+00:00,
4,1.193381220975425,3.394950031011831,23.577640403003898,33.2041015625,0.7398458455492484,0.4824463336519069,0.7191926103318509,0.99,True,2026-09-13T23:09:03.720295+00:00,
5,1.210068512998987,3.987007616960909,28.774716532963794,23.30288314819336,0.756177484249267,0.4409630690848661,0.5492894202571621,0.99,False,2026-09-13T23:09:09.338033+00:00,
6,1.191353062982671,3.426745723001659,33.392815318948124,12.72744369506836,0.5286261774062753,0.10002376831043648,0.15161401098901098,0.99,False,2026-09-13T23:09:14.372281+00:00,
7,1.2216848739772104,3.441631826979574,38.05613201990491,12.425739288330078,0.6819307123697835,0.14787725712844701,0.19670653107320413,0.99,False,2026-09-13T23:09:19.444626+00:00,
8,1.2010125509696081,3.404486713989172,42.66163128486369,12.923076629638672,0.78956007111222,0.4319175493931655,0.5797656404994379,0.99,False,2026-09-13T23:09:24.470491+00:00,
9,1.8790334039949812,3.4653193809790537,48.00598406983772,12.762990951538086,0.7888095720790967,0.5856580416623766,0.7794819275170377,0.99,True,2026-09-13T23:09:30.227117+00:00,
10,1.2275025760172866,3.424015751981642,52.65750239783665,14.23322868347168,0.7921371093506332,0.6107083363641398,0.8003998766312715,0.68,True,2026-09-13T23:09:35.289587+00:00,
11,1.2451155349845067,3.448654347041156,57.351272279862314,13.950960159301758,0.8113615806874181,0.6424456400116172,0.8182852390216389,0.5,True,2026-09-13T23:09:40.386332+00:00,
12,1.2402111609699205,4.112233717984054,62.70371715881629,11.692403793334961,0.8319252541949971,0.6560441498302758,0.829003238575027,0.88,True,2026-09-13T23:09:46.146582+00:00,
13,1.222635067999363,3.368088921997696,67.29444114881335,9.751388549804688,0.8465317197929013,0.6508687129072656,0.7668119789147765,0.99,False,2026-09-13T23:09:51.152545+00:00,
14,1.1947374279843643,3.3676846739836037,71.85686325078132,7.165487289428711,0.8291162435281642,0.3850594012908959,0.4897143745638237,0.99,False,2026-09-13T23:09:56.135570+00:00,
15,1.2014630600460805,3.961314366024453,77.01964067685185,7.186796188354492,0.6488990081716675,0.13170710074348066,0.35720680644777125,0.99,False,2026-09-13T23:10:01.713707+00:00,
16,1.2236202339990996,3.3534209450008348,81.59668185585178,12.74280071258545,0.8623331357993888,0.5143875400477174,0.5748938054548735,0.99,False,2026-09-13T23:10:06.708440+00:00,
17,1.1900196739588864,3.3604758420260623,86.14717737183673,5.9518961906433105,0.890729290125382,0.7564463948025191,0.869075039398715,0.55,True,2026-09-13T23:10:11.664745+00:00,
18,1.1768552010180429,3.370429177011829,90.6944617498666,7.0103888511657715,0.8860508545942237,0.767501097632582,0.869562900733531,0.03,True,2026-09-13T23:10:16.615185+00:00,
19,1.2033057700027712,3.964918042998761,95.86268556286814,9.220337867736816,0.8791209219636953,0.755548186409648,0.8718916496539362,0.08,False,2026-09-13T23:10:22.198338+00:00,
20,1.175226114981342,3.371371902001556,100.40928357985104,8.965107917785645,0.8792164400224565,0.754932478053991,0.8773186694032451,0.2,False,2026-09-13T23:10:27.146746+00:00,
21,1.2898086630157195,3.4678245750255883,105.16691681789234,7.521427154541016,0.8817116056390742,0.758414303004236,0.870026050301766,0.9,False,2026-09-13T23:10:32.308267+00:00,
22,1.1871295309974812,3.92934684001375,110.28339318890357,5.164904594421387,0.8902302570020584,0.7476857468777338,0.8331967347474019,0.99,False,2026-09-13T23:10:37.833830+00:00,
23,1.186201311997138,3.418201696011238,114.88779619691195,2.393641948699951,0.8421281423491985,0.3063020322184635,0.35509423797514933,0.99,False,2026-09-13T23:10:42.850921+00:00,
24,1.211873960972298,3.44971291400725,119.5493830718915,7.137509822845459,0.9051115806874181,0.6604441404118648,0.5328075793866881,0.99,False,2026-09-13T23:10:47.928626+00:00,
25,1.274607177998405,3.6818005759851076,124.50579082587501,5.11423397064209,0.8767232237539766,0.7375374505901183,0.8320432754540789,0.99,False,2026-09-13T23:10:53.310233+00:00,
26,1.8285980750224553,3.6445227389922366,129.9789116398897,3.2568440437316895,0.876358695652174,0.7421951110339354,0.8682604174396371,0.99,False,2026-09-13T23:10:59.191751+00:00,
27,1.236793521034997,3.4275582330301404,134.64326339395484,4.27178430557251,0.8817466939055579,0.7508311023802205,0.868116635588046,0.97,False,2026-09-13T23:11:04.262928+00:00,
28,1.2208864339627326,3.4417089949711226,139.3058588228887,5.014289855957031,0.8902516998315764,0.767910781482207,0.8751966538233271,0.99,True,2026-09-13T23:11:09.335958+00:00,
29,1.1938804509700276,4.040336956968531,144.54007623082725,4.768202781677246,0.9121916131245711,0.7744892313264533,0.8704910447955088,0.99,True,2026-09-13T23:11:14.987568+00:00,
30,1.2017783880000934,3.4583924200269394,149.2002470388543,3.621791362762451,0.8729336909737384,0.46396797141732005,0.524635456377879,0.99,False,2026-09-13T23:11:20.069600+00:00,
31,1.2112145209684968,3.416666475997772,153.82812803582055,4.686084747314453,0.9212658287068805,0.7839109934508707,0.8263749033450266,0.99,True,2026-09-13T23:11:25.117241+00:00,
32,1.2201110880123451,3.9174460869980976,158.965685210831,2.89180064201355,0.9207414540577631,0.7849870028613728,0.8845845578413039,0.99,True,2026-09-13T23:11:30.663911+00:00,
33,1.2070212209946476,3.3804489059839398,163.55315533780959,3.2584176063537598,0.9210202108414947,0.7947372611808364,0.8906675102815564,0.99,True,2026-09-13T23:11:35.660009+00:00,
34,1.2023369419621304,3.3640253549674526,168.11951763473917,2.8755104541778564,0.9324706818040047,0.8058188143499138,0.8928498118371536,0.99,True,2026-09-13T23:11:40.637467+00:00,
35,1.206364843994379,3.3820884950109757,172.70797097374452,1.7380592823028564,0.8398337595907929,0.32159309044527495,0.5690260804300042,0.99,False,2026-09-13T23:11:45.650410+00:00,
36,1.2108590449788608,3.8946251460001804,177.81345516472356,3.3202834129333496,0.9312153016031439,0.805151872552598,0.8876514432069988,0.99,False,2026-09-13T23:11:51.161858+00:00,
37,1.1966314499732107,3.418197627994232,182.428284242691,3.20573353767395,0.9133982596219824,0.7925194938497296,0.883967883967884,0.98,False,2026-09-13T23:11:56.181223+00:00,
38,1.2226324990042485,3.4356226950185373,187.0865394367138,2.8820736408233643,0.9165406088204104,0.7833715979411738,0.8810097643607717,0.99,False,2026-09-13T23:12:01.247057+00:00,
39,1.233636035991367,3.978849413979333,192.2990248866845,2.0136616230010986,0.9369424864325369,0.8028482607794384,0.8718568490926801,0.99,False,2026-09-13T23:12:06.869027+00:00,
40,1.2148307629977353,3.402018702996429,196.91587435267866,1.3422625064849854,0.8127592633023517,0.24988578706196024,0.51148694155504,0.99,False,2026-09-13T23:12:11.906276+00:00,
41,1.1728775590308942,3.4010622529895045,201.48981416469906,5.38661527633667,0.924684985340902,0.7905914230968031,0.8123167155425219,0.99,False,2026-09-13T23:12:16.899690+00:00,
42,1.2091085480060428,3.418441276997328,206.11736398970243,1.7891658544540405,0.8865284448880294,0.7674521999505819,0.8738926481976266,0.69,False,2026-09-13T23:12:21.934568+00:00,
43,1.8339811469777487,3.3824512059800327,211.3337963426602,3.588625907897949,0.8771988646996444,0.7533043590117521,0.8637535014005602,0.65,False,2026-09-13T23:12:27.555338+00:00,
44,1.2264358369866386,3.362566636991687,215.92279881663853,4.780217170715332,0.8735906212962385,0.7482116208788604,0.8649429657794676,0.88,False,2026-09-13T23:12:32.550702+00:00,
45,1.1957851949846372,3.406003898999188,220.52458791062236,5.180290222167969,0.873081841432225,0.7473764226533839,0.8604307352557778,0.7,False,2026-09-13T23:12:37.561068+00:00,
46,1.1871618460281752,3.993759295961354,225.7055090526119,5.108087539672852,0.87679729898322,0.7474914428001255,0.8641618963154076,0.96,False,2026-09-13T23:12:43.151594+00:00,
