epoch,train_seconds,validation_seconds,cumulative_seconds,train_loss,validation_auroc,validation_auprc,validation_macro_f1,validation_threshold,is_best_checkpoint,timestamp_utc,notes
0,8.442959823994897,12.10039846599102,20.543358289985918,2.2336612542470298,0.5886676468569074,0.20018499629853231,0.5590627000097707,0.79,True,2026-09-13T20:51:20.073908+00:00,
1,8.532045374042355,11.640027367975563,40.715431032003835,2.1336468855539956,0.6447774834664409,0.23000059842897622,0.5771584908061336,0.63,True,2026-09-13T20:51:41.005878+00:00,
2,8.211434016004205,12.281632850994356,61.208497899002396,2.065365513165792,0.6853402442466265,0.2605837074547896,0.5934014473643886,0.55,True,2026-09-13T20:52:02.264448+00:00,
3,7.77804120600922,12.634444623952731,81.62098372896435,2.013917247454325,0.7069568239547815,0.28177572214032853,0.6057496804303253,0.69,True,2026-09-13T20:52:23.464199+00:00,
4,8.388484316004906,12.01951013301732,102.02897817798657,1.9848992029825847,0.7274403209074197,0.31078693059170054,0.6188711900155448,0.63,True,2026-09-13T20:52:44.630490+00:00,
5,7.529822998971213,12.181797936034855,121.74059911299264,1.9583177765210469,0.7414857414738705,0.3312623910465673,0.6284262648725861,0.56,True,2026-09-13T20:53:05.137110+00:00,
6,8.172631538007408,12.108133012021426,142.02136366302148,1.9375129342079163,0.7503080257366683,0.3491622517439111,0.6353672925199286,0.63,True,2026-09-13T20:53:26.186934+00:00,
7,7.635732101975009,12.012310972029809,161.6694067370263,1.9072502652804058,0.756255101184619,0.3598995899223964,0.6418466705901248,0.65,True,2026-09-13T20:53:46.586879+00:00,
8,8.128325330966618,12.214940870006103,182.012672937999,1.8878065546353657,0.7609997749757814,0.36882325618687073,0.6464856100890775,0.67,True,2026-09-13T20:54:07.702785+00:00,
9,7.926548139017541,12.23092409298988,202.17014517000644,1.8731803894042969,0.7660766455372741,0.3785179134275165,0.6527917105490255,0.68,True,2026-09-13T20:54:28.626116+00:00,
10,8.008963619009592,11.881311324017588,222.06042011303362,1.8540730277697246,0.7700329240943729,0.38340956730279036,0.6529115866769879,0.71,True,2026-09-13T20:54:49.281042+00:00,
11,7.482553187990561,12.399104001000524,241.9420773020247,1.8623780210812886,0.770940553559578,0.38473014083834733,0.6528807259558771,0.76,True,2026-09-13T20:55:09.932564+00:00,
12,7.706532408017665,11.81711121700937,261.46572092705173,1.8513291676839192,0.7762724356773991,0.39275457647336676,0.6568825847645424,0.61,True,2026-09-13T20:55:30.223415+00:00,
13,8.069601336028427,11.774959926027805,281.31028218910797,1.8481971224149067,0.7775454434502698,0.3970455116004818,0.6597915606765221,0.65,True,2026-09-13T20:55:50.910114+00:00,
14,7.512182969949208,11.868218676012475,300.69068383506965,1.8300893306732178,0.7808954438316666,0.39721234637699476,0.6595233579886008,0.72,True,2026-09-13T20:56:11.040901+00:00,
15,7.761608376982622,11.606475024018437,320.0587672360707,1.8451765378316243,0.7817277950677742,0.4034429157256826,0.6617324353438614,0.67,True,2026-09-13T20:56:31.161982+00:00,
16,7.316731949977111,11.533592928026337,338.90909211407416,1.828102429707845,0.7820690976910227,0.4048536221125949,0.6613571490978709,0.65,True,2026-09-13T20:56:50.805691+00:00,
17,7.675096412014682,11.639147369016428,358.22333589510527,1.7979639569918315,0.7864576420513054,0.40145805201937634,0.6609692983239837,0.68,False,2026-09-13T20:57:10.882238+00:00,
18,7.244453547988087,11.431616321962792,376.89940576505614,1.8118682106335957,0.7878558433831439,0.4096956201608941,0.6622264779897657,0.62,True,2026-09-13T20:57:30.336517+00:00,
19,7.759849889960606,11.170738962013274,395.82999461703,1.777249236901601,0.790059745837052,0.4162606873031525,0.6668542800924491,0.71,True,2026-09-13T20:57:50.019730+00:00,
20,7.992625019978732,11.722804028948303,415.54542366595706,1.786172608534495,0.7895784228472048,0.4083919869558418,0.6633269096043448,0.69,False,2026-09-13T20:58:10.500822+00:00,
21,7.289482167980168,11.99967197998194,434.83457781391917,1.7744135061899822,0.7949015805090885,0.42019244885148366,0.6685329754683895,0.64,True,2026-09-13T20:58:30.545005+00:00,
22,7.247147138987202,11.516333604988176,453.59805855789455,1.7713529070218403,0.7926049985888313,0.4042758069698493,0.6661628526224355,0.6,False,2026-09-13T20:58:50.042875+00:00,
23,7.807816333021037,11.746491783007514,473.1523666739231,1.7533075610796611,0.7962409036820064,0.4242816034346835,0.6698701486209468,0.68,True,2026-09-13T20:59:10.358494+00:00,
24,7.341934043040965,12.147586836013943,492.641887552978,1.7730466723442078,0.7971241714150591,0.4119509332275977,0.6672065082119818,0.71,False,2026-09-13T20:59:30.642450+00:00,
25,7.4906280969735235,11.786810582038015,511.91932623198954,1.7344494064648945,0.8023227076134466,0.4320059091166595,0.6719506748618976,0.64,True,2026-09-13T20:59:50.719114+00:00,
26,7.830000518006273,11.666975472995546,531.4163022229914,1.7540928721427917,0.7996789114167373,0.4275663410766489,0.6710111178268744,0.66,False,2026-09-13T21:00:10.969648+00:00,
27,7.365380674018525,11.641619910951704,550.4233028079616,1.7260034680366516,0.8043820129369856,0.4299237772419104,0.6738520829207104,0.69,False,2026-09-13T21:00:30.753134+00:00,
28,7.820612538023852,11.972682780004106,570.2165981259895,1.7356247305870056,0.8042865206679023,0.4369554053016351,0.6723898559009313,0.66,True,2026-09-13T21:00:51.429885+00:00,
