epoch,train_seconds,valid_seconds,peak_memory_bytes,loss
0,0.7319948077201843,0.13461940735578537,330851840,1.6999239921569824
1,0.13750563375651836,0.130648004822433,347557376,1.684239387512207
2,0.1370637221261859,0.1307854764163494,346965504,1.65437912940979
3,0.13815200701355934,0.1314161904156208,347557376,1.6326816082000732
4,0.1402479698881507,0.13038428407162428,346965504,1.6275635957717896
5,0.13935000356286764,0.13068003673106432,347557376,1.5990090370178223
6,0.13942389469593763,0.13077302742749453,346965504,1.5871264934539795
7,0.13946822378784418,0.1308358870446682,347557376,1.5624468326568604
8,0.14066476188600063,0.1312490189447999,346965504,1.538095235824585
9,0.13957807514816523,0.13088591769337654,347557376,1.5631422996520996
10,0.1394422259181738,0.1311208987608552,346965504,1.525850772857666
11,0.13986327685415745,0.13067705649882555,347557376,1.5037589073181152
12,0.13988183718174696,0.13100092764943838,346965504,1.4835153818130493
13,0.13968859706074,0.1305335946381092,347557376,1.4957926273345947
14,0.14015871845185757,0.13083324674516916,346965504,1.4457991123199463
15,0.13992876838892698,0.13067424576729536,347557376,1.4788703918457031
16,0.13992159720510244,0.1310475692152977,346965504,1.438542366027832
17,0.14033734053373337,0.13077167700976133,347557376,1.4325506687164307
18,0.1394767165184021,0.13050847593694925,346965504,1.4037911891937256
19,0.13942197524011135,0.13064723554998636,347557376,1.3435840606689453
20,0.13965984620153904,0.13079210743308067,346965504,1.360766053199768
21,0.1395398061722517,0.13080736715346575,347557376,1.333033561706543
22,0.1395496353507042,0.13063223473727703,346965504,1.3431036472320557
23,0.13999785855412483,0.1306255552917719,347557376,1.3010318279266357
24,0.13952673599123955,0.13051303569227457,346965504,1.2774507999420166
25,0.13944003637880087,0.13066641613841057,347557376,1.2674400806427002
26,0.13950975704938173,0.130668006837368,346965504,1.2708888053894043
27,0.13938867580145597,0.13057539612054825,347557376,1.2684985399246216
28,0.13974963780492544,0.13105023931711912,346965504,1.2034454345703125
29,0.13940824754536152,0.13063130527734756,347557376,1.1801140308380127
30,0.13953306525945663,0.1306460564956069,346965504,1.1489617824554443
31,0.13942729588598013,0.13068441580981016,347557376,1.153564453125
32,0.1394271058961749,0.13062594644725323,346965504,1.0801973342895508
33,0.13949000649154186,0.13075578678399324,347557376,1.1238497495651245
34,0.1395785277709365,0.1307057272642851,346965504,1.1550416946411133
35,0.13920279499143362,0.13066462520509958,347557376,1.132028579711914
36,0.1395313572138548,0.13059843610972166,346965504,1.0928103923797607
37,0.13929137494415045,0.1313379406929016,347557376,1.1697793006896973
38,0.1398007981479168,0.13094791769981384,346965504,1.0740480422973633
39,0.13963945768773556,0.1307618273422122,347557376,1.1229455471038818
40,0.14034405257552862,0.1307866768911481,346965504,1.084900140762329
41,0.13956648763269186,0.13084639888256788,347557376,1.0564136505126953
42,0.13956134673207998,0.13063719682395458,346965504,1.093191385269165
43,0.13971666805446148,0.13090400770306587,347557376,1.0426393747329712
44,0.1397908478975296,0.13065455667674541,346965504,1.0610692501068115
45,0.13877017237246037,0.1306486465036869,347557376,1.0884966850280762
46,0.13990125060081482,0.13103904854506254,346965504,1.0417670011520386
47,0.1394618758931756,0.13064315728843212,347557376,1.004110336303711
48,0.13953745644539595,0.13151519186794758,346965504,0.9851340055465698
49,0.13974808808416128,0.13093606941401958,347557376,0.9975099563598633
50,0.13863169122487307,0.13288591988384724,346965504,0.9945254325866699
51,0.14025383163243532,0.1306374166160822,347557376,0.9693721532821655
52,0.1397595191374421,0.13140132185071707,346965504,1.0195021629333496
53,0.13947317842394114,0.13100101053714752,347557376,0.9738608002662659
54,0.13957806769758463,0.13050315715372562,346965504,0.9707893133163452
55,0.14106488693505526,0.13070780783891678,347557376,0.9541010856628418
56,0.13964050821959972,0.1306474581360817,346965504,0.9452023506164551
57,0.1399950608611107,0.1306679481640458,347557376,0.917262613773346
58,0.1397661892697215,0.13156139198690653,346965504,0.9482536315917969
59,0.13961214758455753,0.13076389860361814,347557376,0.9797064661979675
60,0.13952486775815487,0.1307018492370844,346965504,0.8880143761634827
61,0.13973084930330515,0.13084092922508717,347557376,0.8732897043228149
62,0.13958484772592783,0.13047002535313368,346965504,0.9166808128356934
63,0.13989155925810337,0.13062322698533535,347557376,0.9330751895904541
64,0.13972908910363913,0.13101106975227594,346965504,0.9329409003257751
65,0.13932905718684196,0.13081941846758127,347557376,0.8848320245742798
66,0.13983481004834175,0.12959596142172813,346965504,0.9127374291419983
67,0.1384384324774146,0.12955832201987505,347557376,0.8967025279998779
68,0.1401727618649602,0.12955949176102877,346965504,0.9261143207550049
69,0.13878316339105368,0.12937385123223066,347557376,0.8439620733261108
70,0.13896563556045294,0.12980287428945303,346965504,0.8233950138092041
71,0.1385181024670601,0.1293938308954239,347557376,0.9116016626358032
72,0.1385074332356453,0.1295526223257184,346965504,0.8730807900428772
73,0.13855990301817656,0.12974454276263714,347557376,0.8583425283432007
74,0.13901939615607262,0.1293056709691882,346965504,0.8465808033943176
75,0.14476873818784952,0.13033031672239304,347557376,0.9466414451599121
76,0.1398285012692213,0.13053471874445677,346965504,0.907721996307373
77,0.13987502083182335,0.13059599790722132,347557376,0.8979029655456543
78,0.13938504736870527,0.13027129601687193,346965504,0.8360347747802734
79,0.139986970461905,0.13007973600178957,347557376,0.8473942875862122
80,0.13893910590559244,0.13018591608852148,346965504,0.8693615198135376
81,0.13887544348835945,0.13002703618258238,347557376,0.8357439041137695
82,0.1392247062176466,0.13003519549965858,346965504,0.8526759147644043
