ratio,n_seeds,auprc_mean,auprc_sd,auroc_mean,auroc_sd,macro_f1_mean,macro_f1_sd,fraud_precision_mean,fraud_precision_sd,fraud_recall_mean,fraud_recall_sd,fraud_f1_mean,fraud_f1_sd,gmean_mean,gmean_sd,total_train_seconds_mean,total_train_seconds_sd,test_inference_seconds_mean,test_inference_seconds_sd,peak_gpu_memory_mb_mean,peak_gpu_memory_mb_sd
TR40,3,0.12334374210216921,0.0028452887255467963,0.5586628568926256,0.011382550302207627,0.5068773300343408,0.0030936942705299805,0.11900219046872722,0.007126223278135293,0.10714285714285715,0.004464285714285719,0.11261068748078668,0.002742595634668057,0.311547878117686,0.005356212223571086,47.7023898819607,51.40677608621969,0.5116975563384282,0.4419692917406238,149.38362630208334,0.002505664765354924
TR30,3,0.13025474107494292,0.003694194351527988,0.5530776124164852,0.014920398274375996,0.5076067194332995,0.003362957053513715,0.1190213917088861,0.005316320058611075,0.1175595238095238,0.015678056179840385,0.11813165618792652,0.010545549115156663,0.32434169443985544,0.02007877914273545,20.809898397666984,5.977302089924516,0.24730991066705124,0.1803823605633486,149.38541666666666,0.002776484718299476
TR20,3,0.12745325495700055,0.0043954397212014615,0.5417433000525486,0.02059937102807597,0.510556381638488,0.003553423081986039,0.126700589510071,0.009922896834340611,0.1130952380952381,0.011234872671533854,0.11901134400120202,0.004895667070875643,0.32001956032665735,0.013493741422546716,18.127577349679388,5.647453345589637,0.14712786900539263,0.009124425690887106,149.384765625,0.001760523083722651
TR10,3,0.12106539698108287,0.007745854264972499,0.5196904793183695,0.014769091809876664,0.5029070700866854,0.005101076214296089,0.11100836717115786,0.00851023534839744,0.10119047619047618,0.022021798492483254,0.10548094262437231,0.016263018662763553,0.3012263372812203,0.032067299043664614,9.70755610303119,2.701094213756301,0.1601707753385805,0.022973479053602596,149.37972005208334,0.00028190931112774694
