run_id,ratio,train_seed,epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
trial03,TR40,2,1,0.2584849326841293,16.429574794950895,7.995616732980125,0.7875542761620722,0.9236938178575393,0.7875542761620722,1,0,158.6611328125
trial03,TR40,2,2,0.09197806542919527,17.127130359993316,8.654030431993306,0.8294257090924471,0.9407760584568302,0.8294257090924471,2,0,158.6611328125
trial03,TR40,2,3,0.07495584795551916,18.119008301990107,8.230764116044156,0.8372082480750774,0.9478777386887045,0.8372082480750774,3,0,158.6611328125
trial03,TR40,2,4,0.060892724221752535,15.93588271504268,7.826237007975578,0.8450105065877972,0.9491080671709194,0.8450105065877972,4,0,158.6611328125
trial03,TR40,2,5,0.06005359849622173,15.739403415005654,7.896341387997381,0.8561513166321247,0.9614865879074495,0.8561513166321247,5,0,158.6611328125
trial03,TR40,2,6,0.05746259996967931,16.54848442506045,8.145490164984949,0.8549060314801323,0.9586772272320079,0.8561513166321247,5,1,158.6611328125
trial03,TR40,2,7,0.055856777775672176,15.771998276934028,8.186169384978712,0.8588390575380523,0.9573508254375578,0.8588390575380523,7,0,158.6611328125
trial03,TR40,2,8,0.05341812103025375,19.642543291090988,9.475528534967452,0.8585513960692971,0.9590760882192729,0.8588390575380523,7,1,158.6611328125
trial03,TR40,2,9,0.05743341292104413,15.671192907029763,8.06182555097621,0.8538954703930449,0.9511997362317355,0.8588390575380523,7,2,158.6611328125
trial03,TR40,2,10,0.058678365522815336,16.364681353908964,8.083686808939092,0.8525074689475931,0.959236702144334,0.8588390575380523,7,3,158.6611328125
trial03,TR40,2,11,0.055728143261324976,16.482078002998605,8.04793365392834,0.8684378546586372,0.9654338917878894,0.8684378546586372,11,0,158.6611328125
trial03,TR40,2,12,0.05531152217618881,16.441158719011582,8.061404829961248,0.869551321234012,0.9648104294679899,0.869551321234012,12,0,158.6611328125
trial03,TR40,2,13,0.05387540017404864,19.544295025989413,8.371771697071381,0.8649324910964787,0.9600288920663359,0.869551321234012,12,1,158.6611328125
trial03,TR40,2,14,0.055275713243792136,15.906076045008376,7.885590022895485,0.8695800059347133,0.9641132064477178,0.8695800059347133,14,0,158.6611328125
trial03,TR40,2,15,0.0554790073825467,16.15476354304701,8.064561723964289,0.8682711308116193,0.9654672685048079,0.8695800059347133,14,1,158.6611328125
trial03,TR40,2,16,0.05270384204003119,16.132076947949827,8.416799386031926,0.858619621026857,0.9566976744357584,0.8695800059347133,14,2,158.6611328125
trial03,TR40,2,17,0.05452562916663385,15.975978493923321,8.35467945993878,0.854567335208995,0.9507853854973924,0.8695800059347133,14,3,158.6611328125
trial03,TR40,2,18,0.0539324898873606,16.119998136069626,9.890288156922907,0.8698939492240464,0.9634690911317142,0.8698939492240464,18,0,158.6611328125
trial03,TR40,2,19,0.053348075958990285,15.989856278989464,8.083934672060423,0.8711131819719325,0.9643687872745089,0.8711131819719325,19,0,158.6611328125
trial03,TR40,2,20,0.05332936010053081,15.716295101912692,8.166239536949433,0.8728444810920207,0.968573884802751,0.8728444810920207,20,0,158.6611328125
trial03,TR40,2,21,0.05134804402628253,16.65376235707663,8.632224584929645,0.8730338960817012,0.9681687541559545,0.8730338960817012,21,0,158.6611328125
trial03,TR40,2,22,0.05106171100370346,16.725608503096737,9.188847817946225,0.8667059301042607,0.9614205720806159,0.8730338960817012,21,1,158.6611328125
trial03,TR40,2,23,0.05245578673578078,16.24436658900231,8.310532760922797,0.8590630210684485,0.9595042690849358,0.8730338960817012,21,2,158.6611328125
trial03,TR40,2,24,0.05430409985203897,17.8291823270265,7.950092277023941,0.858003080230019,0.9524756119464305,0.8730338960817012,21,3,158.6611328125
trial03,TR40,2,25,0.05776324579792638,16.41252027300652,8.244620259967633,0.8461414209519266,0.9510221573455885,0.8730338960817012,21,4,158.6611328125
trial03,TR40,2,26,0.05521879273076211,15.860128544969484,10.044602559995838,0.8716224722948457,0.967149934482058,0.8730338960817012,21,5,158.6611328125
trial03,TR40,2,27,0.053547309290978215,16.326486582984217,8.463809660053812,0.8636927941176443,0.9660848299686775,0.8730338960817012,21,6,158.6611328125
trial03,TR40,2,28,0.05413004659837292,15.872245902894065,8.070840982021764,0.8691908551932036,0.9621733000279183,0.8730338960817012,21,7,158.6611328125
trial03,TR40,2,29,0.052140597374208515,16.273760942043737,8.205768274026923,0.8733807772469261,0.9677154946521648,0.8733807772469261,29,0,158.6611328125
trial03,TR40,2,30,0.05156355519448557,16.064535924000666,7.984141341992654,0.8716271177288769,0.9643477654749028,0.8733807772469261,29,1,158.6611328125
trial03,TR40,2,31,0.052310501375506004,15.681306535028853,8.176098388037644,0.8698754604421878,0.9630536339868655,0.8733807772469261,29,2,158.81494140625
trial03,TR40,2,32,0.05061763332736108,16.360924103995785,8.101542736054398,0.8670813081493909,0.9589466381901189,0.8733807772469261,29,3,158.81494140625
trial03,TR40,2,33,0.05104140696987029,15.702550821006298,7.713048101984896,0.8732189362153963,0.9639546209419169,0.8733807772469261,29,4,158.81494140625
trial03,TR40,2,34,0.04932350881638065,16.272547408938408,7.692636506981216,0.8782039480437579,0.9715871938147228,0.8782039480437579,34,0,158.81494140625
trial03,TR40,2,35,0.0493722923340336,15.428192344959825,8.140333116054535,0.8728632196495675,0.9702353445786438,0.8782039480437579,34,1,158.81494140625
trial03,TR40,2,36,0.05056504664882537,19.710601683938876,9.679539266973734,0.8749745494877459,0.9671650554256342,0.8782039480437579,34,2,158.81494140625
trial03,TR40,2,37,0.05580380270558019,15.450977561064065,9.886614104965702,0.860012358384834,0.9575702635211663,0.8782039480437579,34,3,158.81494140625
trial03,TR40,2,38,0.054365523399845246,15.71595782705117,7.68214244605042,0.8592784025683273,0.9547887475101153,0.8782039480437579,34,4,158.81494140625
trial03,TR40,2,39,0.06210719000908636,16.224560003960505,8.049148285062984,0.8654679887138235,0.9674501405325743,0.8782039480437579,34,5,158.81494140625
trial03,TR40,2,40,0.05398179638770319,15.513009989983402,7.7161226130556315,0.8739164284631485,0.9686635040537038,0.8782039480437579,34,6,158.81494140625
trial03,TR40,2,41,0.05280084379257694,16.316675228998065,8.203460396965966,0.8698805447719752,0.9528469970728065,0.8782039480437579,34,7,158.81494140625
trial03,TR40,2,42,0.05070867461542929,16.489589685108513,7.761795399943367,0.872953307814938,0.9659894942634458,0.8782039480437579,34,8,158.81494140625
trial03,TR40,2,43,0.05063223454260057,15.62766279396601,7.844857616000809,0.8747392174694556,0.9584762293234925,0.8782039480437579,34,9,158.81494140625
trial03,TR40,2,44,0.049813409005441976,16.539613711996935,8.15121804503724,0.8743633101493905,0.9669511493945537,0.8782039480437579,34,10,158.81494140625
trial03,TR40,2,45,0.04961061093115037,16.92281595407985,8.167105081025511,0.8769131474249116,0.9674827796424893,0.8782039480437579,34,11,158.81494140625
trial03,TR40,2,46,0.0485978203435098,16.880430691991933,8.39527361607179,0.8746526764006977,0.9645589054797193,0.8782039480437579,34,12,158.81494140625
trial03,TR40,2,47,0.05143810087634671,16.88081988506019,8.042615417973138,0.8736620571089642,0.9658226106788529,0.8782039480437579,34,13,158.81494140625
trial03,TR40,2,48,0.051966328774729086,16.052899840055034,7.975323790917173,0.8659393427142286,0.9619848414384665,0.8782039480437579,34,14,158.81494140625
