epoch,train_seconds
1,51.03522388404235
2,50.5453147420194
3,50.4228526330553
4,50.2996366340667
5,50.77419543801807
6,50.81462766206823
7,51.07055266411044
8,50.60761787602678
9,50.541770671028644
10,51.267137591028586
11,50.028762568952516
12,51.228048897115514
13,51.19714011903852
14,50.48754769284278
15,51.160070850048214
16,51.09903074102476
17,50.74107096903026
18,50.94314158684574
19,50.89763049595058
20,51.11068125581369
21,51.085272065829486
22,50.67977879405953
23,50.811286671087146
24,51.46905413689092
25,50.609730144031346
26,50.6373657528311
27,50.60788371390663
28,50.83669875282794
29,51.55517348297872
30,50.62734031584114
31,51.29406346799806
32,50.855938985943794
33,50.560771602904424
34,51.53250066796318
35,51.29512969311327
36,51.42991934996098
37,51.189063095953315
38,50.792181527009234
39,50.68858719500713
40,51.26368378591724
41,50.8601853470318
42,51.3696867718827
43,50.58316758298315
44,50.77075161784887
45,51.35176028707065
46,50.17683367384598
47,50.93315153103322
48,50.38814156502485
49,51.04873255407438
50,50.978325817966834
51,51.194083500886336
52,50.72778628906235
53,50.403353506932035
54,51.09474053909071
55,50.71758356317878
56,50.916035200003535
57,50.539527979912236
58,51.115611620945856
59,50.82885910384357
60,50.472767665982246
61,50.742984996177256
62,51.16657455312088
63,50.52074097190052
64,50.33471187786199
65,50.98868320696056
66,50.176113904919475
67,50.249054142972454
68,50.29575222218409
69,50.948335679015145
70,50.75333462608978
71,50.11122368113138
72,49.94359611091204
73,49.921031646896154
74,50.42182114487514
75,51.03937048884109
76,50.90716701885685
77,50.75072858016938
78,50.68188443593681
79,50.62926573911682
80,50.85603962908499
81,50.93621475598775
82,50.25654594390653
83,51.044052810873836
