run_id,ratio,train_seed,epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
tfinance_smoke,TR40,2,1,0.2797969079786731,16.12766152410768,7.867522493004799,0.7910031195618058,0.9217192439085647,0.7910031195618058,1,0,157.8447265625
