epoch,time_s
0,0.25535130500793457
1,0.23006367683410645
2,0.23825836181640625
3,0.26149916648864746
4,0.22970795631408691
5,0.2294011116027832
6,0.2627861499786377
7,0.2314143180847168
8,0.22242259979248047
9,0.2679719924926758
10,0.21504569053649902
11,0.2305288314819336
12,0.2287125587463379
13,0.21926259994506836
14,0.21973395347595215
15,0.2250988483428955
16,0.222672700881958
17,0.22794437408447266
18,0.2192518711090088
19,0.24046802520751953
20,0.2293257713317871
21,0.23103952407836914
22,0.2618405818939209
23,0.2281644344329834
24,0.2281506061553955
25,0.2683238983154297
26,0.2282869815826416
27,0.22611117362976074
28,0.22998642921447754
29,0.2283463478088379
30,0.22879576683044434
31,0.22707605361938477
32,0.2457714080810547
33,0.2279491424560547
34,0.22730064392089844
35,0.25871706008911133
36,0.22709989547729492
37,0.22732090950012207
38,0.2597465515136719
39,0.22561073303222656
40,0.22811388969421387
41,0.227156400680542
42,0.22707295417785645
43,0.22544264793395996
44,0.219635009765625
45,0.25132322311401367
46,0.23374128341674805
