epoch,time_s
0,0.2591521739959717
1,0.2313859462738037
2,0.1244056224822998
3,0.15468931198120117
4,0.17012596130371094
5,0.18528962135314941
6,0.26404619216918945
7,0.18482017517089844
8,0.2313830852508545
9,0.24905872344970703
10,0.2310037612915039
11,0.23394489288330078
12,0.24022126197814941
13,0.22996139526367188
14,0.22411441802978516
15,0.23143959045410156
16,0.23073720932006836
17,0.23216986656188965
18,0.23098516464233398
19,0.2635660171508789
20,0.22989463806152344
21,0.2258131504058838
22,0.26493358612060547
23,0.23827624320983887
24,0.23673677444458008
25,0.2120373249053955
26,0.16954493522644043
27,0.1528012752532959
28,0.17802977561950684
29,0.2297067642211914
30,0.22406363487243652
31,0.2309093475341797
32,0.23227834701538086
33,0.23032808303833008
34,0.23288488388061523
35,0.26108360290527344
36,0.2306687831878662
37,0.22934508323669434
38,0.23267078399658203
39,0.12411785125732422
40,0.1751546859741211
41,0.2016756534576416
42,0.16855907440185547
43,0.23022723197937012
44,0.2632713317871094
45,0.20649957656860352
46,0.20067858695983887
47,0.23863744735717773
48,0.2312605381011963
49,0.2283172607421875
50,0.23310065269470215
51,0.1589035987854004
52,0.23238635063171387
53,0.23022818565368652
54,0.2669234275817871
55,0.23831629753112793
56,0.2088627815246582
