epoch,time_s
0,9.231135368347168
1,9.642969131469727
2,9.425114631652832
3,9.424136877059937
4,8.847264528274536
5,9.063117980957031
6,9.298375606536865
7,9.105616092681885
8,9.677999019622803
9,9.048937320709229
10,8.975109100341797
11,9.062139749526978
12,9.128950357437134
13,9.319762468338013
14,9.104637145996094
15,9.197279453277588
16,9.17777395248413
17,9.046647071838379
18,9.094641923904419
19,9.36153769493103
20,9.199455499649048
21,9.17464303970337
22,9.554666519165039
23,9.507091522216797
24,9.053787231445312
25,9.160485982894897
26,9.456097602844238
27,9.442503690719604
