epoch,time_s
0,6.647216558456421
1,6.635925054550171
2,6.680452108383179
3,6.658808946609497
4,6.8916966915130615
5,6.514994382858276
6,6.934879541397095
7,6.829913139343262
8,6.833825349807739
9,6.700577735900879
10,6.99663782119751
11,6.893860101699829
12,6.744551181793213
13,6.781524181365967
14,6.711607217788696
15,6.955131530761719
16,6.635528564453125
17,6.7581446170806885
18,6.833031415939331
19,6.645772933959961
20,6.931976795196533
21,6.659456014633179
22,6.822484970092773
23,6.740766763687134
24,6.889825820922852
25,6.839392185211182
26,6.948591947555542
27,6.9103453159332275
28,6.637006759643555
