epoch,train_seconds
1,32.065961113898084
2,32.339861559914425
3,32.9676258249674
4,32.39992822194472
5,32.46122155012563
6,31.988930872175843
7,32.38205014914274
8,32.48518314608373
9,32.75042647798546
10,31.74057895410806
11,32.15214522997849
12,32.831255099968985
13,31.69055985682644
14,31.90971995005384
15,31.728361466899514
16,32.27832830697298
17,31.69222130300477
18,32.25608964683488
19,32.2699865300674
20,31.77731366106309
21,32.12642548279837
22,31.96331637701951
23,32.602303612977266
24,31.837575251003727
25,32.43646983290091
26,31.90794524177909
27,32.25330742681399
28,31.567318907007575
29,31.450797042110935
30,32.47455349378288
31,32.70590070798062
32,32.581876984098926
33,31.665510863997042
34,32.62825784902088
35,32.5997723529581
36,31.87509908992797
37,31.87458087899722
38,32.34814497898333
39,32.519036476965994
40,32.15742657799274
41,31.822084167040884
42,31.862435905029997
43,31.77586062788032
44,32.01752579002641
45,31.427380323875695
46,32.32924274704419
47,32.098373665008694
48,32.22292983089574
49,32.17128523183055
50,32.53072590311058
51,32.30232395417988
52,31.843603309011087
53,31.66029280005023
54,32.001364059979096
55,32.186132185859606
56,32.52649654005654
57,32.24824086087756
58,31.572714026086032
59,32.28018975700252
60,32.42202954296954
61,32.77639003098011
62,31.451646112138405
63,31.88459342997521
64,31.29777852189727
65,32.11577041307464
66,32.09708613506518
67,33.44819278991781
68,32.33469434385188
69,32.23643432999961
70,32.41278921416961
71,32.11358665698208
72,31.677475942997262
73,31.39878620300442
74,32.13183202804066
75,32.02067086985335
76,32.214469040045515
77,32.35979216103442
78,31.95824492094107
79,31.76114997291006
80,32.53860154701397
81,31.372552170883864
82,32.200816482072696
83,32.20029963203706
84,31.86467691580765
85,31.443973035085946
86,31.67422995204106
87,31.809604624984786
88,32.08208356797695
89,31.800445665139705
90,31.173182877944782
91,32.300373748876154
92,31.696362535934895
93,31.988070356892422
94,31.517288143979385
95,31.463343183044344
96,32.37719317805022
97,32.36829049582593
98,32.31041762186214
99,32.187549844849855
100,31.363627311075106
