epoch,train_seconds,valid_seconds,peak_memory_bytes,loss
0,4.166871523484588,3.5685156006366014,3964071936,1.7104991674423218
1,3.5358064034953713,3.474603218957782,4049550848,1.8547015190124512
2,3.5298519879579544,3.590589242056012,4049550848,1.6083059310913086
3,3.5321174263954163,3.472010380588472,4049550848,1.5618020296096802
4,3.55530905444175,3.583692734129727,4049550848,1.4171833992004395
5,3.570974641479552,3.5080241933465004,4049550848,1.3789494037628174
6,3.5648659635335207,3.581811895594001,4049550848,1.3597691059112549
7,3.5767024755477905,3.494533679448068,4049550848,1.324941873550415
8,3.527395885437727,3.56581992469728,4049550848,1.2943615913391113
9,3.540562817826867,3.4877153281122446,4049550848,1.2534589767456055
10,3.5532785169780254,3.601681737229228,4049550848,1.27388596534729
11,3.5728779332712293,3.467323726043105,4049550848,1.2211666107177734
12,3.657525406219065,3.532059295102954,4049550848,1.3159420490264893
13,3.563539414666593,3.5228078654035926,4049550848,1.2459096908569336
14,3.660704984329641,3.518148535862565,4049550848,1.250005841255188
15,3.6111883353441954,3.5952817210927606,4049550848,1.2441110610961914
16,3.72538651432842,3.5586566906422377,4049550848,1.256883978843689
17,3.625181213952601,3.5705137345939875,4049550848,1.2136900424957275
18,3.7098272927105427,3.459687211550772,4049550848,1.1861236095428467
19,3.5181548818945885,3.4621622376143932,4049550848,1.2079887390136719
20,3.608747810125351,3.457224897108972,4049550848,1.202126145362854
21,3.5155958384275436,3.555594190955162,4049550848,1.2093050479888916
22,3.5131562035530806,3.4652425097301602,4049550848,1.1972806453704834
23,3.5214356184005737,3.5575912091881037,4049550848,1.1664612293243408
24,3.5203526187688112,3.467979246750474,4049550848,1.1351678371429443
25,3.5158372446894646,3.5610206946730614,4049550848,1.1006267070770264
26,3.521184714511037,3.4739475632086396,4049550848,1.1004078388214111
27,3.525551987811923,3.5609251502901316,4049550848,1.0822710990905762
28,3.6045287493616343,3.5429991874843836,4049550848,1.0264830589294434
29,3.6123010562732816,3.644955678842962,4049550848,1.0727019309997559
30,3.6305193044245243,3.5535292411223054,4049550848,0.9836243391036987
31,3.6310549741610885,3.661255902610719,4049550848,1.250351071357727
32,3.630066548474133,3.5336643056944013,4049550848,1.1017515659332275
33,3.701061649248004,3.5625232132151723,4049550848,1.1143450736999512
34,3.609213987365365,3.5338199734687805,4049550848,1.0463072061538696
35,3.6476590065285563,3.4571489803493023,4049550848,0.9287375211715698
36,3.535427645780146,3.460918389260769,4049550848,0.9579343795776367
37,3.669678842648864,3.485519763082266,4049550848,1.030897855758667
38,3.5660942113026977,3.498198098503053,4049550848,1.0016590356826782
39,3.636227622628212,3.460933635942638,4049550848,0.9977883100509644
40,3.5519757010042667,3.5351674305275083,4049550848,0.9483648538589478
41,3.7217724826186895,3.470320380292833,4049550848,0.9678184986114502
42,3.6182788889855146,3.4984819274395704,4049550848,1.0422043800354004
43,3.6326928669586778,3.4648011652752757,4049550848,0.9579927921295166
44,3.527209517545998,3.6163246743381023,4049550848,0.963347852230072
45,3.736695982515812,3.484691670164466,4049550848,0.9254069328308105
46,3.503187920898199,3.4899447271600366,4049550848,0.9418982267379761
47,3.721784063614905,3.559280687943101,4049550848,0.9192845225334167
48,3.5694492934271693,3.677992144599557,4049550848,0.9555909633636475
49,3.512027275748551,3.4374401504173875,4049550848,0.9174373149871826
50,3.4936647973954678,3.5857320930808783,4049550848,0.8891329169273376
51,3.5001461636275053,3.443345220759511,4049550848,0.9013653993606567
52,3.610222310759127,3.438553174957633,4049550848,1.012701153755188
53,3.5005137315019965,3.4512035455554724,4049550848,0.9315038919448853
54,3.6246851701289415,3.4408029122278094,4049550848,0.9038097858428955
55,3.4951260574162006,3.436784111894667,4049550848,0.8971959352493286
56,3.6453599371016026,3.4375731237232685,4049550848,1.0889018774032593
57,3.501456961967051,3.443306184373796,4049550848,0.974054217338562
58,3.6213100561872125,3.440897232852876,4049550848,1.0559651851654053
59,3.492593969218433,3.4418911756947637,4049550848,1.0900858640670776
60,3.619326565414667,3.441414383240044,4049550848,1.1484777927398682
61,3.5249772761017084,3.453302415087819,4049550848,1.130479097366333
62,3.6382164545357227,3.4565648566931486,4049550848,1.0591758489608765
63,3.5197003837674856,3.577151262201369,4049550848,1.041948914527893
64,3.5008907234296203,3.464710651896894,4049550848,0.981529951095581
65,3.532419338822365,3.589263360016048,4049550848,1.065395712852478
66,3.503410520963371,3.4440654423087835,4049550848,1.0713250637054443
