ratio,n_seeds,auprc_mean,auprc_sd,auroc_mean,auroc_sd,macro_f1_mean,macro_f1_sd,fraud_precision_mean,fraud_precision_sd,fraud_recall_mean,fraud_recall_sd,fraud_f1_mean,fraud_f1_sd,gmean_mean,gmean_sd,total_train_seconds_mean,total_train_seconds_sd,test_inference_seconds_mean,test_inference_seconds_sd,peak_gpu_memory_mb_mean,peak_gpu_memory_mb_sd
TR40,3,0.9013177783121407,0.009557052961136708,0.9707501833536466,0.0015191384179467215,0.9203392813942791,0.004172466605098161,0.8698915739009464,0.030432269289597306,0.8277931671283473,0.02251846426270946,0.8478163792359775,0.007889784461142768,0.9070292122731175,0.011588487928692362,1322.3620878786703,573.9842418002562,15.896397431691488,0.0662713460247694,159.77522786458334,0.1105084499620768
TR30,3,0.9033615801944701,0.0012600128402349908,0.9722259873419441,0.003802332084048898,0.921665361107398,0.0014253528841068949,0.8848713134988859,0.026906155955768913,0.8190212373037857,0.019895162905277274,0.8502534506469774,0.002616754661889974,0.9026051323713804,0.010353035642586338,1233.619893541676,13.186698422535297,15.758737731375732,0.41918632029573727,159.77522786458334,0.1105084499620768
TR20,3,0.8812639416008922,0.006348915423617502,0.9660429231024855,0.006127166960884769,0.9131934649341051,0.0015528246686981415,0.8874199800501631,0.022323884826212666,0.7871652816251155,0.022218299936317583,0.8339006246984996,0.0031267721497970713,0.8850109490909565,0.011951942525193998,577.2167812271122,286.18413503137384,15.343316090332033,0.6710653610901042,159.77522786458334,0.1105084499620768
TR10,3,0.8552350445226705,0.02550998093226761,0.9500275483820957,0.020576701667784875,0.9057519466126619,0.011777729146412353,0.8703634319252981,0.04399654321224595,0.7751615881809788,0.012490996545215766,0.8196940336969846,0.02238787162462512,0.8779396583556381,0.007374998029229759,346.88754206185695,188.01616512520488,15.544385657374127,0.5469370827086342,159.83902994791666,0.1105084499620768
