epoch,loss,train_seconds,validation_seconds,validation_auroc,validation_auprc,validation_macro_f1,validation_threshold,timestamp_utc
0,66.50066375732422,0.7319386780000059,0.12326433200007614,0.8112571972365563,0.17510327602246772,0.4881981923402042,0.39999999999999997,2026-09-09T15:23:53.513380+00:00
1,27.095924377441406,0.2618164960000513,,,,,,2026-09-09T15:23:54.011885+00:00
2,16.81062126159668,0.2681120910000345,,,,,,2026-09-09T15:23:54.280463+00:00
3,14.45923900604248,0.267251774999977,,,,,,2026-09-09T15:23:54.548187+00:00
4,10.664107322692871,0.2695842719999746,0.13356134800005748,0.8460036663949453,0.15477642963356933,0.624131796065948,0.9,2026-09-09T15:23:54.818212+00:00
5,5.9122796058654785,0.25879036100002395,,,,,,2026-09-09T15:23:55.330692+00:00
6,7.036288738250732,0.26688935099991795,,,,,,2026-09-09T15:23:55.598046+00:00
7,5.035212993621826,0.268244076999963,,,,,,2026-09-09T15:23:55.866781+00:00
8,2.6596901416778564,0.2685392610000008,,,,,,2026-09-09T15:23:56.135793+00:00
9,4.322215557098389,0.2680337059999829,0.1353844459999891,0.8329632512144471,0.1320089730334154,0.5402319597532398,0.95,2026-09-09T15:23:56.404349+00:00
10,3.336982250213623,0.2573355709999987,,,,,,2026-09-09T15:23:56.884553+00:00
11,1.582633376121521,0.2674506050000218,,,,,,2026-09-09T15:23:57.152396+00:00
12,1.371300458908081,0.2699584339999319,,,,,,2026-09-09T15:23:57.422736+00:00
13,1.5946063995361328,0.2654046280000557,,,,,,2026-09-09T15:23:57.688545+00:00
14,1.5610806941986084,0.266251284999953,0.1332970750000868,0.8973499784221224,0.47161260571402175,0.7838180580353706,0.6,2026-09-09T15:23:57.955189+00:00
15,1.3084369897842407,0.2570525980000866,,,,,,2026-09-09T15:23:58.460208+00:00
16,0.9658588767051697,0.26655212200000733,,,,,,2026-09-09T15:23:58.727155+00:00
17,0.734533429145813,0.26806613700000526,,,,,,2026-09-09T15:23:58.995614+00:00
18,0.9085770845413208,0.26804641500007165,,,,,,2026-09-09T15:23:59.264076+00:00
19,0.6888017058372498,0.2666486990000294,0.13392565700007708,0.9207514634227308,0.5126093972454795,0.8189126013454442,0.9,2026-09-09T15:23:59.531149+00:00
20,0.5952196717262268,0.2546861609999951,,,,,,2026-09-09T15:24:00.018620+00:00
21,0.595526933670044,0.26624242900004447,,,,,,2026-09-09T15:24:00.285295+00:00
22,0.5891011953353882,0.2679284789999201,,,,,,2026-09-09T15:24:00.553597+00:00
23,0.5706993937492371,0.2673670699999775,,,,,,2026-09-09T15:24:00.821344+00:00
24,0.5426895618438721,0.2672280660000297,0.1332462600000781,0.9220725090461103,0.6935598766845691,0.8558392578139601,0.85,2026-09-09T15:24:01.088979+00:00
25,0.5112366080284119,0.2581337359999907,,,,,,2026-09-09T15:24:01.589392+00:00
26,0.4804917573928833,0.26503327000000354,,,,,,2026-09-09T15:24:01.854916+00:00
27,0.45454955101013184,0.2657207390000167,,,,,,2026-09-09T15:24:02.121118+00:00
28,0.43503740429878235,0.2670540159999746,,,,,,2026-09-09T15:24:02.388644+00:00
29,0.4205554127693176,0.2694038010000668,0.1328358670000398,0.9355773096628319,0.7842187009963676,0.8624567228405107,0.9,2026-09-09T15:24:02.658514+00:00
30,0.4079360067844391,0.2579660590000685,,,,,,2026-09-09T15:24:03.146686+00:00
31,0.4019501507282257,0.26769197599992367,,,,,,2026-09-09T15:24:03.414871+00:00
32,0.3880157172679901,0.2666328830000566,,,,,,2026-09-09T15:24:03.681979+00:00
33,0.3762041926383972,0.26875492600004236,,,,,,2026-09-09T15:24:03.951193+00:00
34,0.36626988649368286,0.2673815849999528,0.13261292200002117,0.9390061635271161,0.8081703764626881,0.8836579691818852,0.85,2026-09-09T15:24:04.219038+00:00
35,0.35452035069465637,0.2565052200000082,,,,,,2026-09-09T15:24:04.712351+00:00
36,0.34320300817489624,0.2687143160000005,,,,,,2026-09-09T15:24:04.981566+00:00
37,0.3392524719238281,0.2691055730000471,,,,,,2026-09-09T15:24:05.251198+00:00
38,0.33656272292137146,0.2664038690001007,,,,,,2026-09-09T15:24:05.518091+00:00
39,0.33012011647224426,0.26810245799993027,0.13444729200000438,0.9412214923038903,0.8215486148906496,0.8876619916649222,0.7999999999999999,2026-09-09T15:24:05.786676+00:00
40,0.324841171503067,0.25774894699998185,,,,,,2026-09-09T15:24:06.288836+00:00
41,0.32158634066581726,0.2698425950000001,,,,,,2026-09-09T15:24:06.559205+00:00
42,0.3141673803329468,0.267955465,,,,,,2026-09-09T15:24:06.827637+00:00
43,0.30754968523979187,0.2674923270000136,,,,,,2026-09-09T15:24:07.095626+00:00
44,0.304169625043869,0.26992388600001505,0.1336566849998917,0.9401916558162523,0.8359363998484122,0.897779376960463,0.7999999999999999,2026-09-09T15:24:07.366084+00:00
45,0.3014835715293884,0.2595327740000357,,,,,,2026-09-09T15:24:07.870138+00:00
46,0.2967279553413391,0.26876497499995367,,,,,,2026-09-09T15:24:08.139393+00:00
47,0.29243460297584534,0.2680185190000657,,,,,,2026-09-09T15:24:08.407914+00:00
48,0.2882959544658661,0.2698174329999574,,,,,,2026-09-09T15:24:08.678231+00:00
49,0.2850547134876251,0.268851619999964,0.13479092400007175,0.9442899771680235,0.8386394919474626,0.8940859853327053,0.9,2026-09-09T15:24:08.947562+00:00
50,0.2836431860923767,0.25804302699998516,,,,,,2026-09-09T15:24:09.455458+00:00
51,0.28070175647735596,0.2676865099999759,,,,,,2026-09-09T15:24:09.723640+00:00
52,0.2763010263442993,0.27127463199997237,,,,,,2026-09-09T15:24:09.995426+00:00
53,0.27260637283325195,0.2687055110000074,,,,,,2026-09-09T15:24:10.264614+00:00
54,0.2695055902004242,0.26907923399994615,0.13450066400002925,0.949023831567144,0.8453335806492915,0.900103617324362,0.9,2026-09-09T15:24:10.534203+00:00
55,0.26568710803985596,0.2579921789999844,,,,,,2026-09-09T15:24:11.039223+00:00
56,0.26268529891967773,0.27118154799995864,,,,,,2026-09-09T15:24:11.310815+00:00
57,0.25909480452537537,0.2682097290000911,,,,,,2026-09-09T15:24:11.579417+00:00
58,0.2568643391132355,0.2690096649999987,,,,,,2026-09-09T15:24:11.848814+00:00
59,0.2542831003665924,0.2714102059999277,0.1336053139999649,0.9532302267336993,0.85872477462739,0.9023073390509997,0.85,2026-09-09T15:24:12.120624+00:00
60,0.2513671815395355,0.25823617699995793,,,,,,2026-09-09T15:24:12.629061+00:00
61,0.24843552708625793,0.26825301999997464,,,,,,2026-09-09T15:24:12.897710+00:00
62,0.24573804438114166,0.27142646000004333,,,,,,2026-09-09T15:24:13.169525+00:00
63,0.24251432716846466,0.26828742999998667,,,,,,2026-09-09T15:24:13.438198+00:00
64,0.23952187597751617,0.2699817190000431,0.1344539070000792,0.9560781377369416,0.8593612148119322,0.9019887724341737,0.95,2026-09-09T15:24:13.708560+00:00
65,0.23794667422771454,0.2600569229999792,,,,,,2026-09-09T15:24:14.213173+00:00
66,0.2358325868844986,0.27127714599998853,,,,,,2026-09-09T15:24:14.484865+00:00
67,0.23455922305583954,0.2681808979999687,,,,,,2026-09-09T15:24:14.753440+00:00
68,0.23209445178508759,0.2712814230000049,,,,,,2026-09-09T15:24:15.025107+00:00
69,0.23044022917747498,0.27094806699994933,0.13434927100001914,0.9584568682200278,0.8592213831193654,0.9019086897765731,0.95,2026-09-09T15:24:15.296426+00:00
70,0.22824831306934357,0.25832317699996565,,,,,,2026-09-09T15:24:15.797407+00:00
71,0.22679124772548676,0.26841749999994136,,,,,,2026-09-09T15:24:16.066201+00:00
72,0.22435802221298218,0.27179902200009565,,,,,,2026-09-09T15:24:16.338393+00:00
73,0.2221744954586029,0.2701229230000308,,,,,,2026-09-09T15:24:16.608906+00:00
74,0.21998117864131927,0.2692506749999666,0.1344198580000011,0.9626226895994631,0.863139915261511,0.9016265000064343,0.9,2026-09-09T15:24:16.878535+00:00
75,0.21884514391422272,0.260257546000048,,,,,,2026-09-09T15:24:17.383472+00:00
76,0.21765652298927307,0.2707071999999471,,,,,,2026-09-09T15:24:17.654542+00:00
77,0.21568971872329712,0.2688669500000742,,,,,,2026-09-09T15:24:17.923783+00:00
78,0.21396766602993011,0.2717369949999693,,,,,,2026-09-09T15:24:18.195949+00:00
79,0.21236743032932281,0.269648114000006,0.13573996599996008,0.9641058459450188,0.8641468872468304,0.9001691148213444,0.9,2026-09-09T15:24:18.465985+00:00
80,0.21123643219470978,0.2597464560000162,,,,,,2026-09-09T15:24:18.975034+00:00
81,0.21012674272060394,0.27098882600000707,,,,,,2026-09-09T15:24:19.246396+00:00
82,0.2082788497209549,0.2699061519999759,,,,,,2026-09-09T15:24:19.516682+00:00
83,0.20753039419651031,0.27211462900004335,,,,,,2026-09-09T15:24:19.789199+00:00
84,0.2058764100074768,0.27011271300000317,0.13423866599998746,0.9619724024477059,0.8626195580737721,0.9044387995682531,0.95,2026-09-09T15:24:20.059695+00:00
85,0.20469333231449127,0.26177096600008554,,,,,,2026-09-09T15:24:20.563409+00:00
86,0.20452386140823364,0.2703336079999872,,,,,,2026-09-09T15:24:20.834124+00:00
87,0.20201325416564941,0.2710176399999682,,,,,,2026-09-09T15:24:21.105520+00:00
