epoch,loss,train_seconds,validation_seconds,validation_auroc,validation_auprc,validation_macro_f1,validation_threshold,timestamp_utc
0,3.1112797260284424,0.7855429340000342,0.15068714500000624,0.48233970587692865,0.04426363800786003,0.4729829260127218,0.95,2026-09-09T15:21:17.453984+00:00
1,271.2594909667969,0.31585663200002045,,,,,,2026-09-09T15:21:18.038907+00:00
2,71.90288543701172,0.32319375100001935,,,,,,2026-09-09T15:21:18.362487+00:00
3,6.260302543640137,0.3245639090000054,,,,,,2026-09-09T15:21:18.687423+00:00
4,22.729358673095703,0.3269255470000303,0.16153677500000185,0.7016843654444122,0.07841121350710493,0.3092630502463901,0.95,2026-09-09T15:21:19.014737+00:00
5,7.503362655639648,0.3125020040000095,,,,,,2026-09-09T15:21:19.566463+00:00
6,2.010432243347168,0.3243151969999758,,,,,,2026-09-09T15:21:19.891175+00:00
7,0.8882458209991455,0.32264688000003616,,,,,,2026-09-09T15:21:20.214239+00:00
8,2.476156234741211,0.3217915690000268,,,,,,2026-09-09T15:21:20.536418+00:00
9,2.115877866744995,0.3214655799999946,0.15921221999997215,0.8177952941783992,0.5298383781964268,0.7792067107479116,0.5499999999999999,2026-09-09T15:21:20.858272+00:00
10,1.0410290956497192,0.3068917969999916,,,,,,2026-09-09T15:21:21.435025+00:00
11,0.3739291727542877,0.32066413299997976,,,,,,2026-09-09T15:21:21.756146+00:00
12,0.45049849152565,0.3221421650000025,,,,,,2026-09-09T15:21:22.078757+00:00
13,0.5392805337905884,0.32300836400003163,,,,,,2026-09-09T15:21:22.402253+00:00
14,0.5582940578460693,0.3225964339999905,0.15853267199997845,0.9376753433095669,0.4185218112321111,0.7837945119694856,0.9,2026-09-09T15:21:22.725378+00:00
15,0.5308495759963989,0.3067603140000301,,,,,,2026-09-09T15:21:23.286582+00:00
16,0.4881417453289032,0.3232454599999528,,,,,,2026-09-09T15:21:23.610337+00:00
17,0.4490799605846405,0.32369829999998956,,,,,,2026-09-09T15:21:23.934490+00:00
18,0.40986916422843933,0.32361006700000416,,,,,,2026-09-09T15:21:24.258534+00:00
19,0.416474312543869,0.32408449899998004,0.15966138699997146,0.9475996916392179,0.8428758486770778,0.8940859853327053,0.65,2026-09-09T15:21:24.583093+00:00
20,0.4082053303718567,0.30807780999998613,,,,,,2026-09-09T15:21:25.148492+00:00
21,0.42384690046310425,0.32567479499999763,,,,,,2026-09-09T15:21:25.474642+00:00
22,0.41701480746269226,0.32719185700000253,,,,,,2026-09-09T15:21:25.802334+00:00
23,0.40138334035873413,0.3255116430000271,,,,,,2026-09-09T15:21:26.128277+00:00
24,0.383554607629776,0.3254445200000191,0.1587918200000331,0.9488976839744606,0.7943498812072355,0.8727059319508826,0.7999999999999999,2026-09-09T15:21:26.454243+00:00
25,0.36529457569122314,0.3111739330000205,,,,,,2026-09-09T15:21:27.019340+00:00
26,0.34785211086273193,0.3267901020000181,,,,,,2026-09-09T15:21:27.346583+00:00
27,0.33259016275405884,0.3252940230000263,,,,,,2026-09-09T15:21:27.672364+00:00
28,0.320222944021225,0.32667697299996235,,,,,,2026-09-09T15:21:27.999521+00:00
29,0.31125906109809875,0.32801817099999653,0.16216759399998182,0.9446658379778026,0.756299517518375,0.8679026302879632,0.9,2026-09-09T15:21:28.328063+00:00
30,0.3060513436794281,0.3118399460000205,,,,,,2026-09-09T15:21:28.906984+00:00
31,0.30436593294143677,0.3279371719999631,,,,,,2026-09-09T15:21:29.235299+00:00
32,0.30502450466156006,0.33169812300002377,,,,,,2026-09-09T15:21:29.567399+00:00
33,0.3000524640083313,0.32938903900003424,,,,,,2026-09-09T15:21:29.897164+00:00
34,0.29352375864982605,0.328310144999989,0.16325639399997272,0.9484749788831881,0.8293941162916574,0.8911202506800856,0.85,2026-09-09T15:21:30.225855+00:00
35,0.28395456075668335,0.31502754000001687,,,,,,2026-09-09T15:21:30.808263+00:00
36,0.27575749158859253,0.3212372259999938,,,,,,2026-09-09T15:21:31.129896+00:00
37,0.27464690804481506,0.3324618780000037,,,,,,2026-09-09T15:21:31.462744+00:00
38,0.27720537781715393,0.33387593999998444,,,,,,2026-09-09T15:21:31.797017+00:00
39,0.27449831366539,0.3331969690000278,0.16549677299997256,0.9434585833846653,0.8158795885956468,0.8766990918297659,0.9,2026-09-09T15:21:32.130596+00:00
