epoch,time_s
0,0.12697124481201172
1,0.10523033142089844
2,0.11123466491699219
3,0.10465168952941895
4,0.09729909896850586
5,0.10526442527770996
6,0.10159063339233398
7,0.09709596633911133
8,0.10389161109924316
9,0.09868121147155762
10,0.09902739524841309
11,0.10473823547363281
12,0.10514330863952637
13,0.10521602630615234
14,0.09348154067993164
15,0.12313437461853027
16,0.11132192611694336
17,0.10445451736450195
18,0.10804557800292969
19,0.1041572093963623
20,0.1349809169769287
21,0.10418200492858887
22,0.10260200500488281
23,0.09895491600036621
24,0.11036372184753418
25,0.13493704795837402
26,0.10402226448059082
27,0.10559225082397461
28,0.11073684692382812
29,0.10659360885620117
30,0.13562273979187012
31,0.09782743453979492
