epoch,time_s
0,6.630542993545532
1,6.516950845718384
2,6.6094489097595215
3,6.478886604309082
4,6.7428505420684814
5,6.529126882553101
6,6.558197259902954
7,6.527533292770386
8,6.531678199768066
9,6.262284994125366
10,6.562478303909302
11,6.501046419143677
12,6.713622570037842
13,6.3876872062683105
14,6.799957752227783
15,6.360318183898926
16,6.581956624984741
17,6.484584808349609
18,6.399645566940308
19,6.403586387634277
20,6.506170749664307
21,6.5612874031066895
22,6.4644935131073
23,6.519171237945557
24,6.528791427612305
25,6.525431394577026
26,6.512455224990845
27,6.4882636070251465
28,6.403273582458496
29,6.3845436573028564
30,6.527646541595459
31,6.558453559875488
32,6.414412498474121
33,6.426724910736084
34,6.549574613571167
35,6.487469673156738
36,6.6579296588897705
37,6.830421447753906
38,6.580836534500122
39,6.472014665603638
40,6.561075210571289
