epoch,time_s
0,0.1862955093383789
1,0.14859533309936523
2,0.16567468643188477
3,0.17334699630737305
4,0.13942790031433105
5,0.1730492115020752
6,0.1725788116455078
7,0.1692056655883789
8,0.17546606063842773
9,0.1741011142730713
10,0.17772388458251953
11,0.2024235725402832
12,0.1626887321472168
13,0.1715986728668213
14,0.14733648300170898
15,0.19925737380981445
16,0.1400158405303955
17,0.16439557075500488
18,0.16800785064697266
19,0.20467782020568848
20,0.16953086853027344
21,0.14742803573608398
22,0.17479634284973145
23,0.20146417617797852
24,0.16114091873168945
25,0.1709270477294922
26,0.17046046257019043
27,0.18491244316101074
28,0.16962742805480957
29,0.17032623291015625
30,0.17124462127685547
31,0.17972350120544434
32,0.17060232162475586
33,0.1630549430847168
34,0.169694185256958
35,0.1694622039794922
36,0.16101455688476562
37,0.16868805885314941
38,0.17582178115844727
39,0.17169666290283203
40,0.16813421249389648
41,0.16251182556152344
42,0.1623384952545166
43,0.16785264015197754
