epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
1,0.31542781547263815,12.706990503997076,5.958164176001446,0.5581584468422705,0.8465824028444888,0.5581584468422705,1,0,159.296875
2,0.2748451939335576,12.103998849997879,6.102058672004205,0.7020049295290205,0.8781267544133242,0.7020049295290205,2,0,159.296875
3,0.26117476710566767,11.844938057001855,6.351280858005339,0.7297770392447925,0.8906766577256566,0.7297770392447925,3,0,159.296875
4,0.2448255397655346,11.652971757001069,6.045496952006943,0.7826885382480033,0.9058971679870251,0.7826885382480033,4,0,159.296875
5,0.2311390064380787,11.377229318997706,6.224414140997396,0.793323745444879,0.9109498783606762,0.793323745444879,5,0,159.296875
6,0.2139227301986129,12.197502221999457,6.185838594996312,0.807959615944497,0.9169967562846983,0.807959615944497,6,0,159.296875
7,0.20442309202971282,11.983600760999252,6.463910811005917,0.8160027006396633,0.9188135487492983,0.8160027006396633,7,0,159.296875
8,0.19748797240080657,12.306418475003738,6.0293383589960285,0.8311532003518615,0.9302679184080844,0.8311532003518615,8,0,159.296875
9,0.18325406533700447,11.897928778002097,6.076015867998649,0.8368829651451551,0.9341549185952217,0.8368829651451551,9,0,159.296875
10,0.1710855695936415,12.10073734499747,6.085494261998974,0.8466307069158716,0.9399015969059945,0.8466307069158716,10,0,159.296875
11,0.1614999947724519,11.611627316000522,6.285969712000224,0.8460370371032352,0.9321392926205477,0.8466307069158716,10,1,159.296875
12,0.15799213338781287,12.39864724400104,5.521519991001696,0.8516605496935712,0.9394532468342587,0.8516605496935712,12,0,159.296875
13,0.15372968603063514,11.756243125004403,6.565558249996684,0.8579723565380113,0.9432895639698085,0.8579723565380113,13,0,159.296875
14,0.14200003058822067,12.641208698005357,5.617134021995298,0.8661844322260521,0.9558901503337284,0.8661844322260521,14,0,159.296875
15,0.1436753714526141,13.289017770002829,8.294809325998358,0.8649583406488313,0.9529739255193064,0.8661844322260521,14,1,159.296875
16,0.1394891650588424,18.645636931993067,7.73370797100506,0.8472180274780889,0.944810055517435,0.8661844322260521,14,2,159.296875
17,0.13685376555831344,14.526080103998538,7.057718795003893,0.7256646215845002,0.9126341151518931,0.8661844322260521,14,3,159.296875
18,0.13110578501666034,14.102776251995238,7.488771151998662,0.8448827967759541,0.9441472771505208,0.8661844322260521,14,4,159.296875
19,0.12988256525110314,17.875238291999267,8.254601455999364,0.8712638210910797,0.9560110099182832,0.8712638210910797,19,0,159.296875
20,0.12855501528139468,15.4920066689956,7.24377844499395,0.8679895134943374,0.9542098122387873,0.8712638210910797,19,1,159.296875
