epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
1,0.7014517607512297,7.425469248999434,3.840906878998794,0.7101740126284805,0.9000413261805252,0.7101740126284805,1,0,159.296875
2,0.1687568911799678,7.5010401959989395,3.944282682001358,0.8760858900269284,0.9494728962634894,0.8760858900269284,2,0,159.296875
3,0.11981632974412706,7.701071570998465,3.9820395149981778,0.8757848114815434,0.9572157070675567,0.8760858900269284,2,1,159.296875
4,0.12328591170134368,7.70732629000122,4.040359983999224,0.8819897835199196,0.95886485559229,0.8819897835199196,4,0,159.296875
5,0.10705452495151097,7.842549624001549,3.8978461849983432,0.8887624433149467,0.967738288316387,0.8887624433149467,5,0,159.296875
6,0.1061570820985017,7.724177811000118,4.233554632999585,0.8913069137611846,0.9633444576133741,0.8913069137611846,6,0,159.296875
7,0.11016631126403809,7.542059161998623,3.7719990469995537,0.8885970738364568,0.9652314266109413,0.8913069137611846,6,1,159.296875
8,0.10686419628284595,7.502508722998755,3.9344691410005908,0.8959780894604636,0.9726740378017591,0.8959780894604636,8,0,159.296875
9,0.10821424590216742,8.847589812998194,4.004272897996998,0.8892863905145351,0.96896247894704,0.8959780894604636,8,1,159.296875
10,0.11384409445303457,7.98465159099942,4.024892623998312,0.8906024206222769,0.9679371218264612,0.8959780894604636,8,2,159.296875
11,0.09125998285081652,8.138536537000618,4.1459131660012645,0.8991606776277016,0.9723348512257501,0.8991606776277016,11,0,159.296875
12,0.09375830049867984,7.662896924000961,3.6128219260026526,0.898364415310966,0.9729352504522488,0.8991606776277016,11,1,159.296875
13,0.09432315826416016,8.072253911999724,3.8321635210013483,0.8933223851250859,0.9688221258811055,0.8991606776277016,11,2,159.296875
14,0.09990452837061,7.676123860001098,3.732749386999785,0.8845218436205181,0.9681632462104671,0.8991606776277016,11,3,159.296875
15,0.09036928636056406,7.7487244280018786,3.7299086559978605,0.9042120719754253,0.9755746678310773,0.9042120719754253,15,0,159.296875
16,0.10437658098008898,7.349413012001605,3.8536249440003303,0.8938546251997206,0.9717266546066995,0.9042120719754253,15,1,159.296875
17,0.0967673902158384,7.60111332499946,3.76384170700112,0.8963456422160908,0.9737929636329612,0.9042120719754253,15,2,159.296875
18,0.09814940558539496,8.07900773199799,3.9089256990009744,0.8940043547217446,0.9709820036179901,0.9042120719754253,15,3,159.296875
19,0.08980901152999313,8.02717709100034,3.882645270001376,0.8965924509470992,0.9711262553802008,0.9042120719754253,15,4,159.296875
20,0.0926140237737585,7.77246417599963,3.9395852039997408,0.894969472322735,0.9697383195059572,0.9042120719754253,15,5,159.296875
21,0.09154796600341797,7.902136276999954,3.862562522001099,0.8989664520974233,0.970307529162248,0.9042120719754253,15,6,159.296875
22,0.0905524801324915,7.802957803000027,3.901994529998774,0.901360220222615,0.9736526105670263,0.9042120719754253,15,7,159.296875
23,0.08900211475513599,8.103603449999355,4.053817606996745,0.9022731697258182,0.9765064562410329,0.9042120719754253,15,8,159.296875
24,0.08848245938618977,7.706052272002125,3.6925428270005796,0.9041821324534375,0.9748884972865074,0.9042120719754253,15,9,159.296875
