model,dataset,ratio,split_seed,training_seed,rho,reused_selected_tuning_run,run_id,best_validation_epoch,best_validation_auroc,auroc,auprc,macro_f1,fraud_f1,fraud_precision,fraud_recall,gmean,accuracy,train_nodes,validation_nodes,test_nodes,mean_epoch_seconds,total_epoch_seconds,training_wall_seconds,inference_seconds,peak_gpu_memory_mb,summary_path
PC-GNN,YelpChi,TR40,2,72,0.4,True,20260909T052713997720Z_yelp_PCGNN_unified_tuning_yelpchi_tr40_rho0p4_kaggle_t4_seed72_seed72,95,0.8403868266662413,0.8442156107215701,0.536251204967818,0.6483343317803141,0.46888471316458497,0.3333333333333333,0.7902384500745157,0.760223693849608,0.7399047309732597,18381,9099,18474,12.437298313149968,1243.7298313149968,1477.9641840640006,22.66804146600043,269.22119140625,/kaggle/working/pcgnn_clean_restart/PC-GNN-COMP8851-Instrumented/results/unified/yelpchi/pcgnn/tuning_tr40/rho_0p4/20260909T052713997720Z_yelp_PCGNN_unified_tuning_yelpchi_tr40_rho0p4_kaggle_t4_seed72_seed72/summary.json
PC-GNN,YelpChi,TR30,2,72,0.4,False,20260909T094151112754Z_yelp_PCGNN_unified_final_yelpchi_tr30_kaggle_t4_seed72_rho0p4_seed72,90,0.8275775167748027,0.8317402801675116,0.5076227225304158,0.6458282694573954,0.46324022346368715,0.33083306734759016,0.772354694485842,0.7531650502405717,0.7399588611020894,13786,9099,18474,8.856498168200233,885.6498168200233,1118.9261796529972,22.89055012701283,264.99658203125,/kaggle/working/pcgnn_clean_restart/PC-GNN-COMP8851-Instrumented/results/unified-final/yelpchi/pcgnn/tr30/seed72/20260909T094151112754Z_yelp_PCGNN_unified_final_yelpchi_tr30_kaggle_t4_seed72_rho0p4_seed72/summary.json
PC-GNN,YelpChi,TR20,2,72,0.4,False,20260909T100106455384Z_yelp_PCGNN_unified_final_yelpchi_tr20_kaggle_t4_seed72_rho0p4_seed72,95,0.8179867046570661,0.8243298074862979,0.4944741819919309,0.661171914732751,0.47237163814180927,0.35152838427947597,0.7198211624441133,0.7465577977699577,0.7663743639709862,9191,9099,18474,5.73458685673013,573.458685673013,808.0448087439981,23.0818399709824,258.6748046875,/kaggle/working/pcgnn_clean_restart/PC-GNN-COMP8851-Instrumented/results/unified-final/yelpchi/pcgnn/tr20/seed72/20260909T100106455384Z_yelp_PCGNN_unified_final_yelpchi_tr20_kaggle_t4_seed72_rho0p4_seed72/summary.json
PC-GNN,YelpChi,TR10,2,72,0.4,False,20260909T101511383221Z_yelp_PCGNN_unified_final_yelpchi_tr10_kaggle_t4_seed72_rho0p4_seed72,90,0.7941403012140418,0.7978042895341144,0.45880315648047065,0.6790760866271806,0.47660947352984306,0.39298669891172916,0.6054396423248882,0.7135811997012677,0.8068095702067771,4595,9099,18474,2.751827560219863,275.1827560219863,504.6554185189998,22.84062077100316,252.78564453125,/kaggle/working/pcgnn_clean_restart/PC-GNN-COMP8851-Instrumented/results/unified-final/yelpchi/pcgnn/tr10/seed72/20260909T101511383221Z_yelp_PCGNN_unified_final_yelpchi_tr10_kaggle_t4_seed72_rho0p4_seed72/summary.json
