threshold,macro_f1,fraud_recall
0.7100000000000001,0.8013157528758279,0.647191011235955
0.72,0.8008085641927972,0.6441947565543071
0.68,0.8006698549022351,0.6546816479400749
0.67,0.8006040644854338,0.6561797752808989
0.6900000000000001,0.8004846943172534,0.651685393258427
0.66,0.8004137727036104,0.6569288389513108
0.7000000000000001,0.8001389674001823,0.648689138576779
0.73,0.8000104269317425,0.6404494382022472
0.64,0.7999035242219943,0.6614232209737828
0.61,0.7996972910297783,0.6696629213483146
0.65,0.7995638998102811,0.6584269662921348
0.62,0.7995185147673276,0.6666666666666666
0.6,0.7994432012412891,0.6719101123595506
0.63,0.7993700855259358,0.6629213483146067
0.74,0.7993666173170766,0.6367041198501873
0.59,0.7992227019492093,0.6734082397003746
0.5700000000000001,0.7991779987475078,0.6779026217228464
0.5800000000000001,0.7991236514123292,0.6756554307116105
0.56,0.7984107254747683,0.6779026217228464
0.75,0.797976819568183,0.6314606741573033
0.55,0.7974607613058484,0.6786516853932584
0.52,0.7967494128962376,0.6846441947565544
0.54,0.7966043218791425,0.6808988764044944
0.51,0.7965344876018108,0.6861423220973782
0.76,0.7964161273531583,0.6262172284644195
0.53,0.7960867430252055,0.6823970037453183
0.5,0.796081375946605,0.6861423220973782
0.49,0.7956546276837805,0.6891385767790262
0.47000000000000003,0.7955525437933442,0.6951310861423221
0.48000000000000004,0.7954105846094683,0.6913857677902622
0.77,0.795349358481287,0.6202247191011236
0.78,0.7948609505246425,0.6157303370786517
0.79,0.7941568710829112,0.6127340823970038
0.45,0.7941180139629098,0.697378277153558
0.46,0.7939127365416636,0.6951310861423221
0.8300000000000001,0.7938877535868082,0.600749063670412
0.8,0.7938837143241586,0.6112359550561798
0.81,0.7936798155364498,0.6074906367041198
0.8200000000000001,0.7931943110499007,0.6022471910112359
0.8400000000000001,0.793165510012962,0.597752808988764
0.43,0.7931077240510473,0.700374531835206
0.44,0.7928726931304448,0.698876404494382
0.85,0.7923394458998174,0.5925093632958801
0.42000000000000004,0.7922234549635173,0.700374531835206
0.86,0.7916657456516836,0.5872659176029963
0.41000000000000003,0.7914594839525538,0.701123595505618
0.34,0.7912672581354552,0.7205992509363296
0.32,0.791053594293031,0.7258426966292135
0.35000000000000003,0.7908401648346821,0.7168539325842697
0.4,0.7908158362302133,0.702621722846442
0.39,0.7907004065698937,0.7056179775280899
0.37,0.7905262056089972,0.7101123595505618
0.33,0.7904865921431522,0.7220973782771536
0.31,0.7903583321451604,0.7288389513108614
0.38,0.7900607794175964,0.7071161048689139
0.36000000000000004,0.7900043662304277,0.7123595505617978
0.87,0.7897092637038774,0.5805243445692884
0.3,0.7895244067724543,0.7318352059925094
0.29000000000000004,0.7889786347055758,0.7348314606741573
0.88,0.7885645929147032,0.5730337078651685
0.28,0.7877888761159191,0.7363295880149813
0.27,0.7869694601092538,0.7393258426966293
0.26,0.7866026596178968,0.7415730337078652
0.89,0.7853247391684114,0.5617977528089888
0.9400000000000001,0.7848380667559106,0.5348314606741573
0.25,0.7847339739116145,0.7430711610486891
0.9,0.7845794018274237,0.5565543071161049
0.92,0.7840564480008022,0.5453183520599251
0.91,0.7840052289680485,0.5498127340823971
0.24000000000000002,0.7839855472402537,0.7445692883895131
0.93,0.783451292568051,0.5393258426966292
0.9500000000000001,0.7834025562299618,0.5243445692883895
0.23,0.7820538715499066,0.7445692883895131
0.22,0.7807674166263027,0.7460674157303371
0.21000000000000002,0.7802811067781046,0.748314606741573
0.2,0.7785749758378817,0.750561797752809
0.9600000000000001,0.7783359585958596,0.5078651685393258
0.19,0.7776282500334152,0.750561797752809
0.18000000000000002,0.777483243353827,0.755056179775281
0.17,0.7762895158317811,0.7588014981273409
0.97,0.7758563231845866,0.49288389513108616
0.16,0.77479883933277,0.7595505617977528
0.15000000000000002,0.7746591611999037,0.7640449438202247
0.14,0.7742063337882445,0.7700374531835206
0.13,0.7720353361731094,0.7722846441947565
0.12,0.7689983407918584,0.7737827715355805
0.11,0.767325282212222,0.7782771535580524
0.98,0.7672775188938546,0.46441947565543074
0.09999999999999999,0.7644533140995506,0.7805243445692884
0.09,0.7609659851322019,0.7835205992509363
0.99,0.7600124489264761,0.4352059925093633
0.08,0.7586271924660425,0.7872659176029962
0.06999999999999999,0.755032793372028,0.7932584269662921
0.060000000000000005,0.7514026221226596,0.797752808988764
0.05,0.7457162250400233,0.8067415730337079
0.04,0.7401811320134064,0.8142322097378277
0.03,0.732065951447542,0.8269662921348314
0.02,0.7192855035466494,0.8456928838951311
0.01,0.6953432282539003,0.8704119850187266
