epoch,time_s
0,2.2485761642456055
1,4.475250244140625
2,2.223395824432373
3,2.1000969409942627
4,2.2048511505126953
5,2.191340923309326
6,2.224400281906128
7,2.1945888996124268
8,2.1517109870910645
9,2.2472803592681885
10,2.25435471534729
11,2.214366912841797
12,2.1272263526916504
13,2.0712149143218994
14,2.2207071781158447
15,2.2661585807800293
16,2.1328396797180176
17,2.2090349197387695
18,2.3443093299865723
19,2.266963243484497
20,2.2424473762512207
21,2.1939823627471924
22,2.275108575820923
23,2.2276203632354736
24,2.221221923828125
25,2.10033917427063
26,2.123094320297241
27,2.229332208633423
28,2.2462315559387207
29,2.246356725692749
30,2.1889407634735107
31,2.1735198497772217
32,2.148787021636963
33,2.2790534496307373
34,2.097926616668701
35,2.1428840160369873
36,2.2321906089782715
37,2.2009880542755127
38,2.206166982650757
39,2.1572017669677734
40,2.134770154953003
41,2.231137752532959
42,2.241213798522949
43,2.1769793033599854
44,2.141582489013672
45,2.1446452140808105
46,2.257110834121704
47,2.2068710327148438
48,2.142481803894043
49,2.2678511142730713
50,2.3762383460998535
51,2.2043044567108154
52,2.1391868591308594
53,2.1703712940216064
54,2.230529308319092
55,2.2974600791931152
56,2.2971227169036865
57,2.200005531311035
58,2.231566905975342
59,2.1925339698791504
60,2.231548309326172
61,2.1197054386138916
62,2.1495440006256104
63,2.1606247425079346
64,2.2018165588378906
65,2.2217421531677246
66,2.1549155712127686
67,2.162997007369995
68,2.2104005813598633
69,2.2467076778411865
70,2.1496996879577637
71,2.209007501602173
72,2.21761155128479
73,2.2489869594573975
74,2.1517083644866943
75,2.1834285259246826
76,2.2554564476013184
77,2.1948599815368652
78,2.136336326599121
79,2.1653389930725098
80,2.165501117706299
81,2.241990566253662
82,2.1330153942108154
83,2.185112953186035
