epoch,time_s
0,2.025538682937622
1,1.9167520999908447
2,1.766909122467041
3,1.7586352825164795
4,1.747267246246338
5,1.5454530715942383
6,1.4982068538665771
7,1.5580551624298096
8,1.5337104797363281
9,1.5086212158203125
10,1.8714039325714111
11,1.897407054901123
12,1.838620901107788
13,1.9373643398284912
14,1.8342900276184082
15,1.8547077178955078
16,1.9761641025543213
17,1.9145896434783936
18,1.866595983505249
19,1.568993330001831
20,1.5029902458190918
21,1.6159210205078125
22,1.5332517623901367
23,1.5096111297607422
24,1.5643997192382812
25,2.0479788780212402
26,1.8328838348388672
27,1.8746535778045654
28,1.7784557342529297
29,1.8168046474456787
30,1.9341635704040527
31,1.5792362689971924
32,1.5886201858520508
33,1.8489978313446045
34,1.5037217140197754
35,1.524677038192749
36,1.6908769607543945
37,1.5065350532531738
38,1.5167441368103027
