epoch,time_s
0,7.052675485610962
1,6.292784690856934
2,6.158921957015991
3,6.074082851409912
4,6.090264320373535
5,6.112847089767456
6,6.1033935546875
7,6.112684011459351
8,6.124135255813599
9,6.108436822891235
10,6.237724781036377
11,6.13676643371582
12,6.158553123474121
13,6.155718803405762
14,6.132155895233154
15,6.219780445098877
16,6.1512908935546875
17,6.514195919036865
18,6.176127672195435
19,6.172997951507568
20,6.218031406402588
21,6.181673765182495
22,6.163318395614624
23,6.507497549057007
24,6.1766955852508545
25,6.232768297195435
