epoch,train_seconds
1,32.4404918178916
2,31.501869694096968
3,31.990858437027782
4,32.05381342815235
5,32.65451869694516
6,32.187140953028575
7,32.18846499803476
8,32.76457367907278
9,32.32603500992991
10,31.701786054996774
11,31.841321082087234
12,32.00287137716077
13,32.34368029702455
14,31.92265067086555
15,32.28166502411477
16,32.3611466048751
17,32.04565072408877
18,32.07042740401812
19,32.796904464950785
20,31.815061893081293
21,31.788703325903043
22,32.32503211288713
23,31.779626212781295
24,31.57902070786804
25,32.12009852100164
26,32.07798972702585
27,32.2292339541018
28,32.05124579090625
29,32.55594368814491
30,31.822554301004857
31,32.52339701005258
32,31.689796711085364
33,32.03176218504086
34,31.91120447497815
35,32.80865408596583
36,32.354904785053805
37,31.937102009076625
38,32.4907978719566
39,31.776847301982343
40,32.00566234998405
41,32.71006681001745
42,32.943774997023866
43,32.141484887106344
44,32.14216090692207
45,31.803622646955773
46,32.19080010498874
47,31.664888402912766
48,31.594583936966956
49,32.25492220604792
50,31.971945336088538
51,32.03107187105343
52,31.676508574048057
53,32.26169559499249
54,31.721614480018616
55,31.51090061594732
56,31.993533140048385
57,31.678140779025853
58,32.180075126932934
59,32.36580140981823
60,31.850806445116177
61,32.438813008135185
62,31.826755224028602
63,31.497936320956796
64,32.061440309043974
65,32.223328561056405
66,32.662028453079984
67,32.4270508850459
68,32.12785440986045
69,32.43333979905583
70,32.38439395884052
71,31.913839324144647
72,32.21004195115529
73,31.90900945593603
74,31.882084674900398
75,32.08982121082954
76,31.569260169984773
77,32.16502001998015
78,32.63037818996236
79,32.215083827031776
80,32.231808237032965
81,32.673838545102626
82,31.25033812900074
83,31.94423287990503
84,31.87865545717068
85,31.636742417002097
86,32.26774522010237
87,32.16614982299507
88,33.05089126504026
89,32.40540524106473
90,32.32188104884699
91,31.679293032037094
92,31.87190008815378
93,32.003006112994626
94,31.873591902200133
95,31.785211144015193
96,32.19066289998591
97,32.179840840166435
98,32.599964634981006
99,31.896753884851933
100,32.11811030213721
