threshold,macro_f1,fraud_recall
0.5,0.8542253440633858,0.7617977528089888
0.49,0.8541485128857609,0.7640449438202247
0.48000000000000004,0.8537229018155597,0.7647940074906368
0.51,0.8536131272387004,0.7595505617977528
0.52,0.8536057956350298,0.7580524344569288
0.47000000000000003,0.8533872742112921,0.7662921348314606
0.54,0.8529551754066691,0.749812734082397
0.53,0.8528825337114141,0.752059925093633
0.46,0.8528078273146882,0.7700374531835206
0.45,0.8521363396271333,0.7715355805243446
0.5800000000000001,0.8519999036243804,0.7378277153558053
0.56,0.8519427096967205,0.7415730337078652
0.55,0.8518733387341908,0.7438202247191011
0.5700000000000001,0.8518377157225101,0.7393258426966293
0.62,0.8518280844514069,0.7280898876404495
0.63,0.8518142425296326,0.7265917602996255
0.44,0.8518057212374289,0.7730337078651686
0.6,0.8517740027953984,0.7318352059925094
0.59,0.8517061888947437,0.7340823970037453
0.61,0.851665952058466,0.7295880149812735
0.42000000000000004,0.8512275570675524,0.7752808988764045
0.43,0.8512190950627481,0.7737827715355805
0.67,0.851113003964979,0.7183520599250937
0.65,0.8509679728885269,0.7213483146067415
0.66,0.8509520055248597,0.7198501872659177
0.41000000000000003,0.8507318184091544,0.7767790262172285
0.38,0.8506939143906538,0.7850187265917603
0.4,0.8504054029632592,0.7782771535580524
0.64,0.8503586461043958,0.7220973782771536
0.39,0.8503438856296592,0.7820224719101123
0.36000000000000004,0.849966112331389,0.7887640449438202
0.68,0.8498017715042702,0.7123595505617978
0.37,0.8496170509620878,0.7857677902621722
0.6900000000000001,0.8495066947746017,0.7101123595505618
0.7000000000000001,0.8494870662282021,0.7086142322097378
0.72,0.8491482856193036,0.7033707865168539
0.7100000000000001,0.8490904016760958,0.7056179775280899
0.34,0.8490696975190059,0.7910112359550562
0.35000000000000003,0.8490605119409635,0.7895131086142322
0.73,0.8484681460902269,0.699625468164794
0.75,0.8481180613346988,0.6943820224719102
0.74,0.8480639558544867,0.6966292134831461
0.77,0.8478649282542456,0.6898876404494382
0.33,0.8476761121227219,0.7917602996254681
0.76,0.8474526920122776,0.6921348314606741
0.32,0.8471953436965403,0.7932584269662921
0.28,0.8468469717792978,0.8014981273408239
0.29000000000000004,0.8468364297079947,0.8
0.78,0.8468084655037087,0.6861423220973782
0.31,0.846390104598447,0.7947565543071161
0.3,0.8462390517972874,0.7962546816479401
0.79,0.8462119258926523,0.6831460674157304
0.27,0.8454758727005607,0.802247191011236
0.8,0.8450091452400864,0.6771535580524345
0.26,0.8446819149585256,0.80374531835206
0.81,0.8439006884928145,0.6719101123595506
0.8200000000000001,0.8437247302043998,0.6681647940074906
0.25,0.8433239000204051,0.8044943820224719
0.21000000000000002,0.8426379186075941,0.8164794007490637
0.23,0.8424237378292134,0.8104868913857678
0.8300000000000001,0.8424175125531427,0.6629213483146067
0.86,0.84233721899587,0.6561797752808989
0.24000000000000002,0.8423073781566013,0.8067415730337079
0.22,0.8422793089554984,0.8119850187265918
0.85,0.8421931276225092,0.6576779026217229
0.8400000000000001,0.8418671234600841,0.6591760299625468
0.87,0.8412183815152692,0.648689138576779
0.2,0.8411450640755709,0.8172284644194756
0.19,0.8396609047817676,0.8179775280898877
0.89,0.8389018003451156,0.6359550561797753
0.9,0.8388246564066243,0.6307116104868914
0.18000000000000002,0.8388092361831365,0.8187265917602996
0.88,0.8384446150976744,0.6389513108614232
0.17,0.8366698188030542,0.8217228464419476
0.91,0.8362921402196326,0.6194756554307116
0.16,0.8353880158310067,0.8239700374531835
0.15000000000000002,0.8331762939172416,0.8247191011235955
0.92,0.8329572871259802,0.6082397003745318
0.93,0.8323872130489469,0.601498127340824
0.14,0.8296725249977948,0.8284644194756554
0.13,0.8287605082999953,0.8322097378277153
0.9400000000000001,0.8279241607976126,0.5865168539325842
0.12,0.8261922539188334,0.8344569288389513
0.11,0.8229791296324274,0.8397003745318352
0.09999999999999999,0.8203077630913104,0.8441947565543071
0.9500000000000001,0.8199378809465269,0.5632958801498127
0.09,0.8179249174917491,0.8471910112359551
0.9600000000000001,0.8145864490950357,0.5453183520599251
0.08,0.8145746784166925,0.850187265917603
0.97,0.8111816648580381,0.5303370786516854
0.06999999999999999,0.8099128468006304,0.854681647940075
0.060000000000000005,0.8056556056556057,0.8606741573033708
0.05,0.7999084395569205,0.8659176029962546
0.98,0.7993234774861537,0.49812734082397003
0.04,0.7956184179281729,0.8756554307116104
0.03,0.7876007972299466,0.8868913857677903
0.99,0.7771158009068608,0.4434456928838951
0.02,0.7721611987416925,0.8958801498127341
0.01,0.7456492241008731,0.9205992509363295
