model,dataset,ratio,split_seed,training_seed,rho,run_id,best_validation_epoch,best_validation_auroc,auroc,auprc,macro_f1,fraud_f1,fraud_precision,fraud_recall,gmean,accuracy,train_nodes,validation_nodes,test_nodes,mean_epoch_seconds,total_epoch_seconds,training_wall_seconds,inference_seconds,peak_gpu_memory_mb,summary_path
PC-GNN,YelpChi,TR40,2,2,0.4,20260909T065838846264Z_yelp_PCGNN_unified_final_yelpchi_tr40_kaggle_t4_seed2_rho0p4_seed2,95,0.8282509794095899,0.8330752735465201,0.5158151939828552,0.5745851269352285,0.4090385467434648,0.268340890594117,0.8599105812220567,0.7191654260746757,0.6390061708346866,18381,9099,18474,12.822952291479924,1282.2952291479924,1524.1934082340013,23.819099623999136,269.0654296875,/kaggle/working/pcgnn_clean_restart/PC-GNN-COMP8851-Instrumented/results/unified-final/yelpchi/pcgnn/tr40/seed2/20260909T065838846264Z_yelp_PCGNN_unified_final_yelpchi_tr40_kaggle_t4_seed2_rho0p4_seed2/summary.json
PC-GNN,YelpChi,TR30,2,2,0.4,20260909T072441845500Z_yelp_PCGNN_unified_final_yelpchi_tr30_kaggle_t4_seed2_rho0p4_seed2,95,0.8326369485878781,0.836616949454889,0.5182695176671008,0.644685087289367,0.46391184573002753,0.3293694257549679,0.7842771982116244,0.755906649720879,0.7366569232434773,13786,9099,18474,9.282345583359948,928.2345583359947,1171.1146734909998,22.859621575000347,265.0068359375,/kaggle/working/pcgnn_clean_restart/PC-GNN-COMP8851-Instrumented/results/unified-final/yelpchi/pcgnn/tr30/seed2/20260909T072441845500Z_yelp_PCGNN_unified_final_yelpchi_tr30_kaggle_t4_seed2_rho0p4_seed2/summary.json
PC-GNN,YelpChi,TR20,2,2,0.4,20260909T074449941639Z_yelp_PCGNN_unified_final_yelpchi_tr20_kaggle_t4_seed2_rho0p4_seed2,95,0.8079986137796835,0.8135912719948581,0.4849372427330664,0.6422451877357801,0.45219399538106236,0.3276439089692102,0.7295081967213115,0.737478136634667,0.7432066688318718,9191,9099,18474,5.686304326220107,568.6304326220106,799.9377594449998,22.734640674003458,261.85107421875,/kaggle/working/pcgnn_clean_restart/PC-GNN-COMP8851-Instrumented/results/unified-final/yelpchi/pcgnn/tr20/seed2/20260909T074449941639Z_yelp_PCGNN_unified_final_yelpchi_tr20_kaggle_t4_seed2_rho0p4_seed2/summary.json
PC-GNN,YelpChi,TR10,2,2,0.4,20260909T075847116328Z_yelp_PCGNN_unified_final_yelpchi_tr10_kaggle_t4_seed2_rho0p4_seed2,90,0.7920663203126019,0.7969031291853115,0.45975342821155174,0.6749297582656454,0.47234592730929464,0.3843815758709376,0.6125186289120715,0.7144091745553092,0.8011800368084876,4595,9099,18474,2.8590761218800615,285.90761218800617,523.7589263009995,23.820250228993245,256.72998046875,/kaggle/working/pcgnn_clean_restart/PC-GNN-COMP8851-Instrumented/results/unified-final/yelpchi/pcgnn/tr10/seed2/20260909T075847116328Z_yelp_PCGNN_unified_final_yelpchi_tr10_kaggle_t4_seed2_rho0p4_seed2/summary.json
