epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
1,0.7540420249656394,6.8449357809986395,3.593042582997441,0.8554563350650501,0.9407437153016031,0.8554563350650501,1,0,159.296875
2,0.1359636077174434,7.222285255000315,3.6003819510005997,0.8892363579873171,0.9614613873120829,0.8892363579873171,2,0,159.296875
3,0.11983650702017325,7.03867173099934,3.628290159002063,0.8931094593732775,0.9659721789033747,0.8931094593732775,3,0,159.296875
4,0.1082959528322573,7.116256732999318,3.633417629000178,0.9060837299355678,0.9774265485621608,0.9060837299355678,4,0,159.296875
5,0.10596697418778031,7.11036614600016,3.5906909160003124,0.896802012718569,0.9689039985029005,0.9060837299355678,4,1,159.296875
6,0.09780601218894676,7.219207027999801,3.9163218760004384,0.9016849186259703,0.9697851038612688,0.9060837299355678,4,2,159.296875
7,0.09267131487528484,7.074684801998956,3.5170663749995583,0.9070975935151777,0.97233485122575,0.9070975935151777,7,0,159.296875
8,0.1111820450535527,7.405133967000438,3.6645083100011107,0.8991124279672548,0.96964864949161,0.9070975935151777,7,1,159.296875
9,0.09269172173959238,7.338627921999432,3.6285298769980727,0.9059963154619537,0.9767598714989708,0.9070975935151777,7,2,159.296875
10,0.08909514215257433,7.163213068000914,3.926784810002573,0.9180117879675612,0.9833486682053522,0.9180117879675612,10,0,159.296875
11,0.08870819762901024,6.992060153999773,3.8307821289999993,0.914395277476782,0.9813993200673695,0.9180117879675612,10,1,159.296875
12,0.08289630324752242,7.130341303000023,3.6853651920027914,0.916888885916455,0.9789353440209594,0.9180117879675612,10,2,159.296875
13,0.08702196898283782,7.448815472998831,3.6117321909987368,0.9123664661159993,0.9817502027322063,0.9180117879675612,10,3,159.296875
14,0.08346418981198911,7.051237759002106,3.5731542249995982,0.9137122143016002,0.9758748674443266,0.9180117879675612,10,4,159.296875
15,0.09079692981861255,7.323948825000116,3.591002876000857,0.9112009513620684,0.9818281766577256,0.9180117879675612,10,5,159.296875
16,0.08157511993690773,7.025461784000072,3.5175788829983503,0.9232993368952835,0.9841284074605452,0.9232993368952835,16,0,159.296875
17,0.07529158945436831,7.157179650002945,3.6404274710002937,0.9231561335050384,0.9841011165866134,0.9232993368952835,16,1,159.296875
18,0.07679850083810312,7.280808553998213,3.6101110679992416,0.9266492202645255,0.9853681928763022,0.9266492202645255,18,0,159.296875
19,0.07729127671983507,7.257742753998173,3.6410415610007476,0.9176754368283442,0.9844013161998628,0.9266492202645255,18,1,159.296875
20,0.07213916160442212,6.948915509998187,3.6600459740002407,0.9159787343758735,0.9815552679184081,0.9266492202645255,18,2,159.296875
21,0.08295970492892796,7.032650344001013,3.9878323400007503,0.9063045121572344,0.9740190880169671,0.9266492202645255,18,3,159.296875
22,0.0763037293045609,7.17636745100026,3.6835653630005254,0.9123558099940279,0.9805143160127253,0.9266492202645255,18,4,159.296875
23,0.08238943417867024,7.075013566998678,3.843197042999236,0.9172571030232542,0.9829626972740315,0.9266492202645255,18,5,159.296875
24,0.07746082765084726,8.427558570001565,4.3963473069998145,0.9220035463225196,0.9842414696525481,0.9266492202645255,18,6,159.296875
25,0.07599874779030129,7.501346183998976,3.7351820090007095,0.9134345526928612,0.9809899569583931,0.9266492202645255,18,7,159.296875
26,0.07226252997363056,7.451924957000301,3.6376349890015263,0.9196521948788178,0.9831732268729336,0.9266492202645255,18,8,159.296875
27,0.07064683790560122,9.080129098001635,4.009218041999702,0.9175501509890838,0.9823077162996694,0.9266492202645255,18,9,159.296875
28,0.06819484410462556,7.557035366000491,3.5642805869974836,0.9209144504703228,0.9847989832200111,0.9266492202645255,18,10,159.296875
29,0.06738381915622288,7.200449080999533,3.6822588960021676,0.911301486254087,0.9810250452248769,0.9266492202645255,18,11,159.296875
30,0.06886634561750624,7.143178268001066,3.6855290589992364,0.9148796009790925,0.9822960202108415,0.9266492202645255,18,12,159.296875
31,0.07275014011948197,7.45110768500308,4.018814388997271,0.9185193308156515,0.9833369721165242,0.9266492202645255,18,13,159.296875
32,0.06722548714390507,7.954023709997273,3.9668956050009,0.9100323509524423,0.9762179527166116,0.9266492202645255,18,14,159.296875
33,0.07492279123376917,7.207484630998806,3.6535004019970074,0.9182350092810346,0.9833447695090761,0.9266492202645255,18,15,159.296875
34,0.06445371663128888,7.13602828600051,3.74612963799882,0.9176948634821102,0.9834851225750109,0.9266492202645255,18,16,159.296875
35,0.06863336651413529,7.056170176001615,3.5666443160007475,0.9149306973896195,0.9811887904684674,0.9266492202645255,18,17,159.296875
36,0.06899555965706154,6.932057582002017,3.6031883420000668,0.9151837132261018,0.9815513692221322,0.9266492202645255,18,18,159.296875
37,0.06303412825972945,7.183570942997903,4.027257556001132,0.9204523729911861,0.9848574636641506,0.9266492202645255,18,19,159.296875
38,0.06428421868218316,7.675861783998698,3.723656280002615,0.9161599325202028,0.9814733952966128,0.9266492202645255,18,20,159.296875
