epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
1,0.44943647384643554,0.5542276810010662,0.41735046199755743,0.11908310585819973,0.5519113895558224,0.11908310585819973,1,0,149.37646484375
2,0.3171902894973755,0.5606816100043943,0.4307090610018349,0.12766649233633678,0.5741484093637454,0.12766649233633678,2,0,149.37646484375
3,0.20835230350494385,0.5702030870015733,0.43926504199771443,0.11573213116979947,0.5395501950780313,0.12766649233633678,2,1,149.37646484375
4,0.09709784984588624,0.5208802150009433,0.4721108459998504,0.10675240057803907,0.5181853991596638,0.12766649233633678,2,2,149.37744140625
5,0.04868167042732239,0.5740162469955976,0.40726215799804777,0.10753360838288079,0.5236344537815125,0.12766649233633678,2,3,149.3798828125
6,0.04284437894821167,0.5227663449986721,0.4330057890038006,0.10958060457526975,0.5327412214885954,0.12766649233633678,2,4,149.3798828125
7,0.03467574119567871,0.5722235919965897,0.442726893001236,0.11269243693503084,0.5335946878751501,0.12766649233633678,2,5,149.3798828125
8,0.027028033137321474,0.5572810949961422,0.44250799400469987,0.12033940950029057,0.5665844462785113,0.12766649233633678,2,6,149.3798828125
9,0.019057533144950865,0.5563466419989709,0.45236458200088236,0.1307443804321155,0.5726571878751501,0.1307443804321155,9,0,149.3798828125
10,0.017550633847713472,0.5907671870008926,0.39000515199586516,0.12007301030982259,0.5628470138055222,0.1307443804321155,9,1,149.3798828125
11,0.010339582711458207,0.5541483470005915,0.4317344139999477,0.10858896566967222,0.5168067226890757,0.1307443804321155,9,2,149.3798828125
12,0.017189665138721465,0.5716862839981331,0.4610618020014954,0.11362836563214875,0.5314094387755102,0.1307443804321155,9,3,149.3798828125
13,0.008845731616020203,0.5241440770041663,0.415069347996905,0.13199743676781459,0.5725258853541417,0.13199743676781459,13,0,149.3798828125
14,0.009741007536649703,0.5291511050018016,0.46141563200217206,0.13483463525460976,0.5758553421368547,0.13483463525460976,14,0,149.3798828125
15,0.004422058537602425,0.5350644520003698,0.41642339900135994,0.12848524252215945,0.5708658463385354,0.13483463525460976,14,1,149.3798828125
16,0.0030880844220519065,0.5346109630045248,0.4332185399980517,0.12638995163415961,0.5693089735894358,0.13483463525460976,14,2,149.380859375
17,0.0013800560496747493,0.5067242680015625,0.4286402680008905,0.12575128974096034,0.5689432022809124,0.13483463525460976,14,3,149.380859375
18,0.0010150171816349029,0.54019726900151,0.39864860200032126,0.12768070579178536,0.5679584333733494,0.13483463525460976,14,4,149.380859375
19,0.0005071900784969329,0.5853241099976003,3.028278126999794,0.1271717673503113,0.5675082533013205,0.13483463525460976,14,5,149.380859375
20,0.000551748089492321,0.5713848829982453,1.278341488003207,0.12764238711383522,0.5691495348139256,0.13483463525460976,14,6,149.38134765625
21,0.0005692041013389826,2.5965050529994187,1.0055861799992272,0.12825858620706498,0.5707626800720288,0.13483463525460976,14,7,149.38134765625
22,0.0006106747779995203,3.7673782569981995,2.403451865000534,0.12810754283931058,0.5714754651860745,0.13483463525460976,14,8,149.38134765625
23,0.0005806462839245796,0.5001611429979675,0.4320554129953962,0.12804375386248779,0.5716349039615847,0.13483463525460976,14,9,149.38134765625
24,0.0006564188282936811,0.5519724530022359,0.43185184900357854,0.12824807343257802,0.5730604741896759,0.13483463525460976,14,10,149.38134765625
25,0.000836564227938652,0.5613730129989563,0.4868503399993642,0.12838298666353717,0.5746736194477792,0.13483463525460976,14,11,149.3828125
26,0.000864308699965477,0.6125429289968451,0.44883055800164584,0.12744022555271475,0.5736982292917167,0.13483463525460976,14,12,149.3828125
27,0.0007976367138326168,0.5374179890059168,0.4554221740036155,0.12703965077688642,0.573501275510204,0.13483463525460976,14,13,149.3828125
28,0.001117747463285923,0.5640676969997003,0.39991963200009195,0.12735874642672906,0.573079231692677,0.13483463525460976,14,14,149.3828125
29,0.001162401493638754,0.5593520969996462,0.43975682299787877,0.1281828213834194,0.5750675270108043,0.13483463525460976,14,15,149.3828125
30,0.001059879921376705,0.6446732990007149,0.4540526429991587,0.12736114039455587,0.5743734993997599,0.13483463525460976,14,16,149.3828125
31,0.0008582557551562786,0.6497636400017655,0.4178380439989269,0.1268661692673873,0.5744579081632653,0.13483463525460976,14,17,149.3828125
32,0.0008941471576690673,0.6620040699999663,0.45910483400075464,0.12755613217795705,0.5756865246098439,0.13483463525460976,14,18,149.3828125
33,0.0008737609721720218,0.6025530719998642,0.4671526439997251,0.12830396616385345,0.5762304921968787,0.13483463525460976,14,19,149.3837890625
34,0.0007483966648578644,0.6707049219985493,0.4858070949994726,0.12793918969693477,0.5761179471788715,0.13483463525460976,14,20,149.3837890625
