epoch,train_seconds,validation_seconds,cumulative_seconds,train_loss,validation_auroc,validation_auprc,validation_macro_f1,validation_threshold,is_best_checkpoint,timestamp_utc,notes
0,61.533224708999114,333.1397504249999,394.672975133999,83.7721548010833,0.587925673255391,0.03657313561879022,0.2308681993592635,0.99,True,2026-09-17T02:35:21.607176+00:00,
1,61.402396814000895,325.70133354000063,781.7767054880005,19.6055239830574,0.7130737962431096,0.056341272680403794,0.5115116409048516,0.01,True,2026-09-17T02:42:00.077677+00:00,
2,62.36850909099849,335.03898300400033,1179.1841975829993,17.506722457217474,0.7121406293107708,0.055979800016999745,0.4253706624362417,0.99,False,2026-09-17T02:48:49.293300+00:00,
3,62.47685617300158,334.540576976,1576.201630732001,13.090320761186364,0.6798599523405775,0.04847403795113264,0.40403111788053664,0.99,False,2026-09-17T02:55:37.796318+00:00,
4,62.03143406399977,335.26509415799956,1973.4981589540002,12.556677766089893,0.7413494370869834,0.07203194506555183,0.5099471954987097,0.01,True,2026-09-17T03:02:26.461595+00:00,
5,62.309576718000244,335.4260299639991,2371.2337656359996,13.47211191776025,0.7123648755141831,0.055746832493861545,0.4543097038137238,0.99,False,2026-09-17T03:09:15.805153+00:00,
6,61.982396895999045,334.71865886200067,2767.9348213939993,11.099848200804995,0.7661324737100899,0.08592878522475503,0.5538213232488328,0.59,True,2026-09-17T03:16:03.716630+00:00,
7,62.15601835999951,335.38147253200077,3165.4723122859996,11.19646747790984,0.7135895711726224,0.057842236368427564,0.42362311857639895,0.99,False,2026-09-17T03:22:52.911894+00:00,
8,62.093252782999116,336.74197741399985,3564.3075424829985,8.625264453191827,0.730349646701881,0.057334466082764754,0.4929974745238862,0.99,False,2026-09-17T03:29:43.382375+00:00,
9,61.99457753999923,333.196686694002,3959.4988067169998,9.990599750602332,0.7504464967188311,0.06801610141057901,0.5120782565174625,0.99,False,2026-09-17T03:36:30.124383+00:00,
10,62.18140948200016,334.0800667779986,4355.7602829769985,8.170011536048277,0.6945874978545193,0.055627435659915445,0.4097566563454266,0.99,False,2026-09-17T03:43:16.991692+00:00,
11,61.41970002800008,332.8672110389998,4750.047194043998,8.200881470728964,0.7605005731022048,0.07939909245998457,0.5445796926586562,0.08,False,2026-09-17T03:50:02.065724+00:00,
12,62.770588371000485,336.86233909399743,5149.680121508996,9.000451968534149,0.7031630730857359,0.05423265726467165,0.40735702460504764,0.99,False,2026-09-17T03:56:52.669184+00:00,
13,62.31967366599929,336.53901621099794,5548.5388113859935,7.213236760048971,0.7687645290095008,0.07524679407590477,0.538045830059567,0.95,False,2026-09-17T04:03:43.456328+00:00,
14,64.6835476640008,337.8662915800014,5951.088650629996,5.91984214573881,0.7926932402536468,0.10060476017282914,0.5786746524597904,0.37,True,2026-09-17T04:10:37.276046+00:00,
15,62.47661909100134,340.3570461740019,6353.922315894999,6.556747882035527,0.7672963013260723,0.08209148495411857,0.5602066278186648,0.46,False,2026-09-17T04:17:31.384732+00:00,
