threshold,macro_f1,fraud_recall
0.73,0.9042567503080972,0.7962546816479401
0.7100000000000001,0.9040536887436577,0.798501872659176
0.72,0.9039274638607337,0.797003745318352
0.74,0.90335436382755,0.7902621722846442
0.7000000000000001,0.9033346072715207,0.799250936329588
0.8200000000000001,0.9032490413024078,0.7730337078651686
0.76,0.9030356588646102,0.7842696629213484
0.81,0.9029808972726717,0.7745318352059926
0.8,0.9029129859483238,0.7760299625468164
0.8400000000000001,0.9027851248126533,0.7677902621722846
0.8300000000000001,0.9027840665230595,0.7700374531835206
0.75,0.9026376924043997,0.7865168539325843
0.79,0.9024473434851441,0.7775280898876404
0.65,0.9023406412368521,0.8104868913857678
0.66,0.9022188057413412,0.8067415730337079
0.77,0.902180993766868,0.7812734082397004
0.6900000000000001,0.9020985222637072,0.800749063670412
0.78,0.9019836557263512,0.7790262172284644
0.85,0.901779085354455,0.7632958801498128
0.68,0.9017081539084936,0.8029962546816479
0.67,0.9016421476104772,0.8044943820224719
0.86,0.9015756249775833,0.7610486891385768
0.64,0.9014422100197141,0.8112359550561797
0.63,0.9011218371249501,0.8119850187265918
0.61,0.9010566810241991,0.8134831460674158
0.6,0.9009916125753006,0.8149812734082397
0.62,0.9009302948879423,0.8119850187265918
0.54,0.9009166091068894,0.8254681647940075
0.59,0.9007359915106617,0.8164794007490637
0.5800000000000001,0.9007342099725961,0.8187265917602996
0.53,0.9007248371673329,0.8277153558052435
0.87,0.9006976729563865,0.7580524344569288
0.56,0.9006695915206978,0.8202247191011236
0.55,0.9004781089899303,0.8224719101123595
0.5700000000000001,0.9001641515271174,0.8187265917602996
0.52,0.9000955399437058,0.8292134831460675
0.48000000000000004,0.9000279322876985,0.8352059925093633
0.51,0.8999061521645589,0.8314606741573034
0.49,0.899904511519299,0.8337078651685393
0.89,0.8997315870827589,0.749812734082397
0.5,0.8995934206339029,0.8322097378277153
0.47000000000000003,0.8994674398188529,0.8352059925093633
0.46,0.899342743060471,0.8359550561797753
0.44,0.89934175742836,0.8382022471910112
0.43,0.8993405436792746,0.8404494382022472
0.88,0.899335549037485,0.752059925093633
0.45,0.8992182331968157,0.8367041198501872
0.39,0.8990899345382968,0.846441947565543
0.9,0.898973439419694,0.7460674157303371
0.41000000000000003,0.8989685717957911,0.8426966292134831
0.4,0.8986600360526733,0.8434456928838951
0.38,0.8986589625881996,0.847940074906367
0.37,0.8984743468944043,0.850187265917603
0.42000000000000004,0.8984132145858548,0.8404494382022472
0.36000000000000004,0.8981071935699583,0.850187265917603
0.34,0.8981068597054692,0.854681647940075
0.35000000000000003,0.8979240749755713,0.8524344569288389
0.91,0.8977327983554672,0.7415730337078652
0.33,0.8972554606975931,0.8554307116104869
0.32,0.8970136765161121,0.8569288389513109
0.31,0.8964099125944613,0.8584269662921349
0.92,0.8961348176723354,0.7355805243445693
0.3,0.8957472937203406,0.8591760299625468
0.29000000000000004,0.895025129680393,0.8591760299625468
0.28,0.8942488127326402,0.8606741573033708
0.93,0.8936114634372521,0.7265917602996255
0.27,0.8935383053095104,0.8629213483146068
0.25,0.8933740655635498,0.8674157303370786
0.24000000000000002,0.8933193936401554,0.8689138576779026
0.26,0.8930641648318596,0.8636704119850187
0.23,0.8928554540483469,0.8719101123595505
0.22,0.8924475559230293,0.8734082397003745
0.21000000000000002,0.8923404903304402,0.8764044943820225
0.9400000000000001,0.8917465207817179,0.7183520599250937
0.2,0.8903557813414055,0.8779026217228464
0.19,0.8895441476906403,0.8786516853932584
0.18000000000000002,0.8886867842693404,0.8808988764044944
0.9500000000000001,0.8885141389881626,0.7071161048689139
0.17,0.8884162178517828,0.8838951310861424
0.16,0.886940545308863,0.8868913857677903
0.15000000000000002,0.8847757805063774,0.8876404494382022
0.9600000000000001,0.8843653776783424,0.6936329588014981
0.13,0.8824815146634719,0.8906367041198502
0.14,0.8824581948474761,0.8883895131086142
0.97,0.8812527957661587,0.6808988764044944
0.12,0.8808198539770822,0.8928838951310861
0.11,0.8771437195771663,0.8928838951310861
0.09999999999999999,0.8754876803718747,0.8966292134831461
0.09,0.8735819430456541,0.897378277153558
0.98,0.8729927683766352,0.6539325842696629
0.08,0.8714033305094218,0.900374531835206
0.06999999999999999,0.8694765505150678,0.9041198501872659
0.060000000000000005,0.8658870209250844,0.9086142322097378
0.05,0.8597047464154769,0.9131086142322098
0.99,0.8538381098068185,0.6
0.04,0.8528921102185418,0.9205992509363295
0.03,0.8445818867827755,0.9243445692883895
0.02,0.8307790241648207,0.9348314606741573
0.01,0.8057611505794009,0.9483146067415731
