epoch,train_seconds,valid_seconds,peak_memory_bytes,loss
0,1.036332931369543,0.3880938421934843,3495821312,1.6963763236999512
1,0.4589592032134533,0.3862650506198406,3571251712,1.692511796951294
2,0.45559022203087807,0.38861238956451416,3571251712,1.6924769878387451
3,0.45659635961055756,0.38757774513214827,3571251712,1.691389560699463
4,0.4562539095059037,0.3869892666116357,3571251712,1.6886930465698242
5,0.4583636010065675,0.3951462684199214,3571251712,1.6877562999725342
6,0.4604018861427903,0.3869323907420039,3571251712,1.6846511363983154
7,0.4627710282802582,0.4084309972822666,3571251712,1.6814000606536865
8,0.4731359891593456,0.3937362711876631,3571251712,1.675908088684082
9,0.4607399655506015,0.3912615058943629,3571251712,1.6717331409454346
10,0.4685998046770692,0.3925715275108814,3571251712,1.6646840572357178
11,0.4617199767380953,0.3918542293831706,3571251712,1.655469536781311
12,0.46108693070709705,0.39019438065588474,3571251712,1.6434292793273926
13,0.4670500373467803,0.38943974766880274,3571251712,1.632920265197754
14,0.46105996798723936,0.3867308348417282,3571251712,1.6213622093200684
15,0.46262970194220543,0.39071488846093416,3571251712,1.6096017360687256
16,0.4601942887529731,0.3871098766103387,3571251712,1.6069949865341187
17,0.4550839150324464,0.3872968228533864,3571251712,1.5954680442810059
18,0.4562356770038605,0.3874567598104477,3571251712,1.6111376285552979
19,0.45985325891524553,0.38825289346277714,3571251712,1.6002206802368164
20,0.4583004405722022,0.3868471635505557,3571251712,1.6047790050506592
21,0.45658108592033386,0.3875793619081378,3571251712,1.5858306884765625
22,0.4576401598751545,0.38750957883894444,3571251712,1.5792765617370605
23,0.4576024506241083,0.3874032460153103,3571251712,1.5648990869522095
24,0.45660710893571377,0.38848656602203846,3571251712,1.556060552597046
25,0.45698858238756657,0.3895569872111082,3571251712,1.5392515659332275
26,0.45651313848793507,0.38847743440419436,3571251712,1.5350325107574463
27,0.4574700780212879,0.38739492278546095,3571251712,1.52182936668396
28,0.4574188366532326,0.3870193138718605,3571251712,1.5113286972045898
29,0.45766603387892246,0.3875188669189811,3571251712,1.4991052150726318
30,0.45758413430303335,0.38860594760626554,3571251712,1.497750163078308
31,0.45778954587876797,0.3884435771033168,3571251712,1.5017211437225342
32,0.45706005301326513,0.3878089049831033,3571251712,1.4916276931762695
33,0.4565834077075124,0.38758185785263777,3571251712,1.4733810424804688
34,0.457070535980165,0.3875795528292656,3571251712,1.4668666124343872
35,0.45665227994322777,0.3876173384487629,3571251712,1.453499436378479
36,0.45795619394630194,0.3873462015762925,3571251712,1.45956289768219
37,0.45684231631457806,0.38720571994781494,3571251712,1.4312702417373657
38,0.45919882133603096,0.3896221173927188,3571251712,1.4364888668060303
39,0.4578995117917657,0.38731145206838846,3571251712,1.424771785736084
40,0.45636377949267626,0.3873471422120929,3571251712,1.414799451828003
41,0.4566033771261573,0.3886393681168556,3571251712,1.4014475345611572
42,0.45687510166317225,0.3874584501609206,3571251712,1.3992887735366821
43,0.45654348842799664,0.3872355818748474,3571251712,1.3886903524398804
44,0.45775665063411,0.389288573525846,3571251712,1.3765615224838257
45,0.4565903041511774,0.3878110237419605,3571251712,1.379063367843628
46,0.45694567915052176,0.38978799898177385,3571251712,1.3743133544921875
47,0.4578858884051442,0.388154536485672,3571251712,1.366355299949646
48,0.45715592335909605,0.38764069229364395,3571251712,1.3547980785369873
49,0.456677689217031,0.38766709715127945,3571251712,1.3581113815307617
50,0.45682878606021404,0.387706127949059,3571251712,1.3379013538360596
51,0.4565476356074214,0.3872830169275403,3571251712,1.3394579887390137
52,0.4579522991552949,0.3908333219587803,3571251712,1.3304996490478516
53,0.46109470818191767,0.3881321484223008,3571251712,1.330962061882019
54,0.4568316573277116,0.38705753441900015,3571251712,1.3279740810394287
55,0.456912150606513,0.3872052514925599,3571251712,1.3151390552520752
56,0.45730431098490953,0.3881519613787532,3571251712,1.32578444480896
57,0.4566051634028554,0.3905128138139844,3571251712,1.3121120929718018
58,0.45724698528647423,0.38718954287469387,3571251712,1.3088051080703735
59,0.45615047588944435,0.39185338746756315,3571251712,1.3039255142211914
60,0.456476841121912,0.3914228957146406,3571251712,1.2898714542388916
61,0.456981698051095,0.3879512418061495,3571251712,1.2964746952056885
62,0.45867079962044954,0.3878960283473134,3571251712,1.2827287912368774
63,0.4573082672432065,0.3874807795509696,3571251712,1.2866973876953125
64,0.45723655354231596,0.3905287254601717,3571251712,1.2822535037994385
65,0.45874856505542994,0.38763006776571274,3571251712,1.2851595878601074
66,0.4567137397825718,0.3886388000100851,3571251712,1.2784538269042969
67,0.45739842113107443,0.3880607346072793,3571251712,1.2806875705718994
68,0.45755198039114475,0.3881593057885766,3571251712,1.2749475240707397
69,0.4566251104697585,0.38824585638940334,3571251712,1.2626378536224365
70,0.4571866551414132,0.3929230747744441,3571251712,1.2739031314849854
71,0.45779749751091003,0.38806742895394564,3571251712,1.2649126052856445
72,0.45708166249096394,0.3877634424716234,3571251712,1.267461895942688
73,0.45653887931257486,0.3881069915369153,3571251712,1.254974126815796
